iso.country,groupname,iso.group
430,Sub-Saharan Africa,
434,Western Asia and Northern Africa,
438,Northern America and Europe,
440,Northern America and Europe,
442,Northern America and Europe,
446,Eastern Asia and South-eastern Asia,
450,Sub-Saharan Africa,
454,Sub-Saharan Africa,
458,Eastern Asia and South-eastern Asia,
462,Central Asia and Southern Asia,
466,Sub-Saharan Africa,
470,Northern America and Europe,
474,Latin America and the Caribbean,
478,Sub-Saharan Africa,
480,Sub-Saharan Africa,
484,Latin America and the Caribbean,
492,Northern America and Europe,
496,Eastern Asia and South-eastern Asia,
498,Northern America and Europe,
499,Northern America and Europe,
500,Latin America and the Caribbean,
504,Western Asia and Northern Africa,
508,Sub-Saharan Africa,
512,Western Asia and Northern Africa,
516,Sub-Saharan Africa,
520,Oceania,
524,Central Asia and Southern Asia,
528,Northern America and Europe,
531,Latin America and the Caribbean,
533,Latin America and the Caribbean,
534,Latin America and the Caribbean,
535,Latin America and the Caribbean,
540,Oceania,
548,Oceania,
554,Oceania,
558,Latin America and the Caribbean,
562,Sub-Saharan Africa,
566,Sub-Saharan Africa,
570,Oceania,
574,Oceania,
578,Northern America and Europe,
580,Oceania,
581,Oceania,
583,Oceania,
584,Oceania,
585,Oceania,
586,Central Asia and Southern Asia,
591,Latin America and the Caribbean,
598,Oceania,
600,Latin America and the Caribbean,
604,Latin America and the Caribbean,
608,Eastern Asia and South-eastern Asia,
612,Oceania,
616,Northern America and Europe,
620,Northern America and Europe,
624,Sub-Saharan Africa,
626,Eastern Asia and South-eastern Asia,
630,Latin America and the Caribbean,
634,Western Asia and Northern Africa,
638,Sub-Saharan Africa,
642,Northern America and Europe,
643,Northern America and Europe,
646,Sub-Saharan Africa,
652,Latin America and the Caribbean,
654,Sub-Saharan Africa,
659,Latin America and the Caribbean,
660,Latin America and the Caribbean,
662,Latin America and the Caribbean,
663,Latin America and the Caribbean,
666,Northern America and Europe,
670,Latin America and the Caribbean,
674,Northern America and Europe,
678,Sub-Saharan Africa,
682,Western Asia and Northern Africa,
686,Sub-Saharan Africa,
688,Northern America and Europe,
690,Sub-Saharan Africa,
694,Sub-Saharan Africa,
702,Eastern Asia and South-eastern Asia,
703,Northern America and Europe,
704,Eastern Asia and South-eastern Asia,
705,Northern America and Europe,
706,Sub-Saharan Africa,
710,Sub-Saharan Africa,
716,Sub-Saharan Africa,
724,Northern America and Europe,
728,Sub-Saharan Africa,
729,Western Asia and Northern Africa,
732,Western Asia and Northern Africa,
740,Latin America and the Caribbean,
744,Northern America and Europe,
748,Sub-Saharan Africa,
752,Northern America and Europe,
756,Northern America and Europe,
760,Western Asia and Northern Africa,
762,Central Asia and Southern Asia,
764,Eastern Asia and South-eastern Asia,
768,Sub-Saharan Africa,
772,Oceania,
776,Oceania,
780,Latin America and the Caribbean,
784,Western Asia and Northern Africa,
788,Western Asia and Northern Africa,
792,Western Asia and Northern Africa,
795,Central Asia and Southern Asia,
796,Latin America and the Caribbean,
798,Oceania,
800,Sub-Saharan Africa,
804,Northern America and Europe,
807,Northern America and Europe,
818,Western Asia and Northern Africa,
826,Northern America and Europe,
830,Northern America and Europe,
831,Northern America and Europe,
832,Northern America and Europe,
833,Northern America and Europe,
834,Sub-Saharan Africa,
840,Northern America and Europe,
850,Latin America and the Caribbean,
854,Sub-Saharan Africa,
858,Latin America and the Caribbean,
860,Central Asia and Southern Asia,
862,Latin America and the Caribbean,
876,Oceania,
882,Oceania,
887,Western Asia and Northern Africa,
894,Sub-Saharan Africa,
