"Country letter code","ISO code","Country","In union","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035"
"LBN",422,"Lebanon",TRUE,302260,308928,316316,323742,330453,335946,338059,338539,337972,337166,336712,339112,341848,344593,346893,348521,349218,349616,350437,352381,355675,362818,372121,382524,392871,402514,408914,414490,420720,429343,441186,442276,446698,451818,454975,455334,459785,461017,463538,472130,489570,521974,563337,608290,650238,684857,711543,729690,740918,747563,751515,755563,755600,752905,749225,745614,740467,736688,733441,729288,723368,714379,704201,692985,681106,668714
"LSO",426,"Lesotho",TRUE,174629,178168,181897,185844,190043,194530,198952,202539,206359,210356,214497,217202,219854,222206,224139,225709,227693,229116,230237,231441,233026,237799,243088,248630,254039,259005,262626,265800,268577,271061,273327,274160,274983,275847,276765,277787,280035,282124,284250,286644,289393,293220,297536,302271,307295,312254,316547,321203,326022,330797,335446,339877,344090,348158,352185,356213,359929,363565,367153,370699,374219,378973,383535,387979,392399,396848
"LBR",430,"Liberia",TRUE,243296,248560,254270,260426,267064,272739,277764,283178,289149,295890,303419,311430,320156,328362,334695,338506,336889,332849,327261,321121,315247,308396,302244,298747,300214,307635,324558,348535,375693,401392,422864,435844,444023,449934,456788,466573,480147,496807,514993,532781,549050,562845,575008,586326,597927,610358,623422,637160,651527,666407,681712,697190,713275,729861,746815,764063,781537,799411,817570,835884,854273,877638,901276,925218,949522,974237
"LBY",434,"Libya",TRUE,343687,353483,364356,376083,382599,389278,395492,402032,408983,416506,424680,433418,442774,452700,463065,473750,484648,495427,506211,517281,528718,539449,550862,562469,573625,584023,593508,602142,610262,618326,626525,633508,640593,647798,655051,662281,667725,673250,678784,683403,686595,685645,682767,679066,675992,674517,678112,683964,691006,697798,703407,708473,712147,714798,716991,719028,720522,721889,723387,725303,727909,726730,725571,724358,722949,721274
"LIE",438,"Liechtenstein",TRUE,2931,2997,3072,3149,3234,3324,3442,3561,3690,3832,3983,4102,4215,4324,4429,4527,4620,4721,4826,4936,5053,5186,5311,5422,5510,5578,5613,5649,5696,5764,5837,5856,5878,5894,5901,5895,5891,5868,5835,5804,5771,5741,5715,5690,5659,5621,5562,5504,5447,5396,5353,5310,5280,5253,5236,5220,5210,5202,5196,5195,5188,5195,5202,5201,5206,5210
"LTU",440,"Lithuania",TRUE,536197,540956,544102,546182,548077,550308,552126,554524,557354,560302,563217,566981,570774,574715,578947,583402,587261,591318,595094,598093,595120,589878,583779,577125,570312,563637,556867,549978,543019,535976,528771,521825,514319,506184,497244,487310,476714,465020,452301,438782,424756,409895,395214,380932,367556,355386,347956,342242,337627,333233,328486,323920,319038,314035,309258,304893,300740,296949,293447,290120,286900,283799,280710,277591,274390,271056
"LUX",442,"Luxembourg",TRUE,56333,56435,56568,56752,56986,57288,57496,57705,57927,58175,58444,58444,58492,58594,58748,58951,59136,59388,59705,60100,60557,61006,61558,62180,62816,63422,63872,64336,64775,65167,65482,65519,65458,65385,65400,65559,66028,66734,67633,68651,69717,70407,71152,71963,72781,73550,73417,73189,72950,72810,72837,72762,72865,73126,73499,73958,74278,74678,75124,75565,75969,76039,76026,75987,76009,76148
"MDG",450,"Madagascar",TRUE,929915,955420,983007,1012568,1044092,1077550,1109975,1145017,1182463,1222085,1263765,1302956,1344956,1389495,1436326,1485390,1533387,1583894,1637391,1694441,1755274,1814652,1878225,1945822,2017126,2091802,2165422,2243397,2324678,2408251,2493590,2575007,2659837,2747722,2838402,2932020,3028708,3127738,3230134,3336410,3446714,3558289,3674119,3793514,3915159,4038192,4163291,4288952,4414958,4541360,4667804,4790917,4914767,5038025,5159094,5277197,5393085,5505940,5615867,5723436,5828803,5984618,6142451,6302313,6464158,6627868
"MWI",454,"Malawi",TRUE,798823,814004,831015,849728,869981,891762,912399,935720,960896,987011,1013734,1034896,1056965,1083745,1120100,1168727,1247920,1342360,1437268,1525539,1599035,1609214,1603773,1590944,1581036,1581081,1599226,1628830,1666771,1709255,1753550,1789216,1828201,1871009,1918006,1969545,2024638,2083105,2145254,2212029,2283881,2357807,2438663,2524426,2611952,2699683,2793476,2884210,2973612,3065215,3160389,3251498,3346785,3444712,3542831,3640131,3738610,3836458,3933214,4028910,4123288,4250136,4377999,4506500,4634982,4763106
"MYS",458,"Malaysia",TRUE,1517626,1567316,1616111,1665242,1716943,1772177,1826608,1884974,1946388,2009045,2071898,2135611,2199631,2264320,2330510,2398766,2471506,2547436,2626123,2707112,2789936,2876491,2965102,3054974,3145085,3234833,3326785,3418966,3511100,3602806,3693273,3746129,3802268,3861258,3923300,3989604,4044074,4098307,4154177,4214212,4280165,4364531,4453455,4545791,4639479,4733353,4827922,4918880,5006657,5091777,5174471,5252961,5328495,5400748,5469787,5535364,5597404,5655621,5707454,5749114,5778202,5812765,5835118,5846679,5849539,5845150
"MDV",462,"Maldives",TRUE,19320,19642,20000,20404,20860,21373,21910,22542,23127,23753,24393,25063,25721,26387,27093,27855,28500,29254,30080,30933,31813,32757,33753,34810,35951,37180,38506,39862,41270,42750,44303,46151,48055,50007,51981,53950,55828,57728,59642,61557,63459,65322,67197,69024,70754,72419,73738,74938,76014,76949,77750,78418,78898,79240,79523,79768,79911,79991,79998,79874,79591,79500,79276,78938,78507,78000
"MLI",466,"Mali",TRUE,1086437,1097644,1112606,1130357,1150031,1171181,1184327,1201046,1220069,1241463,1265352,1284346,1306644,1331121,1356613,1382565,1394763,1407940,1423039,1441236,1463570,1496572,1534862,1577695,1624460,1674695,1721746,1773754,1829998,1889447,1951653,2014115,2079982,2149456,2223237,2301541,2374948,2453918,2537045,2622912,2710921,2789191,2871202,2954290,3039831,3128304,3222696,3319838,3420087,3523890,3631173,3737940,3847806,3960430,4075266,4191953,4307274,4424703,4543255,4661825,4779690,4944019,5113646,5288265,5467775,5652139
"MLT",470,"Malta",TRUE,42603,43458,44104,44612,45091,45605,46128,46760,47455,48151,48827,49532,50203,50773,51229,51602,52113,52595,53063,53540,54034,54461,54889,55249,55455,55454,55429,55230,54947,54734,54685,54526,54504,54564,54580,54474,54534,54482,54363,54263,54247,54375,54589,54878,55237,55673,56101,56626,57188,57690,58071,58344,58488,58499,58392,58181,57856,57408,56854,56216,55506,54821,54082,53308,52503,51679
"MHL",584,"Marshall Islands",TRUE,2312,2416,2537,2665,2802,2935,3069,3205,3342,3489,3648,3829,4024,4225,4447,4682,4917,5177,5443,5700,5937,6155,6352,6532,6695,6855,7000,7139,7279,7451,7747,8005,8286,8556,8782,8940,9111,9265,9369,9420,9410,9213,8992,8760,8530,8322,8214,8139,8087,8052,8026,8084,8145,8209,8299,8413,8584,8783,8992,9182,9337,9561,9764,9946,10128,10314
"MTQ",474,"Martinique",TRUE,30490,30113,29673,29156,28567,27927,28249,28627,29097,29670,30306,30675,31126,31574,31970,32292,32741,33166,33543,33882,34204,34608,34911,35085,35147,35140,35477,35849,36196,36460,36642,36607,36481,36275,35989,35606,35305,34967,34565,34089,33535,33025,32461,31863,31264,30688,30104,29507,28922,28371,27851,27303,26836,26445,26142,25941,25951,26062,26268,26559,26916,26908,26952,27003,26998,26896
"MRT",478,"Mauritania",TRUE,164747,168790,173175,177879,182890,188195,193290,198776,204208,209933,215930,221756,227899,234311,240947,247781,254168,260793,267662,274790,282218,289726,297617,305947,314771,324144,334803,346124,357992,370308,382980,395353,408154,421309,434715,448319,461780,475485,489535,504059,519130,534947,551340,568092,585045,602074,618174,634513,650993,667494,683965,700251,716446,732628,748930,765383,781419,797623,813958,830364,846802,867933,889507,911459,933736,956274
"MUS",480,"Mauritius",TRUE,113446,117658,121736,125548,129478,133480,136845,140386,143916,147217,150218,153284,156061,158648,161189,163734,166251,168788,171346,173903,176460,180021,183503,186903,190284,193647,197013,200727,204496,207804,210351,211942,212435,212198,211777,211418,210545,209888,209260,208307,206884,205472,203597,201494,199558,197984,197619,197621,197908,198334,198778,199255,199865,200375,200478,200001,199146,197691,195854,193987,192311,191490,190834,190230,189475,188448
"MYT",175,"Mayotte",TRUE,3521,3674,3838,4010,4186,4369,4562,4762,4981,5234,5518,5814,6156,6542,6960,7419,7900,8421,8988,9611,10294,10979,11756,12588,13435,14261,15093,15857,16599,17374,18221,19144,20175,21287,22434,23576,24602,25593,26453,27303,28149,28927,29707,30488,31245,31987,32872,33732,34588,35468,36385,37301,38247,39222,40201,41181,42169,43167,44163,45170,46181,47330,48493,49661,50826,51978
"MEX",484,"Mexico",TRUE,6953439,7143169,7334272,7528807,7732992,7950238,8157809,8391573,8640816,8890684,9135665,9421785,9693242,9961385,10243478,10547140,10874829,11217281,11574065,11941571,12317872,12719303,13136871,13561467,13982782,14393158,14792087,15174897,15535527,15868209,16170635,16455528,16710087,16945488,17177100,17416320,17719003,18032949,18353920,18674131,18985404,19285396,19572685,19847653,20112225,20367067,20600983,20831480,21045910,21226735,21364754,21477941,21548480,21588510,21617484,21646842,21683331,21720088,21756087,21787665,21812365,21919669,22022777,22117670,22199403,22264608
"FSM",583,"Micronesia (Federated States of)",TRUE,6730,6677,6551,6385,6233,6116,6361,6680,7059,7454,7845,8192,8527,8855,9212,9593,9935,10297,10675,11056,11434,11858,12250,12599,12904,13126,13396,13600,13740,13834,13904,13744,13584,13410,13211,12986,12851,12694,12520,12343,12178,12193,12235,12301,12386,12481,12685,12904,13136,13385,13651,13979,14320,14666,15006,15335,15710,16072,16405,16688,16910,17130,17283,17385,17464,17542
"MNG",496,"Mongolia",TRUE,160231,163349,166585,170051,173949,178348,182419,187204,192671,198729,205363,212548,220244,228547,237578,247350,257262,267872,278908,290099,301208,310253,319743,329350,338802,348193,359318,368006,376341,384978,394173,403060,412537,422480,432487,442276,451850,461010,469663,477801,485355,491024,496193,500657,504343,507233,508552,509885,510637,510122,508162,507137,504214,500327,496614,493596,490580,488223,486633,485821,485809,488672,492454,496601,500335,503169
"MNE",499,"Montenegro",TRUE,86446,87901,89736,91796,93891,95873,97317,98635,99859,101033,102200,103881,104853,105665,106201,106365,105316,103882,102240,100639,99292,99366,99664,100085,100450,100617,100468,100101,99515,98731,97765,96659,95452,94188,92969,91889,91410,91000,90575,90038,89345,88548,87705,86835,86047,85371,84922,84585,84307,83995,83582,83084,82491,81826,81130,80431,79743,79059,78357,77602,76780,76081,75301,74486,73696,72965
"MSR",500,"Montserrat",TRUE,891,899,915,936,957,977,1001,1020,1036,1054,1067,1069,1070,1066,1062,1054,1045,1030,1021,1014,1011,1021,1032,1034,1017,973,884,769,649,542,459,422,411,416,426,435,428,425,421,417,413,411,410,408,402,396,388,379,369,362,359,359,362,367,372,376,378,380,382,385,389,388,387,388,389,389
"MAR",504,"Morocco",TRUE,2513272,2555652,2582817,2612820,2645892,2682303,2729404,2780954,2836520,2895801,2958396,3021728,3088638,3157286,3226411,3295686,3361818,3431709,3503486,3574839,3645110,3728530,3805145,3878312,3953512,4032890,4113315,4200756,4289597,4370991,4440313,4513185,4571501,4618441,4659818,4698544,4731625,4764032,4794338,4819979,4840056,4866965,4880970,4892192,4902890,4914140,4923719,4937923,4954293,4969353,4981776,5002267,5018246,5031382,5044172,5057318,5071291,5085620,5099027,5109130,5114819,5124952,5128853,5128146,5125760,5123521
"MOZ",508,"Mozambique",TRUE,1612954,1644280,1678813,1717022,1759772,1807453,1855382,1910138,1969103,2029115,2088149,2119035,2148972,2176355,2199751,2218943,2201270,2179693,2162170,2157684,2171627,2262837,2373072,2493627,2613834,2726339,2794616,2859137,2922288,2987232,3056223,3118625,3186392,3258648,3334771,3414450,3488039,3566556,3649945,3738260,3831654,3926019,4024209,4126756,4233791,4345271,4457973,4575379,4696682,4820776,4946911,5071444,5197686,5325722,5455900,5588185,5716652,5847916,5980948,6114487,6247850,6441623,6640009,6842893,7050533,7262974
"MMR",104,"Myanmar",TRUE,3835143,3917865,4013987,4120290,4216670,4315958,4413910,4515892,4622455,4734709,4853054,4970874,5093585,5221624,5356463,5498851,5635026,5781859,5935067,6088919,6240430,6386841,6525123,6659652,6796820,6939509,7093573,7251916,7408784,7555208,7685052,7784138,7865038,7929233,7981765,8027002,8064344,8097070,8123937,8143329,8156223,8197771,8236713,8275085,8314977,8354430,8405310,8457319,8509879,8561763,8612138,8657572,8703925,8748605,8789110,8824279,8858622,8888386,8913611,8934893,8952402,8996853,9036692,9071715,9101647,9126335
"NAM",516,"Namibia",TRUE,101601,103153,104829,106559,108268,109910,110566,111188,111777,112358,113003,114060,115266,116794,118842,121524,127043,133362,140230,147304,154292,159261,163999,168618,173296,178160,182677,187456,192204,196544,200251,201483,201938,201884,201651,201453,201094,200726,200489,200483,200772,202514,204471,206580,208988,211826,214857,218505,222609,226959,231474,236456,241548,246867,252577,258763,265247,272201,279668,287668,296237,302219,308201,314145,320009,325760
"NRU",520,"Nauru",TRUE,929,956,983,1013,1035,1068,1094,1119,1148,1178,1212,1246,1286,1326,1368,1411,1457,1506,1554,1599,1648,1693,1735,1773,1805,1830,1840,1842,1838,1831,1824,1824,1822,1818,1811,1797,1779,1755,1726,1702,1695,1701,1726,1752,1771,1777,1766,1747,1721,1693,1669,1652,1635,1618,1606,1592,1578,1570,1558,1547,1537,1537,1533,1531,1530,1526
"NPL",524,"Nepal",TRUE,2423185,2464416,2503289,2545022,2588884,2634582,2673485,2715248,2759976,2808233,2860380,2908058,2961119,3018693,3079853,3144147,3205334,3271151,3340733,3413310,3488450,3552298,3618860,3690174,3769156,3857368,3958480,4070717,4188786,4306081,4418720,4502872,4579186,4650587,4722041,4797731,4890383,4985699,5084240,5186973,5294284,5417408,5546029,5676588,5803807,5921583,6054108,6174055,6283690,6388082,6489549,6583947,6679479,6770538,6849763,6913697,6975932,7023855,7057367,7078093,7086636,7139338,7181569,7213392,7234734,7245748
"NLD",528,"Netherlands",TRUE,2108674,2131141,2153221,2175559,2199031,2224008,2248188,2272967,2298452,2324344,2350219,2376303,2400946,2425097,2450022,2476132,2499659,2524921,2550376,2574069,2594733,2613616,2630321,2642866,2648767,2646704,2637482,2620821,2599304,2576551,2554707,2533630,2512652,2491633,2470120,2447703,2417279,2387714,2358412,2328265,2296777,2265134,2229966,2195163,2161636,2129750,2097808,2066565,2036794,2009319,1984665,1963178,1945038,1930014,1917908,1908513,1902851,1900022,1899011,1898329,1896881,1898376,1898386,1896742,1893352,1888131
"NCL",540,"New Caledonia",TRUE,8440,8803,9222,9678,10155,10633,10950,11288,11627,11947,12239,12519,12746,12952,13175,13441,13711,14033,14399,14788,15195,15738,16312,16930,17600,18322,18958,19188,19417,19612,19757,19858,19913,19918,19873,19814,19745,19641,19511,19371,19227,19091,18980,18893,18837,18810,18778,18794,18847,18922,19014,19122,19247,19411,19652,19990,20399,20905,21495,22160,22886,23197,23516,23833,24131,24399
"NZL",554,"New Zealand",TRUE,349115,357209,366306,375836,385207,394095,400092,405512,410531,415639,421414,431043,441531,452510,463524,474173,483336,491620,499943,508700,518086,529379,541681,553938,564832,573605,580344,584749,587648,590302,593573,599206,605959,613403,620488,626277,628233,629023,629357,629923,630903,629987,629646,629752,630061,630424,631564,632612,633559,634372,635002,634987,634783,634721,635254,636647,639096,642472,646327,650024,653148,657015,660396,663297,665783,667853
"NIC",558,"Nicaragua",TRUE,306668,315079,323563,332753,342557,352935,363220,374308,385923,397763,409655,421488,433312,445200,457325,469807,482518,495707,509370,523490,538098,554500,571315,588659,606757,625663,645439,665808,686331,706317,725349,743904,761387,778024,794163,810024,827019,843464,859394,874944,890136,905669,921070,935809,949574,962143,975292,987265,998078,1007824,1016502,1024822,1032170,1038581,1044082,1048702,1053467,1057539,1060785,1063032,1064179,1067498,1069693,1070859,1071140,1070648
"NER",562,"Niger",TRUE,920181,939207,961033,985374,1011869,1040401,1064547,1091588,1121110,1153232,1187887,1216760,1249465,1285244,1323552,1364364,1398657,1437730,1480820,1527105,1576285,1620536,1668703,1720698,1776827,1837209,1889726,1948224,2011673,2079132,2150288,2214521,2285139,2360971,2440941,2524646,2604013,2688828,2779112,2875404,2978104,3079363,3188630,3302537,3421593,3545545,3669360,3798764,3933673,4074092,4219914,4365206,4516252,4672194,4832062,4995155,5155519,5319623,5486392,5654668,5823642,6063273,6313684,6575176,6848421,7133897
"NGA",566,"Nigeria",TRUE,9987180,10176076,10376659,10593342,10832544,11097260,11361376,11661125,11985396,12320732,12659465,12931753,13211445,13501638,13808603,14137485,14465969,14824681,15211049,15621810,16055259,16411952,16792272,17196023,17623206,18073086,18494060,18941926,19413509,19904918,20413089,20879344,21369459,21879578,22406813,22949646,23453541,23984925,24538058,25107282,25690325,26259450,26845982,27452711,28066651,28700172,29310018,29946977,30604430,31273027,31947668,32617118,33292371,33974529,34666503,35368150,36050585,36744999,37447972,38155483,38865042,39966354,41105859,42281631,43492878,44738871
"NOR",578,"Norway",TRUE,578926,577762,577136,577023,577467,578585,581084,584312,588200,592603,597373,603153,608841,614650,620806,627326,633573,640149,646672,652660,657832,662184,666057,669032,670652,670690,669257,666516,662878,658981,655228,651473,647999,644884,642034,639339,637637,636261,635367,635306,636233,636783,638425,641210,644010,646141,645182,643192,640777,638794,637699,635963,635151,635270,636289,638225,640648,644047,648172,652625,657111,661182,664944,668395,671530,674335
"OMN",512,"Oman",TRUE,113543,116826,120424,124359,128617,133184,138607,144285,150314,156825,163806,170609,178057,185765,193297,200460,205917,211150,216270,221469,226908,233997,241373,249275,254739,261277,266465,273485,281853,291092,300985,308165,315713,323487,331243,338784,348208,357666,367978,380310,395350,409316,426898,446965,467984,488782,502651,516616,530465,543904,556715,566756,575119,582232,588671,594724,599340,603216,606496,609227,611481,614493,616643,618082,618958,619443
"PAK",586,"Pakistan",TRUE,9307712,9519679,9744564,9985469,10245672,10527828,10836612,11173762,11540015,11936244,12361736,12800884,13217246,13658429,14113971,14576268,14993926,15412566,15832402,16257370,16690178,17068310,17466441,17881472,18309524,18751852,19233434,19725700,20235311,20775005,21349802,21930457,22555048,23210393,23871930,24525093,25195284,25835438,26460968,27098319,27758282,28371225,29024897,29697866,30357703,30995507,31627452,32249343,32857194,33451653,34031979,34614766,35175150,35716662,36241957,36750292,37235095,37700503,38146284,38572267,38977630,39618136,40254756,40880770,41487347,42068648
"PLW",585,"Palau",TRUE,1267,1288,1307,1322,1331,1338,1326,1313,1300,1292,1296,1360,1443,1531,1611,1686,1730,1764,1796,1832,1878,1969,2075,2190,2299,2411,2495,2582,2671,2755,2830,2837,2827,2804,2778,2750,2678,2616,2569,2535,2513,2512,2519,2537,2554,2578,2626,2672,2718,2763,2813,2862,2913,2968,3029,3091,3155,3225,3296,3366,3423,3466,3505,3529,3544,3547
"PAN",591,"Panama",TRUE,200231,206032,212106,218460,225144,232172,239450,247126,255116,263317,271672,280235,288896,297680,306634,315767,325275,334894,344637,354517,364530,374693,385105,395649,406145,416492,427023,437302,447364,457311,467177,476549,485992,495362,504450,513160,521881,530178,538148,545933,553568,560823,567949,574920,581691,588234,594485,600754,606905,612769,618236,623579,628510,633161,637729,642276,646589,650936,655287,659567,663739,669583,675419,681154,686687,691934
"PNG",598,"Papua New Guinea",TRUE,396207,406212,417012,428552,440784,453666,466464,480036,494353,509419,525232,539988,555581,571874,588735,606112,623243,641113,659708,679011,699019,719605,740664,762364,784903,808285,831462,855437,879995,904881,929948,953799,978448,1003587,1028874,1054207,1079968,1105309,1130547,1156022,1181845,1206936,1232478,1258436,1284647,1311038,1337541,1364087,1390643,1417229,1443765,1469439,1495180,1520715,1545690,1569890,1593081,1615641,1637417,1658332,1678314,1709743,1741024,1772246,1803587,1835125
"PRY",600,"Paraguay",TRUE,279534,287717,296402,305773,315180,324504,335872,346826,357821,369516,382226,396106,411350,427561,444135,460732,477585,494769,512162,529748,547531,565265,582971,600725,618594,636587,654472,672270,690119,708275,726896,745743,765397,785435,805180,824007,842388,859513,876149,893355,911635,930639,951021,972267,993446,1014040,1035510,1056037,1075912,1095741,1115731,1135521,1155326,1174656,1192678,1208880,1224257,1237715,1249211,1258765,1266374,1277445,1286760,1294582,1301231,1306895
"PER",604,"Peru",TRUE,1766736,1817420,1871841,1923444,1977728,2034446,2092060,2151364,2212812,2277364,2345426,2410117,2480365,2554605,2630472,2706826,2784980,2861771,2938418,3017195,3098918,3175849,3256075,3337842,3418604,3497076,3572194,3644357,3713118,3778431,3840590,3904951,3965047,4022595,4079651,4137177,4195972,4256367,4317321,4377070,4434569,4491756,4546822,4599187,4648712,4694610,4736437,4776244,4813871,4849209,4882435,4918294,4951755,4982846,5011381,5036932,5061075,5082421,5101534,5119374,5136601,5166821,5196371,5224099,5248262,5267751
"PHL",608,"Philippines",TRUE,4612650,4769229,4936515,5114500,5303837,5504598,5714373,5934652,6164218,6401369,6644955,6876218,7115312,7360918,7611358,7865597,8122475,8381147,8642107,8907239,9177482,9443958,9716501,9993916,10274527,10557513,10846813,11134804,11419680,11698205,11967022,12226119,12474446,12710814,12938667,13165351,13437920,13705387,13974728,14252108,14537146,14779468,15043817,15316194,15582848,15838269,16096733,16345383,16586907,16825816,17063795,17306462,17548109,17786141,18016459,18236409,18453189,18659448,18855755,19043822,19224213,19486343,19744606,19997660,20243862,20481776
"POL",616,"Poland",TRUE,5409037,5480033,5547384,5613144,5680776,5752733,5825577,5904667,5984509,6019783,6045595,6076881,6100371,6115727,6123467,6124503,6110975,6092443,6073400,6059586,6054379,6072559,6094561,6116316,6131266,6134406,6116877,6091404,6058628,6020134,5977968,5932563,5882462,5828576,5771587,5711584,5652980,5589845,5526798,5470795,5425763,5387345,5364881,5353095,5342259,5326836,5318809,5304641,5283786,5256025,5220071,5175372,5121431,5058524,4986851,4906839,4821492,4729448,4631526,4529089,4423352,4323195,4219971,4116302,4015759,3920585
"PRT",620,"Portugal",TRUE,1487291,1498133,1511749,1527202,1544039,1561583,1577565,1594539,1611083,1625423,1636817,1653166,1652027,1648304,1642850,1636394,1629155,1620737,1612530,1605940,1601616,1603898,1608901,1615018,1620351,1623686,1625096,1625255,1623987,1621182,1616730,1612605,1607228,1600624,1593234,1585410,1572493,1559081,1544146,1525971,1503329,1477773,1446426,1413096,1379628,1347328,1318148,1290341,1263304,1235904,1207417,1179537,1151228,1122980,1095591,1069569,1045337,1022665,1001732,982713,965671,951117,938120,926424,915684,905638
"PRI",630,"Puerto Rico",TRUE,351088,359183,368178,377884,388339,399567,408933,417437,424878,431002,435769,442053,447507,452333,456820,461202,468482,475715,482681,489054,494501,499080,502661,505136,506649,507392,509432,510951,511508,510729,508571,506747,503991,500261,495994,491745,489015,486424,483749,480952,478216,475849,473924,472057,469998,467793,466303,464666,462813,460854,458894,457153,455574,453859,451747,449218,447073,444604,441726,438501,435031,430832,426338,421453,416180,410612
"QAT",634,"Qatar",TRUE,11081,11746,12486,13329,14303,15418,17165,19190,21491,24080,26926,29888,33041,36329,39719,43185,45930,48494,51028,53331,55295,57498,59311,60904,62552,64466,65582,67099,69064,71492,74416,78639,83853,90203,97910,107100,117094,129215,143244,158848,175605,189004,203848,219299,234384,248419,255823,261462,266232,271151,276844,279234,282407,286557,291721,297855,303148,308536,313841,318718,322951,325620,327496,328757,329647,330353
"KOR",410,"Republic of Korea",TRUE,4636969,4700596,4761960,4825038,4895184,4975502,5060305,5160927,5271690,5383983,5492940,5616866,5733467,5845623,5960775,6082402,6184215,6302487,6430986,6556854,6673078,6808860,6920139,7016341,7114085,7219765,7294932,7387735,7486353,7573433,7641573,7715243,7770972,7805997,7818076,7804332,7764443,7689196,7590275,7482651,7374974,7245961,7128085,7016688,6903397,6783684,6676051,6562728,6446234,6331162,6220180,6115600,6014276,5917681,5827760,5745569,5676229,5616213,5560089,5499265,5428436,5352668,5265296,5172490,5084662,5007945
"MDA",498,"Republic of Moldova",TRUE,633955,644446,652681,659457,666142,673479,679190,686054,693474,700663,707250,716549,725579,733561,740018,744875,749720,752276,753064,753273,753903,755383,758452,762184,765230,766958,767080,766456,766254,767282,769432,771548,774091,776801,779295,781277,779039,776100,772726,769355,766309,766442,766928,767064,766666,765991,765636,765222,764306,762202,758452,753500,746701,738499,729524,720089,710077,699455,688155,676069,663126,652516,641599,629821,616352,600773
"REU",638,"Réunion",TRUE,57834,59006,59903,60634,61361,61479,62122,62674,63186,63751,64420,66017,67774,69577,71273,72795,74184,75489,76768,78104,79536,81203,82951,84685,86301,87748,89246,90575,91683,92520,93055,93172,92888,92300,91562,90775,90333,89923,89531,88973,88137,87046,85690,84188,82691,81287,80022,78882,77881,77032,76348,75935,75727,75681,75743,75871,76124,76463,76919,77550,78380,78654,79033,79478,79944,80393
"ROU",642,"Romania",TRUE,3910228,3930784,3964955,4003598,4034435,4053312,4086380,4101287,4074341,4045313,4018353,3978280,3943116,3911530,3878471,3842235,3816652,3782983,3747185,3720060,3706724,3685491,3682263,3687593,3686184,3670147,3660328,3630321,3586351,3538545,3491536,3442505,3396019,3349114,3296973,3238134,3180318,3113414,3042348,2975636,2918146,2880977,2853475,2832901,2806458,2766560,2721072,2662783,2596846,2531678,2472121,2417342,2368082,2322229,2276112,2227805,2179115,2129038,2080164,2036791,2001333,1976327,1958545,1944308,1927588,1904700
"RUS",643,"Russian Federation",TRUE,23489874,23700288,23864481,23991507,24096331,24185335,24196176,24212863,24244034,24306880,24414543,24620516,24882551,25151350,25353463,25443196,25381337,25198132,24969662,24817183,24586907,24510940,24597391,24766030,24893865,24910823,24917795,24795277,24592237,24378921,24186534,23919692,23667921,23424517,23175852,22918481,22584078,22265492,21952003,21625906,21274080,20893456,20488545,20079768,19702095,19376925,19090426,18869647,18685784,18492883,18265119,18020860,17735426,17428866,17132778,16862995,16597694,16354267,16126780,15905029,15684252,15457812,15233110,15006318,14770066,14520050
"RWA",646,"Rwanda",TRUE,564657,579514,595051,611261,628183,645889,661889,679095,697250,716083,735385,751033,766690,783686,803662,827121,856910,891160,922815,944777,954333,936959,906831,876436,860299,866650,884374,923416,970637,1013804,1047358,1081030,1106606,1128696,1151740,1178517,1211192,1246668,1283235,1319181,1353410,1385033,1415885,1446455,1477428,1509270,1541843,1575557,1610045,1644817,1679460,1713631,1747601,1781793,1816778,1852932,1890707,1929717,1969425,2008927,2047633,2091048,2133137,2174298,2215293,2256671
"KNA",659,"Saint Kitts and Nevis",TRUE,2227,2215,2222,2239,2262,2288,2290,2294,2301,2309,2324,2414,2503,2585,2655,2711,2790,2869,2948,3030,3119,3241,3373,3514,3651,3775,3922,4064,4208,4367,4535,4719,4927,5144,5355,5553,5696,5813,5909,6007,6110,6204,6302,6409,6516,6627,6741,6857,6975,7085,7187,7284,7372,7450,7519,7577,7634,7681,7715,7744,7759,7733,7697,7661,7617,7576
"LCA",662,"Saint Lucia",TRUE,11980,12103,12212,12344,12510,12714,12858,13009,13166,13331,13511,13960,14403,14831,15226,15594,16031,16449,16837,17195,17524,18064,18574,19061,19527,19971,20420,20862,21306,21760,22224,22689,23177,23677,24176,24673,25195,25616,25918,26094,26151,26325,26445,26503,26548,26585,26600,26625,26644,26638,26608,26596,26561,26500,26430,26344,26274,26192,26090,25948,25761,25565,25312,25025,24726,24433
"SPM",666,"Saint Pierre and Miquelon",TRUE,677,691,710,733,757,779,800,818,836,849,866,879,894,885,876,869,863,859,854,850,839,830,817,797,779,759,733,708,682,660,639,624,609,599,588,573,559,542,528,515,504,498,495,493,491,486,480,471,462,454,449,447,448,451,456,460,467,474,483,492,501,502,502,501,501,502
