"Country letter code","ISO code","Country","In union","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035"
"MHL",584,"Marshall Islands",FALSE,1682,1791,1910,2025,2127,2209,2271,2317,2353,2398,2456,2530,2608,2692,2793,2916,3071,3249,3437,3614,3775,3929,4047,4133,4211,4301,4409,4548,4725,4922,5026,4918,4788,4622,4410,4161,3912,3628,3342,3086,2884,2787,2756,2783,2849,2939,3030,3144,3272,3410,3547,3669,3782,3885,3989,4095,4178,4260,4335,4392,4425,,,,,
"MTQ",474,"Martinique",FALSE,43192,43106,43237,43686,44462,45526,47065,48508,49989,51540,53077,54161,55218,56206,57071,57784,59172,60442,61675,62850,63871,63921,63809,63774,63966,64395,65735,66793,67490,67925,68237,68268,68519,68891,69179,69225,69233,68895,68292,67489,66484,65399,64034,62552,61035,59494,58763,57942,57115,56376,55752,55098,54630,54215,53695,52972,52254,51313,50237,49179,48215,,,,,
"MRT",478,"Mauritania",FALSE,94456,97100,100086,103344,106776,110320,113630,117131,121201,125449,129865,134108,138557,143198,148022,153022,157716,162648,167824,173234,178887,184429,190273,196475,203083,210138,217820,225915,234348,243053,251977,260790,269897,279246,288768,298439,308075,317903,327995,338459,349353,360869,372870,385309,398081,411118,424104,437564,451470,465797,480562,495898,511659,527933,544863,562505,580656,599585,619134,639045,659148,,,,,
"MUS",480,"Mauritius",FALSE,79546,82498,85051,87475,89888,92663,96631,100313,102978,104278,104603,106625,108696,110785,112779,114571,115671,116611,117448,118240,119020,120010,120758,121333,121882,122471,122927,123884,124952,125757,126206,125782,124748,123528,122712,122581,122720,123509,124560,125311,125511,125482,124902,123958,123026,122361,122404,122661,122991,123167,123031,122649,122051,121207,120086,118694,117172,115383,113468,111646,110052,,,,,
"MYT",175,"Mayotte",FALSE,3348,3500,3657,3820,3988,4162,4350,4543,4759,5008,5297,5605,5967,6371,6793,7228,7667,8123,8610,9151,9757,10376,11088,11859,12636,13384,14115,14768,15389,16046,16776,17632,18555,19492,20361,21111,21702,22190,22706,23247,23862,24411,25071,25843,26676,27551,28582,29599,30635,31729,32899,34107,35375,36668,37903,39039,40089,41047,41921,42743,43530,,,,,
"MEX",484,"Mexico",FALSE,4266886,4451075,4630934,4808668,4990140,5178957,5347438,5531445,5726413,5925029,6125301,6342301,6550997,6764657,7002636,7273669,7560880,7876230,8206862,8529474,8829505,9114435,9379985,9625641,9854320,10068020,10258403,10430090,10587793,10738525,10887283,11023920,11160634,11303806,11459248,11631214,11856371,12094368,12342578,12596451,12850370,13102439,13351823,13593648,13821313,14030597,14225562,14406912,14572058,14718900,14847461,14968267,15068602,15156811,15245593,15342143,15450935,15567752,15687942,15802637,15905963,,,,,
"FSM",583,"Micronesia (Federated States of)",FALSE,6189,6246,6240,6205,6185,6204,6388,6604,6849,7115,7401,7726,8062,8409,8766,9130,9386,9659,9937,10206,10463,10620,10782,10982,11239,11571,11813,12039,12262,12463,12627,12638,12635,12630,12637,12667,12613,12573,12561,12596,12681,12773,12900,13054,13207,13347,13421,13471,13509,13547,13592,13595,13602,13617,13645,13690,13731,13784,13853,13933,14028,,,,,
"MNG",496,"Mongolia",FALSE,102924,107263,111468,115848,120955,127065,133520,141064,149235,157249,164642,171468,177573,183287,189159,195474,201703,208302,214857,220810,225809,228857,231473,233731,235835,238089,241134,245256,249462,254874,262202,271367,282597,294795,306049,315127,321990,326639,329418,331021,331848,331764,330882,329408,327810,326565,325186,324940,325852,327880,331078,336701,342831,349954,358732,369342,380996,394339,408283,421064,431576,,,,,
"MNE",499,"Montenegro",FALSE,45782,46710,47679,48651,49599,50484,51040,51587,52095,52498,52754,52989,53684,54207,54613,54924,54786,54686,54682,54797,55064,55394,55738,56108,56519,56956,57390,57913,58491,59058,59561,60218,60764,61194,61547,61861,61915,62045,62261,62522,62781,62700,62616,62568,62523,62501,62509,62447,62350,62252,62166,62073,61989,61909,61805,61666,61482,61271,61017,60720,60361,,,,,
"MSR",500,"Montserrat",FALSE,1887,1879,1884,1903,1916,1929,1951,1967,1978,1990,2003,2019,2035,2049,2057,2062,2055,2037,2023,2008,1996,2009,2017,2012,1972,1887,1714,1499,1273,1068,905,831,804,806,826,848,845,858,873,882,881,877,862,838,816,800,788,785,786,791,793,797,800,801,801,800,799,795,791,784,774,,,,,
"MAR",504,"Morocco",FALSE,991518,1032611,1092743,1154507,1218607,1285184,1350521,1416898,1484564,1553299,1622757,1686309,1750788,1816380,1883319,1951968,2014977,2081495,2152115,2227042,2306642,2389759,2473832,2561485,2656584,2760575,2867357,2983898,3104984,3221382,3327639,3426001,3511398,3588859,3666052,3746867,3824307,3905442,3987342,4064117,4132499,4196234,4257088,4309462,4359870,4412083,4462581,4517061,4572737,4624759,4670995,4719516,4759919,4796491,4835478,4879791,4927145,4978957,5031362,5077403,5112834,,,,,
"MOZ",508,"Mozambique",FALSE,526374,537949,550442,563918,578595,594602,610194,627520,645689,663734,681145,699885,719315,739066,758784,778349,786050,794903,807397,826103,852581,894113,940894,990131,1038572,1084342,1123313,1162027,1201022,1240969,1282532,1322283,1364373,1408961,1456693,1508098,1559164,1614903,1675057,1739235,1807255,1876807,1952391,2033540,2120445,2213252,2309514,2412436,2521540,2635997,2755322,2877548,3004938,3137866,3276952,3422499,3570885,3726556,3888867,4056800,4229807,,,,,
"MMR",104,"Myanmar",FALSE,2209883,2287378,2360018,2428314,2510753,2594149,2674411,2754822,2836842,2922668,3013697,3105445,3202434,3304049,3409635,3518851,3621754,3731407,3845454,3960561,4075109,4181591,4284291,4387730,4498082,4618305,4745858,4880697,5016047,5140912,5247969,5316715,5369206,5408372,5439886,5468581,5467002,5470354,5482728,5506353,5542220,5610580,5681992,5758973,5844922,5941600,6044627,6153934,6263731,6364751,6451051,6520924,6577878,6622263,6656233,6681721,6701746,6712467,6716728,6718957,6722089,,,,,
"NAM",516,"Namibia",FALSE,74567,77857,81242,84693,88197,91742,94573,97604,100846,104296,107998,111783,115844,120446,125919,132481,141927,152264,163152,174141,184887,194441,203864,213220,222657,232328,242337,252729,263227,273515,283399,291349,298952,306535,314507,323131,331622,340742,350542,360951,371919,383855,396187,408779,421369,433667,444704,455772,466613,476918,486591,496229,504966,513232,521671,530603,539561,548914,558367,567401,575665,,,,,
"NRU",520,"Nauru",FALSE,609,624,639,654,668,686,700,712,727,741,755,769,782,796,809,827,844,865,883,903,921,936,949,959,966,969,964,958,947,936,927,920,912,905,898,890,881,871,869,873,880,897,921,946,967,984,990,994,991,989,987,990,991,992,995,998,1002,1009,1014,1019,1022,,,,,
"NPL",524,"Nepal",FALSE,456923,466538,481321,495400,509805,525291,539849,555422,572095,590083,609640,628708,649926,673032,697661,723705,749434,777050,806453,837601,870529,903038,937795,975049,1015173,1058332,1103697,1151143,1199340,1246814,1292795,1327476,1361091,1395598,1433136,1475402,1522522,1571387,1621747,1673593,1727418,1777561,1827625,1876090,1920025,1960812,2006452,2045410,2079400,2111188,2142640,2171248,2199828,2226491,2248191,2264184,2277585,2284287,2288484,2296818,2313968,,,,,
"NLD",528,"Netherlands",FALSE,974945,994898,1015595,1037361,1060666,1085755,1113405,1142676,1172521,1201513,1228746,1255498,1280228,1302506,1321848,1337859,1352192,1363889,1372466,1377747,1379964,1381779,1381078,1378595,1375784,1373769,1375566,1378769,1383726,1390766,1400019,1413455,1428491,1444479,1460715,1476749,1494459,1513080,1531146,1547077,1560183,1575319,1590384,1602783,1613937,1624634,1631280,1637629,1643164,1646911,1648308,1649743,1649629,1647919,1644876,1640792,1638414,1635253,1631407,1627068,1622316,,,,,
"NCL",540,"New Caledonia",FALSE,15302,16010,16789,17618,18458,19278,19821,20393,20971,21525,22038,22559,22997,23437,23984,24680,25370,26202,27131,28046,28886,29719,30422,31026,31596,32167,32681,33707,34778,35847,36895,37985,39047,40100,41179,42250,43056,43838,44596,45305,45940,46901,47788,48598,49330,49991,50553,51081,51542,51908,52154,52361,52454,52474,52493,52542,52631,52759,52890,52985,53009,,,,,
"NZL",554,"New Zealand",FALSE,290565,298996,307893,316838,325159,332482,336180,339468,342754,346128,349605,353899,357595,361208,365019,368874,371021,373570,376270,378987,381480,384358,387192,389993,392483,394308,393822,392918,392748,394178,397337,403507,410540,418146,425723,432694,437907,442359,446210,449584,452484,454614,456932,459362,461680,463675,464971,465409,465425,465676,466523,467968,470061,472639,475338,477927,481058,484223,487308,490206,492843,,,,,
"NIC",558,"Nicaragua",FALSE,211672,220863,230830,240690,250279,259539,267741,275724,283586,291555,299835,307992,316359,325103,334474,344655,355136,366497,378632,391352,404584,419017,433806,449023,464858,481366,498296,515687,533117,549951,565807,580701,594471,607267,619333,630851,642565,653434,663579,673219,682484,691554,700396,709063,717204,724760,733150,740845,748038,755066,762106,769828,777546,785092,792159,798565,805505,811838,817452,822249,826153,,,,,
"NER",562,"Niger",FALSE,136446,139252,142794,146942,151506,156389,160591,165280,170631,176378,182505,187636,193361,199528,206021,212843,218478,224808,231709,239099,247030,254169,262073,270680,280000,290087,299040,309158,320119,331555,343333,353697,364839,376737,389559,403549,417295,432559,449352,467734,487785,508199,530681,557813,588295,622211,658764,699466,744601,794534,849671,908981,974525,1046597,1125511,1211711,1304107,1405311,1515954,1636870,1768940,,,,,
"NGA",566,"Nigeria",FALSE,3017218,3077348,3144841,3220168,3303762,3395615,3485136,3585464,3692307,3800394,3907122,3992811,4081797,4176920,4282629,4401961,4521433,4656008,4803808,4961872,5128230,5346025,5577697,5821870,6076231,6338943,6588064,6848380,7117787,7392684,7670534,7924655,8186761,8457937,8739316,9031394,9304685,9595417,9905231,10235414,10586556,10937737,11312814,11715382,12168152,12662424,13169184,13724577,14325585,14964610,15636225,16324124,17046173,17806297,18608663,19453581,20313603,21219239,22167103,23149270,24159983,,,,,
"NOR",578,"Norway",FALSE,277999,282325,286943,291735,296471,301081,306125,311096,316234,321883,328203,335798,343775,351960,360022,367671,374965,381962,388305,393512,397332,400443,402340,403269,403751,404180,405406,406587,407940,409855,412640,417311,422941,429427,436583,444293,454907,465858,476962,488037,498932,511777,524991,537071,547213,555067,562437,568077,572489,576562,580737,585274,590319,595445,600038,603725,607817,611388,614439,617102,619386,,,,,
"OMN",512,"Oman",FALSE,49548,51115,52918,54932,57098,59378,61875,64420,67059,69854,72811,75780,79009,82322,85519,88533,90964,93050,95055,97462,100678,104040,108184,113307,122673,132868,146575,160253,173387,185650,197071,209279,221964,235077,248500,262040,275227,286771,296949,306511,316147,331362,345921,358673,369001,377155,388847,400982,413090,424783,435948,446150,455739,464963,474588,485197,497459,511073,525220,538828,551254,,,,,
"PAK",586,"Pakistan",FALSE,3058720,3142319,3246009,3366669,3498567,3638356,3791232,3951352,4116750,4286253,4459156,4640088,4884933,5134505,5384616,5633172,5867860,6103517,6342770,6591444,6854092,7099543,7368085,7658966,7969337,8299335,8652398,9020352,9409219,9829074,10284375,10754237,11261903,11791906,12316538,12817690,13300237,13745753,14165322,14578077,14992668,15365150,15750115,16131582,16490429,16814811,17106701,17370576,17629820,17922315,18272378,18680376,19139156,19647102,20195638,20777272,21387260,22032437,22700208,23370454,24029163,,,,,
"PLW",585,"Palau",FALSE,1255,1267,1279,1291,1300,1309,1308,1310,1319,1337,1370,1433,1496,1552,1595,1628,1656,1672,1678,1688,1705,1783,1852,1904,1936,1957,2014,2063,2104,2133,2157,2198,2250,2301,2353,2404,2439,2480,2524,2567,2602,2632,2652,2670,2687,2724,2752,2789,2826,2850,2861,2868,2859,2844,2826,2808,2801,2793,2788,2783,2776,,,,,
"PAN",591,"Panama",FALSE,134287,139286,144532,150013,155739,161710,167712,173992,180468,187039,193645,200275,206888,213529,220273,227153,234235,241398,248598,255765,262851,269867,276897,283886,290758,297477,304329,310950,317448,324004,330716,337389,344357,351471,358482,365267,372200,378861,385406,392075,398967,406100,413482,420963,428302,435342,442226,448982,455583,462028,468309,474792,481040,487157,493298,499499,505781,512192,518584,524687,530335,,,,,
"PNG",598,"Papua New Guinea",FALSE,171706,176844,181776,186606,191546,196752,201769,207060,212615,218432,224532,231726,239372,247438,255909,264799,273795,283291,293256,303644,314440,325582,337007,348717,360699,372903,384915,397178,409476,421528,433206,443956,454665,465419,476424,487902,500056,512841,526438,541320,557736,575309,594547,615000,635906,656808,677922,699023,720196,741663,763521,785507,807913,830589,853322,876017,898833,921745,944910,968605,993009,,,,,
"PRY",600,"Paraguay",FALSE,257831,265861,273788,281305,288761,296186,304763,312675,320402,328558,337424,347279,357965,368962,379456,389040,398096,406544,414732,423256,432507,442047,452228,463167,474961,487629,500836,514789,529324,544192,559179,572906,587103,601249,614557,626813,638359,648050,656702,665533,675142,683972,693805,703901,712990,720384,726570,731002,734423,738057,742592,747272,752911,759241,765682,771913,778213,784400,790687,797404,804700,,,,,
"PER",604,"Peru",FALSE,1184840,1223409,1263655,1311951,1362797,1416438,1470914,1527461,1585946,1646418,1708789,1767387,1829559,1893770,1957599,2019826,2080999,2139237,2196706,2256988,2321745,2383834,2451403,2521749,2590388,2654678,2710062,2762095,2812438,2863599,2916934,2970811,3025217,3080769,3136930,3192242,3243504,3294791,3345316,3393456,3437897,3478390,3514784,3548333,3581380,3615756,3648810,3683009,3717908,3752641,3786899,3824131,3860517,3896654,3933300,3970519,4009168,4048241,4086526,4122209,4154133,,,,,
"PHL",608,"Philippines",FALSE,3146747,3275933,3399114,3518159,3637326,3759104,3878039,3997573,4118210,4240228,4363816,4502246,4644779,4790471,4937760,5085907,5232802,5379896,5529253,5684283,5846984,6008524,6179369,6357888,6540871,6726612,6911784,7097166,7285192,7478716,7678250,7873311,8073428,8273767,8469068,8659365,8813623,8972930,9151171,9350333,9559698,9753060,9946940,10133597,10308021,10470469,10624796,10765751,10900545,11039571,11189056,11349426,11519527,11697973,11881117,12066819,12258687,12453716,12652287,12854865,13061571,,,,,
"POL",616,"Poland",FALSE,3060596,3133248,3196364,3245102,3272300,3274503,3252682,3208548,3148317,3122022,3098727,3076288,3057125,3044381,3042108,3053441,3078894,3119236,3173230,3237937,3311206,3396341,3487331,3582798,3680797,3778822,3870373,3962254,4049194,4123421,4180473,4219722,4240383,4246094,4242932,4234073,4213959,4185576,4150534,4111040,4068845,4025102,3984117,3941823,3895229,3843797,3796885,3744494,3691811,3646065,3610806,3585356,3570073,3561295,3552523,3539420,3524467,3506160,3483123,3454175,3418538,,,,,
"PRT",620,"Portugal",FALSE,651937,657654,663459,669672,676955,685527,693713,703981,715110,725089,732775,736836,751947,764723,777110,790534,804301,819651,836885,855576,875130,895566,915881,935447,953362,969009,981927,993389,1003552,1012399,1019774,1026471,1030604,1032907,1034769,1037194,1036282,1037220,1039740,1043033,1046422,1048125,1050971,1052223,1052165,1051173,1051130,1050270,1048432,1045249,1040408,1036636,1031363,1024529,1016122,1006115,995624,983837,970794,956579,941231,,,,,
"PRI",630,"Puerto Rico",FALSE,309878,320512,331221,341630,351573,361014,364498,368989,374872,381691,388627,393295,397425,402041,407672,414273,418655,422759,427069,431769,436814,442159,447584,452991,458105,462630,465470,467651,469256,470204,470430,471538,471693,471196,470610,470307,469494,469068,468977,468936,468673,466828,464913,462878,460651,458168,455075,451448,447516,443588,439750,435333,431112,426878,422260,417045,411276,404949,398254,391491,384810,,,,,
"QAT",634,"Qatar",FALSE,6284,6708,7183,7714,8302,8945,10061,11162,12238,13302,14360,15499,16753,18120,19527,20860,22013,23386,24633,25774,26847,27929,28826,29700,30684,31819,33844,36021,38296,40614,43005,46941,50767,54713,59008,63761,73879,83368,91896,99338,105781,116914,127312,136092,142870,147912,154103,159212,163293,166673,169766,176204,182717,188824,194272,199129,203628,208219,212551,216329,219476,,,,,
"KOR",410,"Republic of Korea",FALSE,2821771,2985274,3165854,3355126,3541042,3717159,3880239,4038373,4187611,4323863,4446778,4579515,4693273,4796121,4900767,5012972,5117182,5235888,5358780,5468258,5555339,5646378,5702879,5739258,5779152,5833378,5872552,5935539,6004674,6052334,6065069,6060536,6021773,5962999,5907153,5866943,5834965,5814049,5804468,5801652,5801289,5828506,5855447,5874489,5877162,5859471,5818488,5761551,5691281,5612722,5529104,5445733,5358857,5269751,5179437,5088753,5005260,4923438,4844268,4768669,4696792,,,,,
"MDA",498,"Republic of Moldova",FALSE,328783,341465,351081,357704,362330,365908,367213,368530,369459,369087,367106,364429,360752,357422,355405,354560,350259,346892,345388,345736,347379,350083,353353,357131,361189,365294,369607,373480,377365,381885,387269,392080,397250,401732,403946,402930,397922,390962,382642,373974,365497,355890,345462,334673,324130,314294,305473,297861,291581,286689,283172,281200,280575,280980,281894,282928,284094,285338,286464,287214,287409,,,,,
"REU",638,"R̩union",FALSE,46156,47760,49022,50097,51169,53054,54939,56826,58821,61018,63433,65921,68515,71126,73553,75690,78238,80539,82713,84945,87329,89263,91394,93723,96172,98667,101179,103673,106207,108817,111478,114285,117094,119926,122758,125535,127045,128704,130355,131809,132884,132892,132384,131698,131169,130926,131332,131885,132523,133086,133455,133947,134214,134299,134272,134164,133959,133645,133217,132655,131924,,,,,
"ROU",642,"Romania",FALSE,1448709,1466536,1486247,1501577,1503587,1488905,1467454,1425922,1406719,1400439,1417951,1450421,1507291,1579373,1650044,1709226,1763309,1805679,1840849,1877573,1920378,1953392,1994855,2039626,2078164,2105107,2122590,2125504,2121458,2122044,2132716,2136079,2149999,2168062,2178213,2173297,2137670,2088832,2035709,1989519,1955788,1941515,1939511,1941389,1941768,1937227,1931695,1920552,1906171,1892442,1881551,1872901,1866972,1862017,1855031,1844280,1831011,1814280,1795363,1776504,1758990,,,,,
"RUS",643,"Russian Federation",FALSE,11669019,11926923,12136829,12292033,12388733,12425561,12402752,12343535,12248063,12118690,11961678,11822259,11651417,11462449,11280375,11123657,10987066,10889181,10837092,10836972,11118327,11453805,11852877,12293229,12738195,13164483,13632203,14058328,14458418,14858334,15265557,15624285,15987423,16321751,16575851,16723373,16751415,16707358,16609826,16485392,16344070,16169164,15934067,15669326,15428303,15249444,15147570,15133767,15179881,15236823,15275483,15315632,15337316,15353883,15387673,15447657,15517607,15610605,15707425,15777779,15802777,,,,,
"RWA",646,"Rwanda",FALSE,262069,276103,290407,304763,318874,332643,344656,356732,369070,382014,395846,408044,421105,436006,454001,475725,502800,534345,566180,593710,614741,618378,613044,606594,609373,628215,658440,710728,776198,843392,904522,957482,1000796,1037134,1069046,1098507,1124198,1146424,1167082,1189848,1217044,1245163,1278322,1316333,1358433,1404396,1458165,1515186,1575178,1637760,1702404,1767946,1834966,1902589,1969438,2034462,2097424,2157892,2215096,2268136,2316409,,,,,
"KNA",659,"Saint Kitts and Nevis",FALSE,5586,5833,6072,6263,6382,6434,6632,6823,6988,7116,7204,7177,7127,7064,6993,6917,6890,6830,6749,6669,6607,6681,6764,6842,6907,6941,7041,7126,7204,7293,7394,7584,7811,8042,8243,8393,8421,8395,8335,8281,8245,8214,8203,8207,8209,8200,8187,8167,8140,8107,8076,8047,8013,7975,7932,7885,7840,7789,7733,7672,7602,,,,,
"LCA",662,"Saint Lucia",FALSE,8989,9345,9688,10022,10353,10690,11050,11440,11858,12289,12730,13093,13415,13705,13959,14197,14599,14947,15251,15503,15684,15942,16110,16230,16359,16540,16940,17413,17944,18504,19070,19621,20182,20739,21283,21808,21940,22064,22208,22364,22492,22819,23063,23277,23443,23572,23582,23561,23508,23411,23270,23056,22794,22510,22244,22002,21744,21507,21300,21104,20909,,,,,
"SPM",666,"Saint Pierre and Miquelon",FALSE,593,604,626,651,671,683,687,682,673,667,668,672,687,725,761,797,827,856,883,910,930,951,966,975,989,1002,1011,1029,1045,1060,1066,1073,1075,1074,1074,1074,1075,1075,1078,1082,1086,1087,1092,1092,1098,1096,1096,1097,1089,1088,1086,1089,1089,1090,1089,1088,1085,1081,1076,1069,1061,,,,,
"VCT",670,"Saint Vincent and the Grenadines",FALSE,8241,8417,8607,8814,9033,9264,9465,9683,9907,10129,10336,10569,10781,10981,11178,11368,11392,11394,11386,11381,11395,11562,11723,11881,12036,12182,12295,12402,12506,12601,12693,12826,12952,13076,13189,13291,13390,13477,13556,13628,13689,13667,13637,13598,13556,13513,13513,13502,13488,13479,13476,13477,13482,13491,13486,13459,13429,13376,13308,13229,13147,,,,,
"WSM",882,"Samoa",FALSE,11873,12176,12424,12656,12951,13342,13686,14085,14533,14973,15358,15516,15637,15772,15942,16137,16096,16064,16110,16238,16398,16338,16202,16049,15937,15888,15923,15929,15891,15823,15763,15905,16008,16099,16202,16340,16628,16925,17214,17473,17709,17905,18142,18412,18691,18976,19238,19458,19677,19947,20295,20651,21061,21497,21911,22275,22530,22729,22887,23018,23146,,,,,
"SMR",674,"San Marino",FALSE,1256,1331,1401,1465,1525,1587,1659,1728,1789,1851,1907,1961,2015,2068,2112,2143,2187,2216,2240,2268,2307,2365,2436,2512,2581,2641,2701,2753,2804,2846,2885,2947,2999,3044,3094,3149,3221,3301,3387,3463,3529,3610,3683,3746,3804,3849,3866,3874,3870,3871,3863,3854,3850,3844,3833,3811,3791,3762,3727,3692,3657,,,,,
"STP",678,"Sao Tome and Principe",FALSE,6586,6722,6880,7077,7317,7579,7737,7908,8118,8375,8668,8779,8878,8986,9075,9140,9257,9311,9361,9497,9757,10054,10483,10977,11419,11752,11993,12091,12102,12138,12274,12477,12796,13172,13520,13788,13972,14097,14190,14307,14466,14668,14888,15150,15477,15881,16325,16851,17444,18077,18728,19372,20029,20692,21357,22015,22628,23230,23838,24481,25175,,,,,
"SAU",682,"Saudi Arabia",FALSE,449122,467514,487262,508257,530480,554003,578044,604195,632865,664464,699301,751552,804413,856319,906333,954110,992426,1026860,1067965,1107078,1147859,1195028,1248102,1308677,1378269,1457356,1556325,1646516,1721789,1781014,1829686,1914063,1996381,2077602,2158904,2241408,2342351,2444690,2541841,2630718,2708732,2774899,2822943,2852963,2865396,2861842,2896963,2912865,2914122,2909356,2905884,2927076,2963416,3009993,3059526,3108078,3166335,3223872,3281606,3341798,3405412,,,,,
"SEN",686,"Senegal",FALSE,250451,257811,265594,273599,281716,289936,295335,303466,312471,322422,333459,344154,356081,369302,383984,400230,416233,434162,453659,474215,495584,517045,539229,562246,586409,611872,636098,661958,689100,716862,744864,771437,798404,825847,853942,882754,910311,938611,967770,997878,1028961,1059306,1091046,1124076,1158354,1193958,1229952,1268841,1310862,1356482,1406055,1460142,1517684,1579064,1644609,1714279,1786838,1863716,1943919,2025700,2107922,,,,,
"SRB",688,"Serbia",FALSE,726432,731382,729898,723846,716602,710311,704613,699703,695536,691760,688262,685584,696394,708134,720790,734411,749279,764704,781428,800505,822447,847856,876514,905880,932112,952531,959670,958572,951273,941475,932236,934578,938411,943420,948654,953268,954272,955037,955173,954230,952109,952499,952117,950833,949515,948579,948098,947927,947604,946326,943611,939142,933397,926628,919274,911628,903381,894764,885942,877050,868168,,,,,
"SYC",690,"Seychelles",FALSE,5379,5642,5899,6153,6419,6699,6952,7219,7485,7736,7965,8206,8397,8544,8651,8726,8689,8648,8667,8720,8825,9109,9414,9720,10010,10276,10517,10769,11043,11335,11636,12067,12448,12763,12997,13149,13090,13007,12926,12882,12888,12915,12941,12949,12915,12822,12743,12650,12548,12449,12367,12315,12267,12231,12207,12200,12199,12212,12225,12224,12194,,,,,
"SLE",694,"Sierra Leone",FALSE,123129,124579,126239,128129,130320,132852,134924,137501,140484,143727,147153,150144,153324,156864,161000,165813,175592,186552,198066,209226,219449,226740,232778,238271,244149,251055,257679,265836,275949,288412,303336,320763,341783,365131,389158,412775,433299,452820,472135,492364,514217,535621,558788,583532,608434,633951,659395,685365,712123,739989,768980,797258,826772,857107,887462,917290,945563,973423,1001151,1029191,1057736,,,,,
"SGP",702,"Singapore",FALSE,222150,234355,246506,258445,269930,280740,289860,298818,307351,314979,321507,328028,333149,337337,341531,346271,357869,369898,381454,391729,400426,403536,405855,407633,409621,412428,418783,426442,435225,444942,455669,473609,491675,509150,525638,540894,559398,577787,596133,613817,630017,639816,648038,654907,660692,665558,670598,674699,677555,678749,678018,675518,671210,665577,659253,652659,646911,640975,634862,628524,621915,,,,,
"SVK",703,"Slovakia",FALSE,372456,379314,383276,384982,385536,385562,384511,383124,381248,378678,375428,382144,388406,394855,402560,412223,424654,438718,454250,470891,488318,505900,524632,543857,562495,579820,595564,610164,623712,636406,648296,659465,669024,677206,684395,690751,694866,698310,700905,702352,702550,702084,700681,697918,694058,689413,684811,679369,673494,667641,662016,656839,652045,647411,642524,637149,631838,626179,620183,613938,607451,,,,,
"SVN",705,"Slovenia",FALSE,182811,183746,183735,183180,182718,182702,184323,186279,188185,189742,190891,192347,193878,195464,197074,198635,200038,201242,202213,203038,203788,203410,207157,210987,214727,218273,221987,225432,228598,231482,234088,236505,238713,240640,242144,243136,243736,243755,243330,242722,242083,241567,240806,239808,238395,236554,234299,231715,229043,226605,224581,223139,222153,221494,220940,220323,219829,219331,218774,218092,217216,,,,,
"SLB",90,"Solomon Islands",FALSE,11819,12107,12410,12737,13101,13531,14100,14757,15424,16054,16630,17199,17740,18303,18965,19780,20729,21814,22999,24217,25419,26524,27639,28741,29806,30823,31734,32598,33434,34287,35183,36095,37012,37933,38877,39878,40931,41975,42979,43945,44920,45967,47151,48459,49867,51354,52836,54379,55996,57691,59459,61185,62952,64758,66570,68370,70029,71672,73308,74934,76547,,,,,
"SOM",706,"Somalia",FALSE,253481,255648,257095,260665,269820,286155,312771,347691,385684,420901,450287,469093,479972,489671,499106,510906,523765,539185,555354,569924,581699,586349,589307,592380,597723,606607,619053,636242,656875,679733,704125,726927,752437,780415,810421,842350,878493,916972,957330,1000619,1047281,1093302,1143332,1196019,1249326,1302373,1354507,1407251,1461413,1518596,1579741,1641948,1709070,1780281,1854288,1930447,2007924,2087965,2171082,2258249,2349983,,,,,
"ZAF",710,"South Africa",FALSE,2652017,2745176,2838454,2931641,3025642,3120990,3211603,3304700,3399883,3496515,3594573,3728252,3865482,4006701,4153154,4305639,4456078,4613707,4779884,4956356,5144774,5353361,5571576,5795546,6020123,6240881,6453387,6662537,6868008,7069440,7266219,7442481,7617924,7790658,7957714,8117353,8257596,8392090,8524938,8662481,8808802,8957082,9113247,9274608,9437871,9600284,9760555,9918685,10068332,10208578,10339469,10463828,10576406,10679504,10776588,10868715,10950022,11026243,11093228,11144161,11174621,,,,,
"SSD",728,"South Sudan",FALSE,215079,218897,224290,230899,239096,247626,255508,263937,273048,283083,294130,305163,317340,329972,342168,353353,361763,369000,374620,378232,379809,375130,368842,363074,360255,361800,370215,384609,403162,423864,445442,466248,488336,512050,537787,565774,596348,629183,663586,699512,736250,771427,807316,843746,880433,917305,953066,988873,1025269,1063110,1102952,1143182,1185754,1230472,1276954,1325032,1373693,1424375,1477214,1532463,1590284,,,,,
"ESP",724,"Spain",FALSE,3161028,3224092,3290964,3361918,3436244,3512886,3586766,3665344,3745479,3822406,3893023,3949494,3999552,4045525,4091036,4138467,4193692,4247154,4300612,4355698,4412081,4463965,4516955,4566152,4603832,4625722,4638786,4637637,4627382,4615787,4607780,4634404,4657945,4677025,4690769,4698341,4711731,4720651,4719534,4702763,4668817,4606756,4539934,4470572,4406345,4352632,4320856,4296588,4279399,4267739,4259228,4257740,4261709,4265855,4262685,4247742,4233007,4206845,4170986,4129551,4084903,,,,,
