"Country letter code","In union","ISO code","Country","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030"
"",TRUE,44,"Bahamas",2301.075,2311.7165,2340.8579,2392.8022,2465.0879,2546.7348,2644.7325,2743.1072,2832.1283,2913.24,2990.3988,3072.5147,3116.1132,3166.8888,3227.7628,3307.0994,3368.4659,3440.0893,3512.094,3570.1164,3576.5288,3528.9446,3529.5115,3559.1827,3640.8261,3738.4387,3912.6784,4034.3272,4179.144,4338.2302,4570.8589,4888.4103,5201.5397,5537.7994,5844.227,6167.1871,6481.7599,6812.4131,7141.3619,7419.2267,7618.6027,7788.0027,7926.9058,8041.3461,8110.6095,8193.0947,8462.4383,8730.2154,8943.7639,9174.0585,9305.9637,9239.3842,9200.831,9188.8819,9153.4529,9171.9578,9328.2166,9411.0042,9453.8512,9614.5434,9723.7622
"",TRUE,48,"Bahrain",2654.85,2783.57,2880.7409,2982.8942,3087.6217,3211.0694,3345.2042,3487.6255,3648.8678,3830.5931,4011.7851,4190.8202,4318.1982,4420.5955,4530.4593,4656.7523,4777.5372,4883.8411,4960.9577,5018.6084,5066.5451,5132.5238,5299.1683,5505.3389,5761.7717,6088.2497,6462.7886,6901.0919,7413.1612,8026.2905,8734.1278,9548.413,10300.9587,11104.2108,12234.4415,13703.7159,15179.7386,16603.4383,17960.8094,19261.4265,20487.6196,20598.9853,20397.2372,20395.0495,20822.8146,20805.8351,20261.3921,20024.0156,19941.8693,20060.6532,20437.9994,21020.891,21992.8478,22632.921,23279.152,23891.8572,24409.7675,24784.8914,25126.7863,25525.1333,25960.0967
"",TRUE,50,"Bangladesh",910710.5592,927090.4752,933619.1544,951795.1896,969656.472,990857.1254,1007932.3232,1022493.6589,1040834.3256,1058943.0102,1077985.4134,1100721.5914,1129435.0814,1163608.5417,1200096.9901,1236437.9996,1272972.9956,1307966.6862,1343482.7002,1381629.672,1423831.786,1471301.3198,1519066.1632,1559969.4913,1588298.9462,1622450.8061,1674343.1711,1740551.0516,1825091.9898,1937740.6069,2062091.7881,2171931.2604,2289529.0747,2397823.8042,2493845.9045,2578644.3973,2654946.1027,2721905.4847,2786565.1804,2840678.2004,2899563.6786,2963254.7314,3049021.2658,3166607.5782,3309742.0227,3471053.6367,3648405.7366,3830869.0764,4015240.8543,4178391.3274,4326052.4697,4460725.8213,4574621.9364,4675836.6989,4787591.3421,4909880.0117,5037052.1697,5167334.8973,5303855.2073,5413203.411,5506533.8293
"",TRUE,51,"Armenia",36480.129,41383.0027,48306.3816,56123.979,63217.1029,67951.681,71172.81,71203.8199,69965.2489,68535.9454,66188.56,66417.8471,69150.4,72917.3682,77315.1484,80547.753,80531.4873,76331.3721,67890.1256,57208.5018,49925.384,44570.6457,44216.9469,44947.6873,49639.9152,55436.3028,61555.2683,66320.7679,70363.5935,74292.1205,78229.456,82177.4302,85818.137,89552.6074,94213.7825,98714.0249,102677.4747,105513.1492,106329.996,105126.4175,102160.52,97559.1477,92119.519,86537.2122,81145.0625,76144.2558,72631.02,70266.0291,69275.1051,68480.7387,67867.292,67945.0289,68235.9972,68079.3996,69520.5359,71613.9559,74396.0276,77007.5006,80705.0076,84824.9534,90090.7645
"",TRUE,52,"Barbados",4203.5436,4166.7179,4174.9083,4215.9992,4267.7655,4296.5587,4307.6628,4283.8187,4228.2169,4143.294,4046.5633,3930.2424,3828.11,3753.594,3685.8437,3639.688,3634.7295,3659.334,3727.293,3850.1312,4025.2634,4198.5956,4404.8507,4637.4944,4882.4748,5145.8611,5397.2865,5605.38,5809.3901,6005.9421,6196.4476,6444.4688,6728.5827,6950.3884,7070.272,7209.9749,7308.0882,7374.2767,7380.3973,7439.7312,7419.0353,7350.5031,7243.729,7143.0035,6972.8937,6786.9546,6670.4314,6645.3953,6686.272,6729.8143,6744.5497,6699.6406,6553.1898,6393.1408,6275.3924,6177.9502,6091.0366,6094.4461,6183.5729,6283.4477,6324.0438
"",TRUE,56,"Belgium",288234.3749,286601.3396,284164.4871,281764.0399,278867.3323,276494.1717,276654.9813,277028.6301,277661.815,274678.8484,271044.1151,263385.4422,256198.1723,250471.9626,249627.6974,248274.3188,243475.0405,234629.8114,228443.2637,226393.4863,227523.6765,233650.3394,252524.3732,268203.2513,278676.291,285984.9469,293317.4082,291861.9169,292517.0902,293524.9016,297101.6667,301524.3496,303531.7591,304531.4206,305848.15,307212.9374,306614.1894,306619.9436,305142.2296,303870.7641,302092.3696,299077.716,292818.0834,285802.934,277303.5561,268597.5049,262456.477,257899.0211,253912.9567,248844.9848,242777.9591,235550.8585,229427.8862,225050.3541,223477.6591,223859.6029,226333.6156,228360.7119,229408.8717,229290.3497,228648.4343
"",TRUE,60,"Bermuda",1078.9723,1112.2935,1136.8877,1155.9284,1177.3492,1197.1833,1208.2903,1213.8439,1216.2239,1221.7775,1209.0837,1186.7567,1183.4478,1190.283,1191.5495,1202.0424,1218.5428,1237.8924,1256.9933,1287.2367,1319.3853,1365.4352,1409.4611,1458.9291,1502.6399,1548.041,1571.6409,1600.7508,1628.0251,1633.2781,1664.2344,1725.4862,1787.4199,1852.8395,1928.0031,1974.989,2006.7545,2031.8359,2016.6327,1989.8463,1947.5872,1895.8422,1825.1966,1762.6855,1684.192,1616.388,1590.087,1572.5687,1578.1578,1575.2922,1553.6163,1526.9091,1524.4343,1499.9663,1487.3076,1508.5315,1527.9218,1535.7284,1561.2698,1585.0486,1575.5993
"",TRUE,64,"Bhutan",4687.3364,4858.1713,5039.2053,5230.4384,5430.1708,5635.0027,5848.3339,6068.4645,6294.5445,6526.5741,6760.3034,6996.5826,7239.6612,7488.6892,7738.5671,7985.0454,8234.0734,8485.6512,8744.0284,9017.7042,9318.5777,9614.3516,9781.7868,9003.2555,8885.1159,8855.3686,8798.4236,8757.6272,8724.4801,8868.9674,8977.7578,9274.3816,9580.3546,9902.4762,10217.7983,10515.2721,10781.4227,11012.2985,11250.4151,11510.2964,11794.5652,12112.6931,12487.8773,12908.2888,13362.0532,13806.3597,14157.0083,14379.3422,14600.7746,14835.3263,15148.3419,15643.0415,16346.6718,17260.3517,18372.8168,19566.8013,20676.2876,21622.6222,22391.8945,23016.6169,23610.283
"",TRUE,68,"Bolivia (Plurinational State of)",68166.2464,70193.6256,72556.8704,75178.2976,77749.4592,79900.9792,81747.8592,83257.0959,84447.2606,85468.2131,86553.9112,87744.0924,88964.0729,90252.0544,91744.0447,93595.3378,95742.108,98247.3466,101194.779,104572.6187,108234.3738,112116.029,116023.2948,119494.2591,120482.3828,120727.5656,120965.9864,121113.2557,121627.4028,123330.9437,125791.2348,128394.5211,132352.7536,136704.9224,141738.2466,146834.2049,151942.0724,156998.7394,161904.82,166600.7281,171261.825,175910.1988,180596.145,185494.3675,190753.125,196374.0756,202368.29,208830.4839,215470.6129,222355.1739,229479.737,236398.2972,243343.6116,250677.2866,258361.5927,265903.5273,273466.6118,280856.4583,288140.1955,295496.971,303379.561
"",TRUE,70,"Bosnia and Herzegovina",74007.5168,79986.6256,85281.4032,89827.2592,93723.9408,97278.8656,100447.0656,103076.4672,105257.0064,107249.4976,109264.064,111303.1584,113857.3408,116297.8768,117884.0208,117747.4816,116072.2192,112010.3824,106379.5712,100147.824,94944.6176,91847.5488,92047.8608,87963.1312,89616.3184,92010.2512,98261.6208,104697.768,110064.4944,113967.7168,118738.4128,121996.5488,124184.4464,124863.0544,125217.8928,124004.5744,123893.3808,123768.9592,122195.9588,119800.6093,116941.3419,114080.3098,111198.3022,108290.5296,105017.0103,101552.0884,97590.8401,94862.1647,93044.9518,91458.2547,90638.4273,90492.963,90085.8091,89719.9672,89364.9724,89091.9691,88947.028,88536.6373,88490.776,88750.9204,89166.6212
"",TRUE,72,"Botswana",7639.9193,7723.7823,7716.5454,7696.4129,7707.6654,7851.6432,8088.4937,8456.2994,8939.4953,9465.7336,9945.0796,10376.6045,10756.8811,11046.198,11303.3186,11534.0819,11736.1905,11884.4338,11986.015,12067.8055,12156.4066,12248.6935,12342.7969,12569.9592,12843.8954,13610.6529,14482.3146,15425.403,16455.5958,17556.5433,18325.9715,19101.8871,19858.888,20605.1527,21310.71,21987.1941,22621.5672,23202.251,23738.0647,24315.379,24922.5465,25570.205,26187.4338,26797.6866,27435.9247,28092.7234,28794.8548,29599.7918,30581.6059,31729.0872,33180.9976,34950.8136,36957.3944,39320.3124,41842.1108,44440.2936,47077.3595,49680.1683,52139.3891,54361.7198,56361.8784
"",TRUE,76,"Brazil",1358668.6428,1420411.387,1482468.8346,1544194.0781,1604078.747,1661142.0749,1715161.1131,1766817.3895,1814729.9468,1857533.9128,1896348.9347,1933308.9188,1972077.2889,2012831.0419,2060310.8805,2114692.0358,2172130.401,2230992.5394,2290744.118,2347750.7935,2405744.4469,2467578.7081,2542071.0418,2634012.3578,2749558.7221,2898838.5014,3056289.9051,3210388.4082,3357673.8899,3494984.2423,3612172.4072,3713347.1271,3818538.4738,3929324.958,4043076.6977,4157552.9215,4270770.2563,4383004.3503,4488987.4999,4586726.6634,4669142.4323,4732035.3385,4774141.411,4797074.7816,4803774.6485,4810336.3748,4826836.982,4854298.4208,4895646.5229,4952655.5426,5007299.5337,5066137.6947,5130984.0061,5208467.8557,5301937.2274,5410540.5548,5521519.1005,5629458.7003,5728319.5404,5812342.6425,5876521.495
"",TRUE,84,"Belize",1520.364,1521.9066,1546.6763,1572.9573,1612.7234,1650.756,1700.5978,1742.3185,1769.6091,1768.2797,1758.2448,1745.8646,1729.5741,1715.6891,1723.0547,1741.368,1760.3938,1787.1643,1807.5917,1820.9281,1824.8752,1834.2347,1838.9009,1896.9433,1998.047,2138.136,2305.4598,2499.1087,2691.3186,2872.9,3058.4352,3240.0867,3420.5199,3633.0659,3881.9348,4140.4193,4411.4112,4680.5637,4929.242,5153.1706,5355.5371,5509.2282,5668.4144,5839.6295,6045.3982,6289.734,6566.8788,6859.5282,7130.2601,7355.7553,7538.017,7687.5682,7826.2237,7981.3087,8167.8576,8376.6557,8607.1067,8872.8447,9171.1884,9494.5329,9822.5292
"",TRUE,90,"Solomon Islands",2177.2835,2241.719,2255.2425,2271.948,2293.4265,2326.042,2372.9765,2452.4479,2537.796,2625.8525,2718.2343,2821.3894,2923.3074,3027.204,3133.8959,3242.5877,3347.6132,3453.8233,3571.802,3701.6133,3844.1383,4010.0846,4184.8219,4369.2175,4557.561,4740.8013,4899.082,5061.2252,5211.4969,5348.9979,5464.5017,5567.0548,5671.6168,5840.1123,6065.3451,6314.8718,6617.4238,6952.2149,7272.1326,7589.7775,7956.8212,8337.0217,8736.3963,9165.2643,9614.3887,10118.07,10686.3807,11237.1116,11750.9698,12236.964,12670.6767,13030.2734,13414.2514,13824.8992,14262.7304,14708.4722,15180.5504,15643.3877,16089.7134,16514.8572,16921.8329
"",TRUE,92,"British Virgin Islands",132.8418,131.9049,131.698,127.1322,121.8548,119.4902,114.2402,113.3377,118.9242,120.8943,123.5761,133.4219,133.9254,137.2868,149.2034,161.0812,165.0924,174.7736,185.8414,200.4135,219.1797,242.1196,265.6897,293.4306,312.683,331.9093,351.8162,378.7069,393.6847,417.7498,443.205,474.2387,508.059,548.8492,581.2934,611.6765,642.0972,680.215,712.1277,753.841,783.8077,806.9023,823.1278,838.7476,850.9796,888.3902,917.5649,942.6818,963.7381,988.4179,989.4472,987.066,987.576,1008.5438,1031.7686,1066.4217,1099.8632,1110.8941,1108.6057,1098.5988,1074.4307
"",TRUE,96,"Brunei Darussalam",1556.8215,1589.8575,1610.0677,1640.1395,1693.2329,1772.5867,1882.2522,2020.5134,2169.2322,2311.1483,2422.4951,2497.6084,2529.2048,2543.5674,2566.8964,2613.0567,2697.5013,2800.5662,2900.2044,2978.5104,3026.5851,3090.8384,3215.9084,3408.9541,3701.4417,4058.2869,4431.5611,4816.3691,5202.1724,5586.5438,5991.2775,6395.3547,6783.1009,7148.7912,7492.4503,7819.74,8137.1182,8427.6988,8685.8819,8924.5687,9137.3517,9374.0712,9686.5844,10063.2431,10491.0459,10978.6453,11455.3259,11880.9824,12217.2342,12460.2221,12615.7175,12727.0023,12810.9096,12911.2817,13043.9328,13203.1474,13371.3223,13550.7561,13700.2148,13818.1976,13904.0137
"",TRUE,100,"Bulgaria",266029.2045,275277.0797,280246.7649,283028.4615,282380.6213,278722.3323,275321.6078,272897.8822,271817.8575,272476.1749,273794.5559,273086.4718,269798.3772,263496.3414,254366.3347,244338.7812,235531.8078,229539.6377,226384.7216,226009.5557,228233.0943,233936.9866,242450.1887,250351.1421,258350.5237,264606.7048,264143.6515,257530.021,251601.0437,245636.1557,238418.3403,234701.5476,233868.7343,231037.5404,226673.6787,222536.3383,219084.0643,215612.727,211883.9692,208878.4008,206739.3495,199561.3667,190624.6672,183983.9139,185764.9315,187934.07,190917.7627,194006.6686,194845.2714,192400.2334,193244.6324,193999.6678,196663.0016,200400.355,198348.227,193196.2268,187869.3123,181905.3471,176649.5424,172975.2039,169163.7322
"",TRUE,104,"Myanmar",458276.077,468022.4808,480237.0342,494912.7694,508215.3475,519203.1564,528317.4856,535777.6734,541612.7641,545971.33,549060.8056,550994.8515,551671.917,551543.7845,551993.3318,551942.5535,552077.3954,552278.7961,553334.5419,556652.7298,563336.2452,573043.8893,585216.3045,598755.0473,617262.3525,651143.1824,685966.108,722593.2712,761855.9661,799636.7105,824839.1983,849912.2877,874415.3397,897895.7826,919729.9729,939994.6889,959225.5903,977676.8282,996428.7118,1012260.7626,1032986.5419,1055595.9588,1078513.2363,1100940.1264,1122509.4116,1141926.4052,1159371.9738,1176336.0075,1191901.4034,1207151.4095,1221268.6171,1235543.7201,1250036.679,1265920.1255,1282597.4957,1302162.2696,1321545.3995,1340560.8226,1362486.7257,1387685.6367,1412412.131
"",TRUE,108,"Burundi",46599.3985,47074.5895,47529.8025,45618.336,45904.4495,46559.4425,46881.231,47401.3725,48225.465,49230.7865,49677.1737,52658.7882,53236.5787,54615.9781,55613.1368,56802.5441,57508.7275,58263.0818,59396.3236,60077.7284,60917.1507,61781.8,62534.9375,64022.6387,55922.6351,62062.5863,64492.6773,64950.9521,67061.03,70257.1416,73720.288,73742.2467,74445.8227,74866.3117,75891.2108,77070.2522,77871.9933,78628.5242,79909.0862,82012.2736,85662.2,88626.9407,91679.7889,95748.7211,100351.6907,105966.2071,108673.2336,113763.327,119828.0724,126696.6764,133864.8623,142218.0184,151134.9777,161219.2594,174133.381,188184.7593,201947.5391,218815.7042,234470.0867,249433.1506,262174.5011
"",TRUE,112,"Belarus",242568.06,263965.665,282147.375,295636.38,304546.467,310112.346,312687.483,311765.889,307609.839,299236.407,288858.7846,283219.9215,284446.5535,288846.0352,296066.2067,300684.9072,296406.3898,281894.5878,257428.5863,228335.1194,202841.3751,184900.8816,180021.7575,191059.5646,212412.7872,236549.4997,256347.9793,269342.6063,276705.314,281740.961,288407.0893,298835.791,308275.5453,318485.4566,325247.2802,328211.1162,329967.8601,330672.346,326319.0222,318681.442,306902.9781,292783.8871,278403.6567,266244.4877,257349.4983,256147.7692,256911.1263,259023.9554,259882.1876,260796.4799,260050.9801,258544.0092,258170.5317,260286.7668,264394.494,267955.8307,272672.0261,277009.5476,284443.9214,290594.7831,295784.3782
"",TRUE,116,"Cambodia",102790.7696,102168.548,103038.2024,104449.8844,105771.0342,106968.2571,103775.488,97106.4709,96318.3629,96474.819,99807.5994,99620.8812,102284.0256,104403.1868,106872.4773,108138.7747,109803.4244,111750.6869,113766.8168,115412.8266,118117.5709,121256.4309,124847.5765,131113.0368,138440.7704,146848.5313,156082.6932,166519.2886,178171.0383,199436.8972,211307.0231,224379.5492,238400.7493,252868.5637,266071.1273,277632.6888,287302.2893,295215.8187,301371.0445,307486.3154,313673.5094,319988.7427,326050.6468,331703.5826,337116,340710.5639,345712.5739,349448.8186,353187.9409,350776.8014,339779.6997,320351.4848,297242.725,265635.7833,248603.5643,256288.1526,289555.7067,329345.4191,382184.3551,430665.2338,467061.0867
"",TRUE,120,"Cameroon",94962.1791,96786.9606,98649.5436,100555.4265,102499.7982,104486.7825,106534.2492,108949.7978,111404.2797,114184.0361,116900.9915,120703.0424,124230.8559,125777.3964,128491.9674,131325.2844,134043.4485,136571.9725,139075.4731,141602.3961,144658.216,148142.2243,151671.0092,154956.1235,156979.7914,157233.3419,158890.1896,160793.4067,163350.0104,167625.2813,174085.8472,179752.7671,185998.7295,192969.8103,200400.592,206112.4434,211995.1913,218202.6828,224959.0421,232098.7255,239454.7487,247072.7936,254956.9495,263145.1122,271541.4669,281561.8013,291344.5333,301048.0155,310043.8523,319449.0723,328964.4981,338661.9789,348851.2368,360358.5973,373028.0934,387375.6718,403061.5789,420565.8932,439446.8124,457301.0948,474996.9764
"",TRUE,124,"Canada",530006.6079,542771.298,544660.6896,542085.6724,539275.643,536155.1896,533303.7408,530873.5056,529678.0899,527056.4043,522257.321,517993.0741,515201.2973,513562.4772,516208.2206,522289.2824,530726.3461,545031.5549,566645.0502,591996.2041,616604.2643,642138.2606,677869.5855,717637.7166,751507.5224,783124.2476,810184.8767,824467.3634,833145.324,848688.8999,869398.2183,890250.6394,911577.8651,932652.7764,948129.5301,959117.5252,970173.429,982811.8584,993737.1275,1003029.6415,1004313.0841,989813.549,965954.0201,939850.9122,912274.8812,888857.0885,875879.936,870210.8926,864094.579,858833.4803,855306.2449,852520.3561,853910.1557,860855.545,870953.1624,883475.8494,897647.1992,913087.2027,929717.9582,945843.2445,959296.1649
"",TRUE,132,"Cabo Verde",3745.3951,3807.9742,3858.3252,3910.1148,3964.7816,4016.5712,4081.3082,4147.4838,4205.7471,4248.1858,4276.9578,4240.2968,4220.0236,4166.521,4094.4926,3993.2675,3877.9666,3751.6649,3622.0978,3490.0471,3368.9513,3207.6144,3096.3505,3034.6715,3021.4217,3064.4229,3164.2091,3316.2052,3514.0635,3749.7416,4012.9653,4360.8723,4728.8737,5094.6972,5439.1977,5756.2691,6047.763,6329.2404,6594.2197,6840.9517,7063.7416,7226.01,7343.9333,7416.3808,7449.8419,7438.865,7394.4224,7338.2542,7301.731,7316.7823,7395.073,7535.3144,7749.6966,8057.0358,8438.153,8862.058,9331.2618,9859.1064,10425.7637,11009.7204,11622.0047
"",TRUE,136,"Cayman Islands",197.0788,205.1558,216.4636,228.5791,244.7331,264.9256,284.3104,303.6952,325.5031,341.6571,350.8473,357.5077,365.6479,374.4503,385.4676,401.7704,415.5193,425.22,440.8783,454.0263,476.7779,503.6973,540.6549,581.5282,623.2901,684.8958,757.2343,835.7502,915.2888,999.3603,1058.9051,1085.9897,1120.2582,1156.7107,1195.9757,1248.2062,1318.5262,1391.0723,1465.7719,1548.5132,1607.5337,1630.5862,1639.751,1664.3234,1691.3088,1733.4344,1789.2845,1833.6942,1857.5947,1868.1818,1868.1397,1874.3014,1880.4821,1895.9689,1918.9263,1948.1644,1972.0063,2004.0917,2037.0641,2067.2337,2087.0976
"",TRUE,140,"Central African Republic",31989.594,32621.6254,33174.5596,33664.0668,34122.2336,34561.7454,34988.5361,34334.6622,33644.0434,32900.2411,32122.6486,31276.155,30424.2176,29570.5691,28736.1265,27884.2869,27078.5594,26318.2142,25685.4862,25786.6678,27175.2776,28680.1345,30295.3,31949.7649,33582.208,36011.1477,38385.6943,40971.2828,43663.3294,46457.2796,48444.6502,50241.6834,51508.4833,53163.0961,54506.0226,55844.691,57163.8204,58029.3001,58928.893,59703.6206,60369.4792,60727.7045,60439.7456,59707.5201,58936.8732,57145.9996,56508.1773,55746.9759,54606.6121,53135.0041,51719.3106,50317.9934,48533.7492,48090.3017,48386.6674,49398.2545,51147.1345,53116.8394,55199.2785,57287.1975,59436.1887
