"In union","ISO code","Country","MW_1549_1970","MW_1549_1971","MW_1549_1972","MW_1549_1973","MW_1549_1974","MW_1549_1975","MW_1549_1976","MW_1549_1977","MW_1549_1978","MW_1549_1979","MW_1549_1980","MW_1549_1981","MW_1549_1982","MW_1549_1983","MW_1549_1984","MW_1549_1985","MW_1549_1986","MW_1549_1987","MW_1549_1988","MW_1549_1989","MW_1549_1990","MW_1549_1991","MW_1549_1992","MW_1549_1993","MW_1549_1994","MW_1549_1995","MW_1549_1996","MW_1549_1997","MW_1549_1998","MW_1549_1999","MW_1549_2000","MW_1549_2001","MW_1549_2002","MW_1549_2003","MW_1549_2004","MW_1549_2005","MW_1549_2006","MW_1549_2007","MW_1549_2008","MW_1549_2009","MW_1549_2010","MW_1549_2011","MW_1549_2012","MW_1549_2013","MW_1549_2014","MW_1549_2015","MW_1549_2016","MW_1549_2017","MW_1549_2018","MW_1549_2019","MW_1549_2020","MW_1549_2021","MW_1549_2022","MW_1549_2023","MW_1549_2024","MW_1549_2025","MW_1549_2026","MW_1549_2027","MW_1549_2028","MW_1549_2029","MW_1549_2030"
0,24,"Angola",325148.481600001,338073.059299999,356579.456900001,379678.953199999,404845.387199999,431389.417299999,458922.1347,487414.1621,518055.4831,549764.629000001,582737.2903,617212.8172,652363.003200001,688763.639500001,726262.5098,763750.0534,800948.006600001,837056.267000002,873552.166899999,912185.474699998,952990.036799998,996694.6537,1041837.2319,1090045.6501,1141061.7344,1196122.4183,1254292.7402,1316793.5999,1383820.0791,1455139.7484,1531438.3283,1610964.6735,1677906.5409,1747158.8689,1818364.9387,1892085.1847,1966480.4308,2043034.3402,2120956.8966,2199936.6324,2281161.21359999,2366307.055,2454426.7017,2545558.1244,2638501.622,2734429.9025,2833640.89,2942225.6881,3056306.77079999,3175893.8181,3303473.3495,3431424.5935,3571633.9848,3715109.7378,3867025.9041,4026674.3363,4192909.03220001,4365159.93080001,4544508.66930001,4729406.12839999,4918925.75499999
0,28,"Antigua and Barbuda",8863.54709999999,9079.7881,9236.2467,9369.2238,9512.57880000002,9685.83259999999,9893.16860000002,10123.9884,10362.9306,10590.1578,10805.4677,10997.498,11167.1362,11318.6439,11450.5167,11424.3824,11279.3242,11121.5016,10951.6886,10772.4024,10591.6586,10440.857,10670.7115,11028.0479,11363.1983,11699.2395,12002.4391,12288.317,12621.0999,12932.2133,13221.209,13462.5385,13775.4512,14067.1399,14354.3597,14646.0202,15003.6267,15321.5182,15654.063,15981.5296,16293.373,16600.9385,16862.9216,17064.4215,17176.6889,17226.5591,17292.4612,17284.5153,17243.5733,17171.2544,17071.3293,16928.0357,16798.394,16702.2443,16683.3864,16633.6297,16473.996,16294.4694,16099.0253,15858.9252,15605.5081
0,31,"Azerbaijan",421539.999000001,448798.9449,477635.424,506583.347999999,536334.429600001,566963.2336,598056.389300001,629173.295899999,657061.8077,680285.752,698902.503799999,714162.426900001,727991.032799999,734569.3012,743860.005800001,746836.777799999,750575.2334,748676.4786,750978.8484,748449.948599999,735900.099599999,736246.0878,742571.557999998,750273.9039,758893.4237,777578.3771,796904.975199999,817332.3891,838166.4021,859729.7431,883042.3504,909307.72,936807.471499999,964187.813699999,990454.152500001,1019532.2089,1045913.2859,1067651.6083,1083986.6233,1094998.1426,1096716.2597,1093561.9499,1085675.3848,1073963.6356,1060103.6475,1045411.1979,1030396.4322,1016103.408,1004146.7368,995406.3367,990098.596399999,989150.4043,993877.558800001,1003262.3193,1015843.4136,1030287.3019,1046283.6082,1064638.4422,1084020.6051,1102616.2117,1119159.0553
0,32,"Argentina",2366787.3943,2411486.9884,2456124.1777,2501836.956,2544139.0438,2586566.231,2619007.7351,2649612.9495,2681334.9733,2714881.0299,2750328.925,2787634.77399999,2828734.14139999,2871609.0185,2919011.9585,2971677.1878,3030079.57600001,3095308.0216,3164781.2858,3240702.99229999,3320851.52300001,3400463.5679,3480772.9837,3562812.1406,3644200.5944,3723009.2929,3798554.0727,3868769.20930001,3933933.4809,3994998.56929999,4053035.1855,4108826.9953,4183686.65929999,4257406.8691,4331528.7742,4406812.2958,4487229.54469999,4569356.29549999,4652680.8995,4740519.7802,4830789.27649999,4917966.24709999,5001332.10879999,5080541.89520001,5158643.21829999,5238919.62729999,5317564.77109999,5393829.5119,5469947.83900001,5543573.2943,5616395.6791,5689534.021,5757492.1758,5820480.11849999,5877847.6496,5930837.2738,5980826.55299999,6026604.3437,6068015.42540001,6105349.6337,6136372.61429999
0,36,"Australia",1213968.3706,1257686.5924,1297621.8212,1320612.1409,1346839.176,1373041.5698,1396110.1981,1420231.701,1444331.5695,1466413.3464,1485811.1442,1503432.8594,1522071.9526,1538696.6181,1554239.5848,1573892.5524,1600990.2044,1652703.4174,1703061.1835,1748380.5731,1787896.6607,1818394.0904,1841127.574,1860378.1077,1878986.8636,1900756.8599,1928293.4695,1953199.224,1973508.3201,1998006.22,2028563.8677,2064441.4085,2101893.5644,2140787.142,2180172.5669,2220728.0563,2266381.9351,2299504.8754,2342872.411,2390981.2869,2428944.5763,2450683.7228,2474740.7698,2505636.1794,2534150.8309,2560846.1173,2589634.5275,2622961.5324,2655661.2261,2684355.0541,2701405.7973,2696684.8472,2700021.4086,2714130.98269999,2730379.4534,2748113.6914,2767876.0509,2788873.0826,2810706.3429,2831269.1433,2848781.5003
0,40,"Austria",571117.411600001,575587.336199999,591171.118400001,606000.5165,622271.750199999,635373.230699998,650227.2217,670758.151300001,692409.0644,712536.768499999,732888.750599999,751453.849199999,769314.8288,780972.450800001,794532.8165,807791.831700001,817666.678700001,825413.192499999,828136.5785,830138.771500001,833411.030200001,837458.185499999,843407.013900001,851541.908899998,854078.7495,852436.698899999,858194.374400001,865009.996299999,870215.5801,875439.266599999,883264.251600001,890313.706099999,888531.611499999,888966.1653,892215.109500002,896463.8523,898609.101699999,896578.010300001,895599.4521,894143.4721,889159.220699999,882515.755199998,875746.353000002,870436.904500001,864449.407799999,858904.926999998,857627.695600001,849326.262199998,840347.422400001,829533.297000001,821163.277600001,809089.7257,798046.526,787315.991899999,778682.4801,770589.064799999,764632.921099999,759445.536399999,755343.0826,751931.694000001,749701.491300001
0,44,"Bahamas",17868.9777,18908.4211,19927.2748,20954.9387,22039.705,23190.8564,24428.3945,25765.9577,27173.8903,28583.124,29935.3336,31208.0704,32545.7069,33903.3649999999,35228.686,36310.9558,37462.9968999999,38678.5907,39892.5958999999,41132.6848999999,42436.5278,43480.2675999999,44607.1462999999,45697.5123,46662.1268999999,47698.9844000001,48906.5388999999,50051.9061000001,51302.0634,52601.8612,53859.0883,55086.6116999999,56205.4534,57208.7452,58127.6361,59083.9268,59955.1704,60917.2385,61975.1674000001,62992.7962999999,63807.9985,65088.2880000001,66127.8587999999,66961.5233999999,67701.5436999999,68329.8893999999,68947.9718999999,69536.4145999999,69998.6107999999,70406.0139000001,70624.8720999999,70346.8787999999,70256.7941999999,70360.7999,70428.4342000001,70423.709,69880.7008000001,69155.6984999999,68405.1935000001,67326.4717000001,66471.9374
0,48,"Bahrain",12290.5741,13003.0089,14263.4115,15661.6917,17126.0912,18639.0113,20186.7309,21743.0739,23296.7921,24828.4952,26324.79,27767.3894,29469.4411,31269.3841,33035.9145,34795.4964,36560.3933,38313.5430999999,39983.0855,41538.9990999999,42950.0422000001,44265.9162000001,46831.9411,49729.6643999999,52867.9212000001,56139.4803000001,59529.6656999999,63101.3904,66843.0735000001,70440.9890999999,73747.5149,76643.9705,79474.9131,82222.4888999999,88515.5873000001,98261.3632000002,107654.4158,116540.9966,124990.8908,133161.6423,141119.4874,140754.0939,140571.1808,144216.4091,151791.4536,160523.249,165920.6092,171054.0588,176134.5233,179827.3666,179471.4774,173698.609,174629.8319,178170.9229,181694.9312,185045.1401,188201.4908,190950.1734,193493.5538,195993.9735,198228.0474
0,50,"Bangladesh",2028338.3097,2078891.9083,2118977.2783,2175350.84639999,2235822.4523,2356238.35380001,2478157.0716,2594480.9139,2718085.91509999,2837037.01000001,2953774.88770001,3075966.13129999,3217714.9136,3380726.5917,3565507.9712,3762318.79240001,3971908.91669999,4183102.2488,4405007.03409999,4627297.8111,4853343.15649999,5090279.45279999,5315420.85249999,5564505.34040001,5826945.8687,6108824.962,6399518.27709999,6698048.1672,7010906.7101,7316794.6708,7616047.47640001,7901095.28139999,8027291.07360001,8129416.695,8223161.46149998,8319663.3774,8395902.1756,8431813.51830002,8469836.03999998,8482234.2409,8541169.41030002,8611246.608,8698532.98859998,8818713.00729999,8944088.29289999,9052973.49469998,9164806.11830002,9285664.8008,9376826.60470001,9445696.3127,9512413.30049998,9582371.83779997,9636914.3333,9682280.52130003,9726610.03069997,9767598.50899997,9816952.26459999,9872130.60260002,9944069.53390002,10052315.1942,10194334.4671
0,51,"Armenia",201973.475,214358.6577,229505.3949,245331.6528,261724.6592,278547.3405,294808.2572,308196.760599999,318500.8455,325662.6832,325858.8962,323694.181600001,320297.3834,316043.091,311461.7636,306554.743,301613.6869,297346.4161,294234.9128,290635.139299999,304573.001399999,305747.0789,308800.078600001,294231.0452,288495.2888,284938.4396,287827.8362,290008.647999999,292677.5173,296566.6309,301843.296,308516.7546,314471.6665,321310.3083,327142.182799999,332495.4834,337810.073800001,342280.487900001,344950.43,342608.917399999,336885.799599999,328052.037499999,319200.782,309944.651599999,301141.7801,292371.2182,283126.357999999,274828.0659,267397.1014,262062.1183,258171.8448,256283.693099999,253142.5401,251731.2718,251737.7338,253803.7859,255572.0962,258251.632,262187.3367,265707.2296,269752.8627
0,52,"Barbados",25336.385,26031.1773,26867.1531,27757.2023999999,28647.7771,29564.4276,30412.2745999999,31187.0397999999,31829.5385999999,32310.7437,32601.3607999999,32617.9914,32502.6718,32286.1294,31996.2666000001,31670.1240999999,31379.3821,31176.2146000001,31092.885,31087.2945,31106.7765,31001.1267,30980.0434,30910.2151000001,30815.5867,30672.6184999999,30471.5272,30267.1362,30100.2717,30030.9242,29951.7261,29886.5156,30042.4301,30049.5489,30005.8831,30051.6477,30151.0566,30216.1482,30172.1934,30059.1299,29829.9291000001,29586.0898999999,29371.843,29249.9331,29146.3557,29040.2765,28955.1484,28883.3182,28806.5887,28760.6803,28707.5242,28588.5242,28384.1778,28230.5438000001,28212.2307,28049.907,27783.2394999999,27531.3386,27265.6066,26976.0335,26706.3526
0,56,"Belgium",615669.3775,628866.1894,640590.920999999,652851.589799999,665377.205699999,678968.6448,690895.224799999,703782.514699999,714473.6628,725437.630099998,735692.302699998,742981.6331,747366.955900001,749749.1019,749950.220299999,749467.978400001,750801.4943,752312.900500001,752978.320700001,750721.0082,745807.758000001,741056.234499998,738968.498400001,739052.395200001,740213.079000001,742251.041199999,746131.928599999,748867.633,751975.8875,755525.528800001,760199.511199998,765387.227800001,794467.330000001,824396.768299998,856240.518000001,888860.824299999,922643.105300001,956724.107799999,990251.839300001,1021634.8595,1050374.933,1078861.5803,1114424.2954,1149584.616,1182604.3476,1214349.3409,1245662.2137,1275064.9697,1302549.7159,1329740.6668,1356961.9428,1383039.1355,1408371.9454,1427167.1873,1445924.4623,1462769.6328,1478107.1084,1489225.4359,1497198.4397,1500843.9989,1501140.2362
0,60,"Bermuda",4928.14309999999,5034.76279999999,5192.3941,5353.6341,5499.98509999999,5616.4248,5688.25169999999,5723.2171,5727.93220000001,5715.9176,5679.20689999999,5777.9334,5913.63290000001,6032.73730000001,6130.59979999999,6225.66689999999,6316.0921,6398.9155,6459.79549999999,6493.05310000001,6507.816,6512.57199999999,6556.84229999999,6620.0071,6671.57299999999,6716.67609999999,6761.34979999999,6813.50679999999,6867.14819999999,6922.2656,6980.0442,7065.51819999999,7169.75680000001,7273.3445,7358.56560000001,7413.9158,7455.62349999999,7493.12659999999,7511.54749999999,7507.89259999999,7470.43930000001,7425.15220000001,7364.23259999999,7293.00499999999,7213.38010000001,7149.5778,7086.36340000001,7044.29669999999,7006.71549999999,6980.26880000001,6949.84929999999,6909.5125,6891.09679999999,6864.89059999999,6849.161,6835.59419999999,6793.6346,6734.62910000001,6689.21299999999,6645.98819999999,6578.717
0,64,"Bhutan",22676.336,23257.3069,23865.2757999999,24499.8122,25208.3980999999,25939.3808,26759.883,27621.2734,28530.2713000001,29505.5878999999,30512.5033,31571.0624,32665.7082,33797.3743,34979.8632000001,36207.3895999999,37476.2616,38787.4948,40139.4107999999,41519.6258999999,42939.6956999999,44226.8559999999,44950.7502,41454.1265999999,41698.3465,42262.0042,43505.6656,44728.8726,45961.7733,47432.0431,48912.1125999999,50536.1927000001,52310.363,54263.9404000001,56447.8437999999,58861.7108,61676.8033,63886.0117000001,65884.5137,67606.0988000002,69075.9208000001,70382.4274,71512.4931999999,72424.6856,73230.1258999999,74112.2598000001,75178.2534000001,76446.3716999999,77948.4730999999,79414.3541999999,80755.0140999999,81905.2541000002,82828.7478999999,83506.2046999999,84009.2040999998,84444.093,84877.1830999998,85350.2385,85829.7461999999,86154.1962,86184.4091000001
0,68,"Bolivia (Plurinational State of)",409809.7765,418943.5921,428492.1084,438528.2672,449662.716,461015.1512,472422.6343,484902.8965,497534.026400001,510136.5913,522936.963500001,535835.7227,548825.0844,562135.729500001,575750.9296,589748.0395,604108.767499998,618953.633399999,634126.400299999,649698.806099999,665635.444599999,681805.8027,698462.7287,715462.7582,728334.3328,741332.099700001,754841.449500001,768860.564099999,783567.4468,799300.864000001,816440.103700002,834754.174899999,857303.9568,881073.251699999,905697.554499999,930673.252899999,955850.2825,980729.564800001,1004821.831,1033777.0881,1061804.3023,1089155.0328,1116412.145,1142921.918,1169758.0133,1197295.1278,1224173.682,1250384.4825,1276512.905,1302469.0608,1327956.351,1354213.6827,1381712.1949,1409484.0063,1436943.0776,1463882.3648,1490529.2066,1516103.4452,1541277.3519,1565820.3009,1589575.762
0,70,"Bosnia and Herzegovina",410982.963100001,422107.7495,431923.0175,439860.1614,447049.1661,453664.7599,459760.522900001,465374.6824,469905.4348,473185.5189,475231.5794,476258.939599999,476015.500800001,474794.9061,472627.140099999,469632.1039,466517.437499999,463315.1841,460034.276,456185.938600001,452335.3702,448437.245299999,444442.9096,369667.5126,343230.0018,323178.6925,353671.218,391436.269899999,411586.097099999,420559.206899999,428148.8351,430939.649799999,432066.452099999,428070.3808,420877.575800001,405884.6041,395782.5981,386737.827799999,374007.7593,359313.7016,346014.6146,335650.657500001,328349.4322,323312.9038,317266.5611,309486.8466,300716.1778,291849.048000001,283857.037,277097.868299999,270649.331,264284.0348,257979.7541,256381.0194,255729.9679,255379.4447,254828.0474,254090.668399999,253582.178,252797.6115,251637.8662
0,72,"Botswana",74135.6445000001,75712.4006999999,78657.609,82965.4248999999,87953.3145,93103.1711,98489.0068999999,104130.6202,110020.2065,116230.2625,122628.0169,129142.7131,135345.6566,141065.1948,146897.2937,152903.2368,159163.3411,165659.8194,172530.3149,179869.9686,187799.12,196285.9284,205358.4934,214626.0947,224200.8721,234025.6058,244045.8441,254162.139199999,264137.7144,273772.9602,282848.796899999,291630.7952,298601.5929,304996.419500001,310866.0548,316220.4738,321226.7622,325862.654900001,330675.285300001,335642.6228,340566.4242,345000.002,348632.1677,351750.692,355182.3804,358938.1207,363306.0393,368338.452499999,373555.7484,378426.8897,383396.7317,388788.138400001,394098.207899999,400281.860599999,406323.506,412047.658399999,417314.149100001,422060.236099999,426502.3936,430524.374699999,434078.2245
0,76,"Brazil",9721794.96839998,10035222.8851,10353624.1042,10680471.934,11011755.1938,11341040.5857,11676963.2582,12015968.1688,12357834.7275,12694588.5813,13016017.466,13319124.3655,13597249.605,13852097.0316,14088547.1117,14319399.9303,14555294.5195,14791162.6795,15034387.8089,15288370.5999,15541103.839,15807953.926,16083181.0912,16376761.559,16686280.8918,17013361.6575,17344920.8701,17675188.5348,17996065.1996,18297215.7607,18568895.3639,19035683.3282,19475750.9016,19896010.772,20282592.7222,20651503.2896,20988558.7701,21309159.9551,21604423.1454,21901966.588,22197776.0935,22511491.9283,22821529.5024,23135536.7374,23441171.9535,23726684.2429,23989614.8503,24254354.3763,24488822.0753999,24693405.6507,24917161.7745,25116354.192,25271309.1355,25395827.4869,25499296.8817,25582866.8937,25641507.1751,25681950.5947,25688833.644,25670910.7981,25645133.2515
0,84,"Belize",7802.15079999998,8170.11150000002,8499.01090000001,8822.16389999999,9137.01480000001,9438.00440000001,9895.6537,10371.7602,10852.2064,11310.7439,11753.8444,12243.6985,12680.0014,13032.2871,13332.9396,13559.6109,13828.7924,14191.8242,14627.9075,15117.5624,15662.3439,16243.7953,16695.2688,17389.5735,18116.0987,18874.1731,19685.7674,20607.8149,21633.3299,22718.8322,23802.6593,24589.0689,25363.3218,26127.7933,26914.1267,27725.7766999999,28558.5862,29430.7577,30302.6353,31183.4214999999,32100.2083999999,32922.5800999999,33692.5526,34444.4557,35203.8152,35961.0026,36707.2413,37431.0586,38106.1801999999,38730.7451,39316.9393999999,39746.7104,40207.0448000001,40660.4692000001,41126.5009,41586.6927000001,41937.7015,42395.17,42946.6778000001,43585.1788,44285.0312
0,90,"Solomon Islands",11885.3961,12049.3385,12247.6029,12508.3579,12836.5553,13196.8525,13639.8055,14226.3747,14855.202,15529.2768,16267.1159,17050.9023,17876.5282,18741.4219,19642.9542,20615.4052,21674.9767,22706.575,23707.1979,24686.4151,25643.951,26553.3415,27482.9307,28442.1258999999,29420.7926,30405.9183,31402.5711999999,32419.4611999999,33455.1771999999,34505.0034,35547.753,36574.3831,37580.5824,38563.9285,39541.5382,40509.2273,41465.0107,42413.0294999999,43358.9302999999,44338.6345,45402.9746999999,46555.8693,47746.2213000001,48961.0576999999,50212.4240000001,51526.1230000001,52832.8696000001,54208.8441999999,55644.0368999999,57123.2032999998,58616.2832999999,60213.8857,61973.9668999999,63748.7706,65637.2280000001,67644.1751999999,69827.8973999999,72145.3843,74626.4941000001,77267.7440999999,80054.3672
0,92,"British Virgin Islands",854.750099999999,881.3942,938.997700000002,1002.7484,1054.6527,1107.5606,1159.9199,1216.734,1270.3199,1336.0067,1399.5503,1489.7338,1592.5383,1702.7575,1814.6423,1930.065,2041.4662,2156.211,2253.3014,2340.0039,2407.8049,2475.9623,2539.3275,2599.2883,2660.4426,2721.4167,2784.3593,2841.80149999999,2903.80479999999,2959.4757,3010.4039,3070.64359999999,3219.56279999999,3419.2514,3606.2776,3780.8673,3933.30190000001,4074.5886,4195.3585,4306.26279999999,4412.4934,4388.2566,4510.03110000001,4515.82089999999,4531.61839999999,4581.38619999999,4643.4667,4680.62390000001,4715.72430000001,4726.9267,4740.03649999999,4756.9124,4734.46269999999,4729.4796,4736.71360000001,4708.44889999999,4636.0169,4562.59679999999,4469.45650000001,4366.00149999999,4279.8074
0,96,"Brunei Darussalam",10276.9816,10870.4025,11572.9798,12355.8733,13199.8144,14103.4025,15038.0214,15952.846,16806.0872,17563.6426,18217.6244,18787.5844,19409.3125,20307.0666,21276.3996,22284.0055,23317.3793,24314.7859,25228.5389,26069.2383,26857.9151,27573.0215,28242.3506,29049.8439,30010.1462999999,31107.627,32362.8353,33835.0852,35494.9318,37269.3436999999,39074.1799,40873.5410999999,42606.1625000001,44250.1539,45772.4631999999,47160.1064,48394.4475,49474.8506,50428.745,51291.3335,52067.5314999999,52803.6529,53154.2089,53377.3096,53538.7369,53784.483,54019.2573,54176.0128,54329.4963000001,54390.6462,54332.8665,54242.5155999999,54175.7358999999,54146.7103999999,54109.6144999999,54068.4628,54076.2846000001,54148.2003,54245.3620999999,54339.3575,54394.2867999999
0,100,"Bulgaria",590361.438499999,590296.6341,589467.1319,586611.814100001,582252.718999999,577521.371800001,574120.670199999,570487.513700001,566242.4202,562602.7317,559955.805300001,554767.122299999,548928.9804,543922.542700001,544474.9071,544968.292399999,557204.4957,568772.6878,579057.544599999,589469.862699999,603396.076300001,617306.099699999,632532.1176,647895.183599999,658709.101299998,667290.4894,674202.0361,679323.817799999,684933.747099999,688652.307899999,690778.123900001,694025.532500001,699414.206900001,703771.985899999,707621.470199999,709698.625700001,710569.528100001,707519.782,702968.576800001,696697.6986,688789.2227,678644.1202,669249.5608,657397.0552,646242.953599999,639292.6704,634230.856400001,628004.645000001,622876.2097,615064.8819,607449.0285,601651.5202,597155.163,596612.6596,594759.840399999,591975.5986,588251.746,583478.281399999,578833.013199999,573159.048700001,566539.3031
0,104,"Myanmar",2179366.6055,2247829.3531,2316290.9432,2386333.2576,2462758.8435,2535870.5387,2609453.6414,2683145.0917,2762076.4739,2842870.911,2924604.9664,3011314.2248,3097284.70759999,3181810.38360001,3282073.5632,3381958.4897,3481808.73700001,3581579.0608,3680949.39489999,3781124.2486,3879964.20309999,3977212.64949999,4071070.79149999,4166274.76699999,4263560.33120001,4366840.1786,4469383.0351,4574352.86899999,4684625.4323,4798052.87499999,4903145.242,4996084.5064,5075683.97730001,5140701.017,5192998.9539,5244627.0047,5295846.4051,5347790.62189999,5400072.79279999,5441277.69630001,5491864.1965,5546342.05900001,5606619.31969999,5666971.21309999,5724492.66149999,5775666.66139999,5823444.30029999,5878938.41159999,5936293.43550001,5986726.46659999,6032076.49010001,6077579.39689999,6119881.33749999,6159233.28479999,6195190.1651,6232302.0195,6265055.7848,6292842.00219999,6313805.2357,6335091.1617,6355873.27600001
0,108,"Burundi",295420.4377,301794.5283,308133.8369,295862.052799999,303562.0187,313672.1195,319017.6949,325699.6569,335189.7066,345540.215699999,351119.0062,382311.797599999,385978.6769,397449.9443,404543.848200001,414255.6025,419051.491199999,426279.982,438399.2383,444476.559,452361.831700001,462502.725799999,473193.002100001,494809.808700001,419314.729299999,515579.086300001,526794.867300001,524006.193,541579.372600001,574135.934399999,598836.195,621144.602499999,647240.410500001,669604.129199999,699255.148499999,729789.565500001,755556.4243,780010.9592,805323.6666,840589.2624,871414.108,901892.459600001,927511.101400001,955499.084,978775.007899999,1014870.3485,1010702.1819,1032484.185,1069733.4319,1134219.1325,1201072.8674,1264313.1301,1331940.7807,1407939.7093,1488424.7919,1575259.5422,1664315.745,1752016.6189,1837141.8429,1920003.6555,1997762.7778
0,112,"Belarus",743832.3753,764115.030000001,783143.561199998,799818.203200002,812324.355399998,821925.613799999,830065.525500002,837175.672499998,840955.8304,839984.047900001,836647.739700001,829625.349800001,820811.3747,811792.7907,804986.067500001,802427.570600001,801021.240999999,800131.735600001,799155.118700001,798558.664099999,800433.585899999,803586.086399999,809983.435399998,821081.072099999,836672.540599999,852034.680200001,867518.109299999,880553.482800002,893551.524699999,906002.215699998,916326.482500001,925320.850099999,935723.194999998,939301.041500001,938553.378299999,932452.6555,920943.425499998,903811.4989,883857.923499998,860318.280800001,836780.656600001,812834.754599999,789744.632299999,768323.151400002,752707.583500001,742329.2965,737301.401700001,733871.402599999,731516.754499999,728952.341400001,727518.746999999,726006.0282,727409.213699999,734539.8769,741540.419999999,750536.889899999,757888.7896,765185.712199998,773519.872700001,781036.952300001,787029.3454
0,116,"Cambodia",535628.084400001,531890.504400001,544174.188499999,562526.323299999,578870.1455,592577.452800001,594605.520900001,570066.394800001,569691.450999999,572593.0855,602114.803299999,600046.1011,622881.8928,639234.843500001,658425.921699999,666765.304999999,682229.9465,700093.2487,718503.5445,725106.412000001,728189.284000001,723052.257499999,714130.917799999,713969.098399999,719728.754500001,734591.307,775245.387199999,824368.2212,885484.250900001,974708.725499999,1032283.769,1080357.7571,1129365.6063,1178724.3259,1223715.3867,1260439.8761,1291629.8393,1322381.5336,1350366.7917,1371072.6372,1384366.1089,1389627.0121,1385548.7801,1371242.1934,1367001.838,1363726.4631,1361937.6612,1367854.1013,1379457.5431,1385215.8605,1393371.3059,1411791.1586,1434686.4724,1462860.4589,1491749.0195,1524972.5306,1561524.3215,1600548.0466,1644127.5792,1685418.2183,1723175.6241
0,120,"Cameroon",394253.2499,403109.7378,412653.8418,423005.865800001,434192.8203,446210.723299999,458709.158700001,471919.0247,485950.802899999,502810.290799999,519311.010599999,544754.6162,566440.212999999,571972.382199999,589142.6002,610692.656099999,633340.7532,656869.271499999,681122.003100001,704894.076700001,729981.0778,756479.761999999,783668.284,812654.994299999,843400.582300001,875770.868999998,910034.126100001,946870.360899999,986024.755500001,1025202.9225,1065081.1601,1105726.4502,1148037.5507,1192084.2113,1236796.775,1308576.9458,1381366.4738,1455589.5708,1533545.0109,1614080.8049,1696905.336,1781111.6206,1865892.6467,1953772.8252,2046743.0343,2161487.3283,2272421.5804,2383398.7153,2493449.5416,2617523.6661,2745859.3007,2879299.53119999,3016919.9325,3159320.9483,3304444.9315,3452022.5854,3601859.2715,3752083.47329999,3901032.7707,4048744.13150001,4195613.62570001
0,124,"Canada",1557457.8015,1621753.4977,1707188.2714,1779705.1176,1855830.6418,1934340.5108,2014141.3186,2089159.9294,2158493.0334,2225374.5829,2289775.5098,2345261.69539999,2384467.695,2409934.6015,2429649.3145,2452903.7165,2486762.5476,2526919.8125,2568716.9315,2622294.9876,2681902.5465,2731126.79359999,2779743.3919,2832590.4629,2887226.5472,2947749.505,3012314.5604,3074158.5657,3132082.351,3193397.3846,3258960.489,3329374.5022,3402377.0688,3470420.7503,3536524.7122,3608339.0935,3684011.93629999,3727842.3639,3769482.713,3810268.674,3848308.7886,3877290.1829,3891685.6245,3894739.70859999,3893663.66360001,3887409.0476,3893135.21400001,3927204.18799999,3980315.4854,4042022.48920001,4090529.6934,4093130.01700001,4102742.177,4132119.10349999,4161552.5042,4185910.0257,4205555.50449999,4225095.36010001,4242891.8699,4255860.1044,4262730.14639999
0,132,"Cabo Verde",32660.9367,34165.6928,35140.1493,35875.8851,36707.0780999999,37587.0080000001,37946.3704,38419.4187,39073.3705999999,39919.1734,40973.8321000001,41957.0391000001,42549.3903,43075.6141,43477.3064000001,43762.7201,43981.7355000001,44158.4624,44301.6608,44445.5142,44778.3298,45635.4113,46912.5800999999,48560.7184,50479.946,52610.3884999999,54904.4190999999,57296.2495999999,59706.9731000001,62117.3705,64497.2634,66092.8655000001,67648.1196,69142.2455999998,70566.253,71932.1843999999,73253.3594,74553.9792,75859.7149,77130.8167,78331.8179999999,79915.0649,81184.563,82198.5604000001,83078.2663999999,83865.9770000001,84501.3016,84957.0599999999,85309.0478000001,85633.6384999998,85965.0377,86427.2905999999,87028.1862,87644.1683999999,88180.4904000001,88604.5859999998,89100.3994999998,89704.2148000001,89991.4598999998,90133.4998,90222.8871999999
0,136,"Cayman Islands",1068.2452,1152.1188,1262.0198,1363.9384,1471.7817,1578.6028,1683.803,1784.7788,1876.5027,1956.2311,2058.04,2204.2589,2353.2484,2505.4002,2650.4658,2793.39499999999,2936.2946,3083.5494,3228.01089999999,3354.5133,3499.474,3763.87099999999,4011.72519999999,4231.7092,4433.74709999999,4627.48949999999,4803.32369999999,4967.78700000001,5116.7655,5257.149,5411.9347,5677.47360000001,5953.80590000001,6218.4681,6468.7385,6715.99829999999,6952.0684,7180.59499999998,7397.2522,7609.422,7782.7213,7941.34779999998,8154.78170000001,8370.8221,8570.7105,8746.76239999999,8912.03370000001,9036.71570000002,9104.9729,9144.61750000001,9140.27140000001,9104.19390000001,8942.63149999999,8807.93799999999,8679.46029999999,8591.043,8541.7361,8552.72389999999,8617.96129999998,8717.4428,8828.0078
