"In union","ISO code","Country","MW_1549_1970","MW_1549_1971","MW_1549_1972","MW_1549_1973","MW_1549_1974","MW_1549_1975","MW_1549_1976","MW_1549_1977","MW_1549_1978","MW_1549_1979","MW_1549_1980","MW_1549_1981","MW_1549_1982","MW_1549_1983","MW_1549_1984","MW_1549_1985","MW_1549_1986","MW_1549_1987","MW_1549_1988","MW_1549_1989","MW_1549_1990","MW_1549_1991","MW_1549_1992","MW_1549_1993","MW_1549_1994","MW_1549_1995","MW_1549_1996","MW_1549_1997","MW_1549_1998","MW_1549_1999","MW_1549_2000","MW_1549_2001","MW_1549_2002","MW_1549_2003","MW_1549_2004","MW_1549_2005","MW_1549_2006","MW_1549_2007","MW_1549_2008","MW_1549_2009","MW_1549_2010","MW_1549_2011","MW_1549_2012","MW_1549_2013","MW_1549_2014","MW_1549_2015","MW_1549_2016","MW_1549_2017","MW_1549_2018","MW_1549_2019","MW_1549_2020","MW_1549_2021","MW_1549_2022","MW_1549_2023","MW_1549_2024","MW_1549_2025","MW_1549_2026","MW_1549_2027","MW_1549_2028","MW_1549_2029","MW_1549_2030"
1,276,"Germany",11014806.5939,10927168.3198,10855510.3428,10814318.8114,10810742.641,10822493.2801,10808603.0025,10814315.9324,10842120.6729,10862929.8412,10904729.4436,10940879.0009,11017719.186,11118580.3521,11238919.5207,11301814.9828,11352631.8906,11419060.4663,11494839.0917,11553100.0208,11586579.1561,11557732.0305,11564026.8358,11643920.246,11698815.7737,11745999.3152,11872094.6732,11948677.7001,11957361.5043,11925214.6958,11851352.1443,11756559.5446,11660775.4987,11553999.2726,11438545.5102,11316096.679,11195165.3874,11073379.3937,10942956.2065,10802761.2774,10643441.1366,10478464.2553,10300088.2321,10123539.2611,9946105.2933,9775223.4859,9626403.5806,9488353.2109,9366682.3151,9255961.1585,9160257.1019,9087339.28,9029811.6356,8988029.1934,8970151.8828,8953529.1732,8938071.9636,8910391.9862,8875123.1557,8833829.9118,8782908.8207
1,288,"Ghana",1333470.746,1369661.065,1407270.678,1447113.431,1489888.622,1534210.632,1579700.038,1625306.771,1677128.356,1733263.23,1793637.402,1856421.211,1920602.318,1988935.83,2062583.179,2101443.499,2139756.543,2179656.777,2224512.715,2260641.093,2302648.7366,2347670.3793,2388953.3334,2438613.6254,2491860.2948,2553385.4488,2617492.0234,2683455.0864,2760453.6409,2838188.2805,2915213.2379,2994096.4347,3081851.5739,3174877.1664,3266846.7943,3355716.9032,3440281.7198,3524470.237,3610138.7785,3694141.657,3772786.8846,3844086.733,3913669.7395,3983903.3107,4052902.1357,4120050.8949,4186284.5399,4259149.5785,4329334.3653,4394937.15,4461044.5742,4534223.2842,4605145.1091,4674260.16,4742871.3442,4811858.8814,4884364.8132,4956956.9038,5023708.4649,5090626.2734,5157927.4886
1,292,"Gibraltar",4293.8299,4310.1521,4263.1743,4215.0232,4169.5557,4137.4196,4130.3602,4138.7074,4145.167,4172.6059,4184.9091,4207.3136,4235.2756,4179.7658,4131.027,4068.7673,4013.6742,3975.5594,3908.6688,3839.8905,3743.2028,3672.0539,3620.7516,3657.7135,3703.7007,3701.9135,3644.2389,3624.966,3601.8385,3569.0157,3533.5466,3509.8534,3487.4619,3486.0991,3477.684,3478.5369,3480.6396,3476.1064,3466.9397,3458.9565,3452.3522,3434.4958,3404.878,3390.2229,3307.7422,3233.3416,3138.7804,3054.4112,2994.0935,2936.4204,2878.3902,2824.167,2779.2504,2750.3079,2711.2882,2671.8626,2653.7066,2615.0837,2597.5051,2588.4858,2588.4731
1,296,"Kiribati",7685.352,7879.1134,8077.4642,8289.8232,8519.6089,8554.6555,8570.207,8578.4138,8582.946,8598.4172,8848.4033,9109.9595,9385.7421,9670.8136,9965.2088,10274.8892,10604.6662,10971.4315,11337.0391,11699.0212,12054.3561,12400.3055,12616.72,12808.8218,12998.4082,13200.4079,13416.686,13702.7838,14001.5753,14297.0594,14612.0259,14936.1522,15245.1409,15615.8887,16004.2526,16414.1903,16807.606,17324.2563,17842.441,18360.229,18830.6653,19312.5376,19634.2166,19932.2258,20226.0747,20505.4546,20797.5766,21102.2364,21405.1013,21709.9314,22035.9341,22416.6417,22793.1156,23090.4993,23362.2296,23634.293,23891.6563,24138.9687,24381.1739,24619.7259,24821.521
1,300,"Greece",1419336.6178,1420198.1079,1416290.9761,1413598.1248,1411464.6223,1409905.6779,1407650.3344,1405570.5485,1402956.4749,1400819.7799,1400317.448,1399553.4272,1399474.2772,1399988.2003,1400412.3784,1401871.4058,1403170.3094,1406042.9282,1411053.243,1418354.7732,1429326.8165,1443465.953,1461435.6416,1482216.0809,1503133.2697,1522616.1687,1539649.2747,1552891.5831,1563790.3656,1573085.3172,1581331.3643,1587676.0621,1589082.5864,1587085.9291,1581647.7506,1571921.8815,1558506.1813,1541818.6224,1524528.8586,1506914.3876,1487844.2324,1468698.0763,1449899.5814,1429595.5247,1409682.0832,1387595.9577,1362843.3161,1335986.2,1304970.2789,1274409.8132,1243211.1097,1210105.2513,1180094.971,1156906.3693,1135754.82,1113334.8597,1091879.3433,1070415.7735,1051808.7182,1032358.8245,1012505.073
1,304,"Greenland",5487.5359,5651.6893,5728.1401,5805.2988,5882.4631,5964.5263,6049.0307,6149.4245,6179.8981,6200.448,6229.9279,6357.2431,6493.5086,6648.4735,6812.9154,6991.2076,7135.9196,7269.7186,7408.1984,7523.8949,7613.0226,7610.6856,7581.2285,7535.5218,7474.1253,7401.6257,7363.8869,7325.6335,7275.5632,7224.479,7158.8366,7105.3052,7034.9514,6956.066,6877.6018,6795.9868,6685.059,6574.6417,6453.1579,6320.9664,6174.2459,6033.9388,5886.4863,5739.0004,5582.6509,5439.8829,5286.6785,5159.4068,5054.7723,4983.9843,4947.6904,4956.0721,5000.1051,5063.7158,5125.7674,5203.2825,5271.1002,5337.3223,5403.4089,5458.811,5510.3449
1,308,"Grenada",7721.6375,7674.8532,7687.3007,7697.0893,7703.1619,7702.5024,7688.5965,7652.8398,7595.5311,7518.2715,7417.4849,7410.4652,7566.6025,7795.5494,8038.8887,8243.8459,8375.3524,8425.3519,8407.4513,8375.5076,8372.3194,8410.8709,8544.1494,8662.6792,8769.0886,8859.0028,8937.5687,8999.153,9044.9591,9073.0932,9080.275,9075.8847,9191.4112,9313.3736,9474.3542,9631.4896,9787.1231,9933.4217,10067.6727,10194.0983,10322.1617,10446.9684,10583.2826,10743.4465,10916.1463,11104.5922,11306.2431,11526.8969,11764.7796,12013.1985,12279.6726,12573.6009,12852.3115,13122.9485,13400.9106,13681.4363,13970.9028,14247.0092,14517.8266,14782.173,15023.2943
1,312,"Guadeloupe",32474.817,32742.38,32953.772,33157.118,33381.291,33723.649,34401.011,34713.3002,35024.9479,35376.7394,35763.9502,36204.4348,36653.4084,37229.3386,38370.2076,39581.9656,40847.3655,42124.2321,43429.7095,44685.262,45746.3725,46445.4361,47024.752,47570.9284,48031.7335,48380.2483,48631.9381,48785.1648,48803.0363,48769.1163,48788.8095,47884.9437,46874.0369,45724.9844,44465.2791,43126.4299,41669.8484,40977.1072,40156.6822,39427.8323,38547.7529,37627.2787,36643.1641,35256.3466,33807.7192,32303.765,30862.7601,29513.0048,28273.1989,27168.7699,26179.828,25438.0334,24751.8929,24158.1687,23677.8673,23366.9947,23215.5513,23202.4197,23347.9411,23622.3982,24036.537
1,316,"Guam",11583.3552,12063.4228,12576.8707,13126.3501,13709.5896,14319.5443,14965.7916,15649.2448,16344.9403,17056.5448,17771.4788,18083.3691,18328.6857,18564.1797,18834.6056,19162.3341,19504.6869,19813.7404,20113.3286,20435.4761,20762.6021,21024.9873,21275.3188,21533.7716,21770.6827,21950.2707,22096.7872,22177.0089,22211.7498,22212.0364,22180.9304,21948.6902,21635.633,21315.6626,20970.6525,20606.5742,20229.8479,19835.722,19432.5468,19003.874,18557.6347,18052.9129,17547.6368,17055.3505,16570.0555,16107.2945,15675.4562,15263.307,14876.1864,14503.5396,14155.7872,14043.2626,13968.5656,13897.1553,13865.5404,13887.5915,13956.3427,14072.9576,14243.8872,14452.5961,14698.3938
1,320,"Guatemala",777997.6771,798946.3145,818194.1614,837563.8849,854365.4125,873773.4062,892648.0377,907527.882,926551.2231,945927.0486,966726.6731,989391.0785,1012749.6738,1033891.4761,1060381.0839,1090486.2351,1122451.3791,1155388.7987,1189559.4531,1225238.3796,1261774.7477,1299707.8783,1336734.8763,1375780.8146,1415875.1795,1456028.4613,1495828.9728,1535763.9655,1576777.2136,1618279.4025,1659804.7043,1698323.3963,1739664.329,1780427.0165,1822557.7726,1866920.2127,1911001.9324,1958392.4259,2007905.6184,2058889.3996,2110944.8143,2165388.0523,2221235.0695,2278517.5106,2335987.027,2392503.933,2445971.0459,2501160.6671,2553584.5624,2603154.7407,2651154.8485,2706346.3483,2757633.5922,2811711.8436,2864159.5002,2915561.0575,2965064.136,3012813.2487,3058555.4706,3101569.1195,3142316.4451
1,324,"Guinea",810093.564,822927.921,835010,846467.136,857417.151,867597.598,878111.163,888434.557,898920.348,910058.976,922350.917,936391.429,952124.368,969549.743,988526.166,1009389.199,1032393.067,1057163.904,1083478.734,1110584.496,1137616.686,1186445.557,1229068.671,1260466.311,1302165.999,1334808.894,1373894.099,1410030.832,1423930.337,1457577.001,1481533.4817,1495186.0679,1491405.8905,1517200.763,1543553.1524,1566938.482,1590110.9641,1620333.1629,1655659.6147,1693004.3976,1731177.4792,1771074.377,1813262.8712,1856373.3651,1900747.6843,1947405.2456,1996207.3299,2046558.1297,2098083.995,2148293.1237,2200200.1932,2251974.5996,2302928.0188,2354138.8527,2405078.0771,2456743.3496,2508271.2703,2559180.0756,2609273.9648,2658590.7494,2707097.0509
1,328,"Guyana",79612.7994,80512.6214,81906.1055,83390.3517,85022.7132,86852.1628,88900.912,91145.633,93515.9626,95927.3125,98160.3759,100106.2462,102225.5055,104214.9382,106050.2127,107704.4158,109157.1456,110399.9981,111416.8714,112192.7474,112713.1602,112978.7804,114145.9066,115018.7271,115872.2015,116583.8421,117143.8137,117519.5369,117730.3741,117802.345,117734.6258,117538.2387,117236.588,116863.8249,116971.0179,117000.374,116896.4429,116735.067,116461.5209,116103.003,116131.7481,116131.9193,116186.5203,117459.8609,118775.5908,120103.0768,121438.7947,122807.3376,124134.9785,131661.234,129919.6475,132288.0344,132950.9039,133580.1835,134173.9573,134644.7303,134978.5671,135234.6172,135388.0674,135479.5908,135527.0556
1,332,"Haiti",653522.2355,664348.9637,675700.5493,687375.0226,699233.9303,712335.0524,726235.9733,740633.3746,755432.8371,770636.4025,786191.2436,801665.9107,817477.3758,833288.8916,849310.9582,865506.5929,881864.8702,898312.704,914836.8079,931767.8402,949284.6127,967284.827,986110.9473,1005591.995,1025763.7733,1046758.1142,1070750.9271,1096223.5433,1123408.4212,1152892.8504,1182448.4082,1213121.7615,1245120.0353,1278540.1641,1313087.3827,1348234.6312,1385332.701,1401659.291,1418219.5004,1434185.6794,1449978.5179,1453431.2447,1467912.9106,1482155.9281,1495654.6226,1508451.457,1520821.9801,1532195.767,1544479.5757,1557275.868,1571038.9973,1585926.3186,1600521.5756,1615792.5212,1631988.7383,1648287.6424,1664700.822,1680578.6358,1695900.3243,1711109.2035,1726352.7336
1,340,"Honduras",345274.3434,355867.7484,366734.3549,378035.8981,389586.209,400802.3089,412919.2745,425624.4864,438913.8751,452714.8759,466934.2769,481620.0239,496638.142,512054.9754,528003.5317,544572.893,561716.6591,579471.0955,597875.679,617861.7892,638932.0488,661201.6805,684594.1386,708925.333,734199.7435,760406.6654,787819.465,816230.9941,845197.233,873279.8712,903504.3558,934294.1513,965931.0674,998278.6801,1031343.6065,1065193.756,1094166.6554,1123381.9443,1152672.4655,1181977.8304,1211367.9365,1240685.7036,1270031.9399,1299396.0673,1328824.1105,1358196.1208,1386968.8623,1415127.0836,1442490.2151,1468991.53,1493966.4456,1517679.0902,1539761.6686,1560733.398,1581146.9557,1600562.4157,1618512.4173,1635334.1044,1651264.9466,1666442.0757,1680965.3685
1,344,"China, Hong Kong SAR",530657.8147,536757.0668,542071.4549,549769.5612,559634.2414,571237.6509,584168.1778,598057.3206,613446.5944,630027.3266,648241.1422,665759.6546,687697.27,711502.891,735721.258,761071.0202,786163.6676,808297.3731,831935.3371,857462.496,884135.9706,911762.1306,939992.7205,969150.3008,998574.2239,1025395.4749,1050361.1514,1067621.9412,1082897.1579,1097516.8914,1110262.7453,1121947.0125,1121284.2657,1116393.8446,1110621.6801,1103278.8644,1094144.8629,1081528.7998,1067257.4913,1054282.6607,1042626.5118,1032195.8819,1017475.0037,998876.894,980881.5204,967433.2072,959135.9352,945812.3918,932821.911,918326.5157,902721.7456,886136.2386,869694.099,855768.0097,840659.1678,825714.6366,812178.8445,799392.0717,785883.8434,770870.2563,753407.1672
1,348,"Hungary",1913396.3428,1916063.4636,1915715.6841,1913510.288,1918391.4673,1930760.4714,1935205.5291,1936928.1234,1935558.1204,1932080.8306,1929828.8395,1898222.4496,1868251.7538,1835094.7152,1804661.028,1775759.97,1747667.012,1720661.5126,1694983.7683,1670482.5695,1647922.4913,1629308.8636,1611363.7991,1590097.1523,1570573.5493,1551429.3033,1539019.735,1523363.8612,1501024.464,1475094.8236,1449658.0307,1422365.4113,1397469.326,1368374.5568,1335504.8413,1299671.8371,1266577.5213,1238259.2265,1214499.8567,1193733.3816,1174059.1094,1178519.0735,1169216.8332,1174188.6201,1174755.1941,1175019.5541,1175432.9041,1171153.5175,1164527.5748,1157419.1979,1151484.4448,1142553.1032,1136685.6955,1233315.8478,1200125.5032,1162845.196,1129070.6973,1105371.2034,1085566.6428,1069441.3599,1054741.7996
1,352,"Iceland",28201.1365,28439.1662,28927.795,29552.3314,30134.3872,30582.6792,31017.7329,31277.6654,31543.254,31852.2123,32156.495,32418.262,32866.1307,33426.2341,33987.955,34438.3477,34807.5545,35205.7584,35896.6611,36688.898,37008.2761,37196.437,37815.4227,38010.8524,38126.8341,38141.9748,37943.1875,37913.134,37966.9976,38070.718,38183.9326,38389.2702,38349.9823,38157.4105,37849.7523,37622.1862,37710.8583,37809.0678,38207.2424,38319.1593,37539.2933,36955.9174,36396.7159,35967.571,35856.8551,35625.175,35540.6722,35614.921,36412.6934,37322.7725,38062.4452,38719.4213,38935.44,38946.6102,39054.1874,39289.0894,39460.1511,39615.1178,39804.6089,40000.5726,40110.179
1,356,"India",101477705.7744,103958912.8805,106113353.4458,108405021.6257,110758847.306,113161839.1185,115619812.3018,118077702.2123,120760061.8426,123521705.0263,126374965.6923,129337630.6332,132309679.7987,135348497.3743,138487601.752,141637340.687,144830247.2244,148034648.2029,151312670.6936,154730421.7328,158262659.5404,161895700.4327,165541003.1192,169284270.7862,173092052.0092,176995913.2096,180874998.0616,184822436.1381,188761023.9739,192723731.6087,196450535.5709,200183614.0854,203958914.6729,207660898.8502,211339995.535,215046399.0196,218628467.071,222160592.9648,225583303.7246,228956038.2387,232333550.6961,235753548.5344,239206094.4894,242605249.4848,245917505.6239,249166518.5487,252338379.5474,255632754.637,258685266.608,261456870.7525,264076189.6247,266732222.3094,268982371.8329,271005142.1551,272922338.7934,274590466.1414,276055893.0819,277247336.7461,278255379.4013,279009502.3141,279422540.0152
1,360,"Indonesia",18791828.6072,19217671.6704,19654993.3924,20113246.6798,20591257.9301,21086987.8669,21599144.2282,22131191.1197,22685009.3416,23258929.2274,23856084.8242,24478522.2632,25123448.109,25790718.1758,26478067.927,27181848.259,27903934.2069,28643400.054,29393757.5436,30159607.3249,30942424.7822,31744314.3825,32558381.511,33392628.3189,34253022.5379,35123602.5439,36015476.3767,36909458.9259,37830633.4578,38764655.003,39707130.7261,40637599.2509,41538714.3089,42412335.854,43186796.3774,43885105.1729,44546070.3026,45161092.6812,45736755.1298,46269995.4022,46767372.2955,47200099.3216,47603002.1143,47969907.3709,48314954.9816,48625043.6277,48896388.0102,49147089.98,49367179.8137,49556667.7201,49705115.699,49821991.2887,49913889.4047,49978773.9549,50023595.0044,50043583.4052,50042782.3871,50033349.619,50009705.4968,49940927.2441,49833905.2807
1,364,"Iran (Islamic Republic of)",4555273.3547,4692639.7601,4827484.4503,4970694.948,5124391.9114,5292451.6295,5460665.3271,5616962.9001,5793996.0762,5975256.1334,6169676.1859,6373456.3522,6849342.623,7074183.2177,7313325.9734,7560541.0821,7813412.3764,8023181.3936,8232877.3433,8438990.4322,8656410.9369,9285240.3162,9571624.2224,9742599.2499,9499793.6326,9681649.2401,9893221.3524,10152803.2234,10479867.3854,10844545.2211,11194823.6264,11584948.9766,11979966.6735,12115963.3089,12471159.2075,12833190.5468,13186961.1877,13651781.5364,14085590.3985,14486379.2491,14856354.9711,15212833.8194,15487086.089,15772593.3107,16024838.8819,16312084.0236,16573321.1244,16706350.6191,16804965.4786,16849338.6011,16864960.9071,16817491.5864,16796730.121,16765938.9835,16721323.4809,16665698.1491,16592369.0063,16497369.7916,16392579.0224,16260647.8744,16097636.9204
1,368,"Iraq",1463764.596,1501851.5884,1542394.4539,1581335.7835,1624457.7877,1671241.6856,1715864.3799,1765769.0609,1813257.3087,1862811.27,1912950.5751,1967166.0879,2020719.6574,2080103.7408,2148548.5812,2221190.5791,2264280.7805,2344191.7686,2408639.1705,2477476.6004,2562652.2004,2560297.2298,2631578.2137,2722889.0996,2897059.248,2999709.7905,3101527.9887,3201578.6789,3304525.9907,3406903.6999,3518010.4796,3633602.4234,3737328.7936,3854291.7793,3949333.1028,4061265.9636,4181369.1724,4171656.59,4226177.0534,4462871.2849,4659124.004,4860787.4018,5087810.16,5380399.9598,5640337.2707,5832990.2396,6024663.8849,6212935.7084,6416701.509,6620701.6914,6816603.9053,7023708.0974,7207901.2001,7399417.8613,7589192.6502,7779366.4108,7968369.3144,8157763.155,8343804.1332,8526234.8426,8707745.3866
1,372,"Ireland",330882.2576,331313.8286,333785.2062,338644.116,345253.076,350270.7741,356955.3192,363781.9527,371897.8982,380045.6185,386637.6013,393757.885,401135.9987,407402.2964,413742.4673,419657.2316,424932.043,429102.4955,432448.5546,434976.2461,438068.0873,443993.5525,452612.7611,459159.4752,464015.8159,469140.5307,474084.6211,478977.6681,485278.9302,490677.4861,501252.0072,511431.1386,524344.2107,535305.025,545067.1733,556576.2318,570819.0577,589142.3842,605711.6096,614220.839,617177.1115,619256.2068,619173.1612,616528.3143,614830.7527,615460.3615,616974.9727,619666.3815,622659.8686,627114.6732,630444.0756,629253.357,627844.8886,625366.2954,622554.1644,619246.2068,615631.5976,612451.111,609491.0419,605838.0436,600436.1695
1,376,"Israel",441639.8771,459015.774,476110.7407,487979.7579,498125.0826,507113.1197,515784.8319,524638.6208,533072.8657,541505.6947,549841.0955,560033.4639,570071.272,580971.8002,594004.3571,608506.1461,624345.4206,640252.5269,656520.5651,675100.3439,694785.0418,716468.2302,738231.7384,758491.8458,778473.5869,796481.2419,811644.5507,822418.4492,830606.3091,840931.4536,849837.2166,858367.8419,865912.5179,871739.8876,878408.8594,886272.5798,893531.6315,901107.713,907506.2402,914314.8743,926115.7799,936715.9949,949085.6615,961148.4217,974838.2524,987324.1198,999982.6835,1013066.4218,1026921.4481,1040611.5937,1053152.3513,1064324.5793,1074775.0256,1084831.3801,1095340.6787,1104722.1042,1113887.4753,1123168.4237,1134733.6451,1148025.4835,1160809.4108
1,380,"Italy",8522654.6597,8483463.653,8426376.839,8376811.7263,8339594.7969,8296923.263,8261978.7429,8226738.1762,8191814.061,8162600.1566,8138269.5637,8139820.4025,8113665.2583,8086777.4212,8062810.2074,8052828.4608,8040505.7763,8043649.4491,8037342.9043,8016310.9772,8004835.4352,7987234.5814,8059198.1669,8063550.4242,8072708.3188,8095063.9001,8118300.7175,8071343.2917,8023892.1505,7968916.925,7932671.8988,7892290.5219,7863282.8095,7858521.1859,7920210.6801,7943133.257,7922757.0085,7886966.514,7911154.2901,7906187.0162,7857254.107,7799793.0948,7706102.8633,7612817.6518,7496353.4274,7334929.3912,7174361.1164,7010646.4888,6852181.0462,6701483.833,6545123.1322,6396321.4065,6242892.1825,6101412.2095,5962515.6016,5822072.0751,5697771.464,5590603.8154,5499716.1368,5421261.6347,5360064.3593
1,384,"Côte d'Ivoire",904385.7215,939132.8426,977527.3299,1018749.4456,1061805.3055,1106745.792,1153665.6313,1205434.3168,1258253.3682,1297782.4572,1334886.5372,1369847.7988,1402997.7049,1434502.2547,1464877.3565,1493909.0689,1522283.2853,1550063.4022,1587297.8692,1647582.8568,1704834.0063,1764631.5214,1828207.4078,1895290.669,1964078.9495,2034176.3312,2104756.1118,2177249.9781,2250595.228,2342064.5694,2414902.169,2479253.8456,2537337.9191,2601449.5473,2665917.973,2730051.0952,2793103.2428,2855462.5728,2918643.5953,2987328.454,3059678.5243,3133332.9455,3186314.1273,3243111.8802,3301857.8362,3394651.6205,3491128.7353,3588936.6986,3690721.5224,3796097.5591,3904038.6029,4014242.8159,4119804.5347,4232484.4635,4347363.762,4462387.2872,4578523.9031,4690993.1189,4800389.3425,4909409.0884,5017701.1491
1,388,"Jamaica",207147.1169,204731.1352,204855.0739,205590.42,207065.9934,208908.7546,211520.8422,214450.9283,217622.7771,221295.2225,225170.5877,229946.362,234664.7743,239240.7666,243411.8431,247421.5254,251190.3543,254338.1838,256930.5207,259336.2732,261655.4883,263981.5569,266220.0732,267440.8061,268463.2654,269338.9883,270161.873,270860.8667,271658.5803,272454.4192,273535.3717,273857.4453,273746.9381,273682.4675,273216.0518,272345.9794,271055.7346,269409.8704,267442.7571,264967.4132,262534.2228,259318.049,257266.7283,256142.2014,255291.4795,254490.8411,253766.9009,253136.533,253035.4098,253410.7713,254105.6259,256194.5882,257829.0987,259333.9739,261432.6758,263892.6318,266303.5879,269179.9486,271928.1143,274887.5058,277891.1066
1,392,"Japan",18749951.3989,18827286.076,18926484.7286,19137014.9051,19325419.9859,19463041.0653,19471734.0237,19435260.5321,19398849.2084,19336799.6808,19237383.8742,19099475.6841,18916782.8983,18717730.1211,18541386.037,18365254.5864,18170638.3475,17925542.9311,17743681.889,17611061.4038,17502976.5054,17323962.9807,17018822.3228,16818888.7615,16633131.3554,16480855.9321,16439959.7407,16296995.265,15956700.437,15581057.8925,15216244.11,14961104.4101,14738941.9958,14572101.1558,14448652.7664,14334268.5819,14205684.6141,14076451.1245,13977947.0265,13845325.3107,13709330.8556,13543007.4425,13360778.505,13184248.6187,12996473.943,12783785.3519,12558539.5812,12463760.9918,12196826.7548,11958455.2282,11722235.9917,11482447.2366,11227371.9371,10955290.5322,10666355.565,10404645.6265,10184733.7782,10001985.9643,9849729.7069,9720534.3376,9619800.7363
1,398,"Kazakhstan",1970417.9936,2005920.6632,2039319.065,2075246.5853,2109824.9394,2140636.6202,2171186.3769,2198426.125,2233703.8583,2270465.034,2306490.592,2351022.9832,2403963.502,2466790.124,2530042.3817,2577976.7095,2618178.3059,2675666.4919,2731727.9785,2788518.4643,2792155.404,2800938.0098,2820592.1172,2831365.4003,2837440.2424,2805701.2534,2786428.8317,2768938.7779,2737582.308,2696821.6231,2675616.6557,2682856.2715,2694063.2003,2710894.9973,2732037.8907,2756603.3047,2785697.1111,2819157.336,2846232.0844,2867941.247,2886458.5528,2906059.6111,2921879.1758,2935292.3688,2948264.1343,2956444.4973,2959658.1245,2959815.0131,2954857.6221,2943146.8382,2927516.1334,2915012.1605,2897244.3528,2883753.9463,2873215.8099,2866247.2475,2862184.0947,2861453.9689,2864246.5519,2871140.9079,2881190.1179
1,400,"Jordan",216067.1113,225647.0978,233194.5861,239466.7311,245361.4735,251108.402,256912.4348,262863.7223,269595.6515,276982.9631,285538.7126,295784.1183,307528.5743,320699.1938,334960.8243,349997.6835,365966.9598,382735.2981,400519.6739,419600.962,440717.604,468348.084,498698.7619,531706.4635,564823.4422,595019.5045,619892.4248,639680.0909,655955.7953,671282.7714,686468.4135,701942.7818,717831.4173,734275.0005,751608.6081,775861.8843,799531.8413,892507.8774,915421.5115,940891.2039,959245.4987,984654.4102,1010430.1877,1014662.141,1144645.0811,1281592.2666,1380967.9311,1419962.1474,1457430.252,1493395.9982,1528213.595,1562260.7205,1594749.2569,1604915.5752,1612727.4448,1620701.6825,1631481.5232,1644341.5553,1659083.0722,1675187.0193,1691912.5376
1,404,"Kenya",1564540.986,1610880.24,1650259.863,1693479.618,1739832.759,1786491.822,1832036.426,1876084.317,1934446.685,1995856.605,2062182.84,2137680.386,2217979.916,2305630.707,2403484.394,2503063.556,2607115.267,2711026.342,2821952.746,2943270.909,3052131.3425,3169699.2984,3278092.8492,3395509.0951,3510843.2253,3634210.5685,3748657.3367,3864768.4235,3981767.1267,4100809.3372,4235585.9918,4381829.1114,4543009.3286,4693418.7442,4847940.2903,5007183.7224,5161368.4779,5321089.4555,5473753.939,5666176.5748,5857450.9317,6034310.4193,6202410.5675,6369981.1139,6533224.6631,6694825.769,6851127.8015,7024627.4682,7193052.7628,7353338.5225,7535838.2518,7735766.7277,7929740.5256,8141324.158,8359437.3769,8581408.5463,8806535.6665,9035308.959,9266625.219,9495747.081,9719970.7516
1,408,"Democratic People's Republic of Korea",2757319.334,2808225.1936,2836158.2116,2864990.5356,2896481.8082,2930542.5064,2969371.6735,2979273.1196,3004135.4354,3038993.7783,3070950.5083,3109181.0365,3135528.04,3182253.9503,3234707.7795,3274033.1577,3315043.5999,3350596.6773,3398496.0274,3449761.3936,3498534.1888,3550293.493,3607869.1146,3681956.5494,3748372.3505,3812700.5916,3869554.1605,3921902.8655,3982426.537,4029751.6776,4074342.3745,4110986.5803,4185529.6517,4250901.256,4298893.1907,4330865.7774,4352541.7989,4373662.6425,4361943.9022,4362911.6449,4386221.9577,4407462.2958,4439336.7498,4460167.5585,4469546.1419,4477914.5892,4481987.3895,4477527.2265,4449627.1066,4427049.5462,4399902.053,4369914.1993,4344119.3345,4306477.1027,4294624.9659,4291215.4623,4289158.1145,4296577.5365,4303082.1274,4304655.0827,4299115.7807
1,410,"Republic of Korea",4604231.1582,4656670.6123,4730949.9536,4827488.8116,4914879.7265,5011153.5055,5103428.3927,5175440.1663,5274341.1072,5369645.0557,5476473.096,5600961.13,5721270.7165,5848212.5712,5987017.6115,6116689.993,6246672.341,6362787.1667,6485303.9195,6617978.8823,6746647.6134,6876477.1453,6941443.7167,6997898.1678,7076766.6001,7155801.0654,7233855.4204,7298199.7848,7337475.6516,7379143.9304,7424727.9938,7473181.7614,7532048.6516,7547916.7041,7573996.6748,7564534.5913,7520826.6676,7480705.8896,7416738.3007,7326024.3464,7228512.2411,7135705.8458,7073652.6012,7012274.706,6951037.9836,6896686.5234,6824973.8462,6744860.8868,6649784.6575,6521902.428,6397222.1716,6268065.8482,6144944.2236,6049622.8293,5946014.161,5853801.4936,5793381.0004,5747118.6987,5692890.0892,5636561.6211,5548181.6526
1,414,"Kuwait",112497.3044,120190.2532,127911.3021,135847.9045,144072.0205,152965.9085,163133.5907,172417.6864,182228.9589,192230.8903,202075.5954,211374.4293,224743.3693,238598.7525,253026.5302,263716.7791,276620.4498,286038.9796,295780.901,305537.1263,315732.2815,155682.6584,223500.5444,235384.5046,241401.154,247684.1614,253005.4821,258561.627,264874.1822,271972.0597,279808.751,288235.6242,297174.9265,306537.8599,316230.0621,326133.9948,346835.927,373832.0675,402623.0633,433161.5551,465281.8961,498812.2807,541396.2411,583499.3241,625237.707,595949.8037,590946.1557,587403.8026,595738.7739,602101.0057,604879.0765,564322.1557,548908.0581,538343.2847,527104.95,515719.6966,504684.638,493993.3219,483555.5665,473278.7041,463038.4122
