"iso.country","groupname","iso.group"
524,"ESCAP: LDC (LDC_E)",98411
626,"ESCAP: LDC (LDC_E)",98411
798,"ESCAP: LDC (LDC_E)",98411
4,"ESCAP: LLDC (LLDC_E)",98412
31,"ESCAP: LLDC (LLDC_E)",98412
51,"ESCAP: LLDC (LLDC_E)",98412
64,"ESCAP: LLDC (LLDC_E)",98412
398,"ESCAP: LLDC (LLDC_E)",98412
417,"ESCAP: LLDC (LLDC_E)",98412
418,"ESCAP: LLDC (LLDC_E)",98412
496,"ESCAP: LLDC (LLDC_E)",98412
524,"ESCAP: LLDC (LLDC_E)",98412
762,"ESCAP: LLDC (LLDC_E)",98412
795,"ESCAP: LLDC (LLDC_E)",98412
860,"ESCAP: LLDC (LLDC_E)",98412
31,"ESCAP: North and Central Asia (NCA)",98417
51,"ESCAP: North and Central Asia (NCA)",98417
268,"ESCAP: North and Central Asia (NCA)",98417
398,"ESCAP: North and Central Asia (NCA)",98417
417,"ESCAP: North and Central Asia (NCA)",98417
643,"ESCAP: North and Central Asia (NCA)",98417
762,"ESCAP: North and Central Asia (NCA)",98417
795,"ESCAP: North and Central Asia (NCA)",98417
860,"ESCAP: North and Central Asia (NCA)",98417
16,"ESCAP: PACIFIC (PAC)",98418
36,"ESCAP: PACIFIC (PAC)",98418
90,"ESCAP: PACIFIC (PAC)",98418
184,"ESCAP: PACIFIC (PAC)",98418
242,"ESCAP: PACIFIC (PAC)",98418
258,"ESCAP: PACIFIC (PAC)",98418
296,"ESCAP: PACIFIC (PAC)",98418
316,"ESCAP: PACIFIC (PAC)",98418
520,"ESCAP: PACIFIC (PAC)",98418
540,"ESCAP: PACIFIC (PAC)",98418
548,"ESCAP: PACIFIC (PAC)",98418
554,"ESCAP: PACIFIC (PAC)",98418
570,"ESCAP: PACIFIC (PAC)",98418
580,"ESCAP: PACIFIC (PAC)",98418
583,"ESCAP: PACIFIC (PAC)",98418
584,"ESCAP: PACIFIC (PAC)",98418
585,"ESCAP: PACIFIC (PAC)",98418
598,"ESCAP: PACIFIC (PAC)",98418
776,"ESCAP: PACIFIC (PAC)",98418
798,"ESCAP: PACIFIC (PAC)",98418
882,"ESCAP: PACIFIC (PAC)",98418
96,"ESCAP: South-East Asia (SEA)",98419
104,"ESCAP: South-East Asia (SEA)",98419
116,"ESCAP: South-East Asia (SEA)",98419
360,"ESCAP: South-East Asia (SEA)",98419
418,"ESCAP: South-East Asia (SEA)",98419
458,"ESCAP: South-East Asia (SEA)",98419
608,"ESCAP: South-East Asia (SEA)",98419
626,"ESCAP: South-East Asia (SEA)",98419
702,"ESCAP: South-East Asia (SEA)",98419
704,"ESCAP: South-East Asia (SEA)",98419
764,"ESCAP: South-East Asia (SEA)",98419
4,"ESCAP: South and South-West Asia (SSWA)",98420
50,"ESCAP: South and South-West Asia (SSWA)",98420
64,"ESCAP: South and South-West Asia (SSWA)",98420
144,"ESCAP: South and South-West Asia (SSWA)",98420
356,"ESCAP: South and South-West Asia (SSWA)",98420
364,"ESCAP: South and South-West Asia (SSWA)",98420
462,"ESCAP: South and South-West Asia (SSWA)",98420
524,"ESCAP: South and South-West Asia (SSWA)",98420
586,"ESCAP: South and South-West Asia (SSWA)",98420
792,"ESCAP: South and South-West Asia (SSWA)",98420
8,"ESCAP: Europe (Europe)",98423
20,"ESCAP: Europe (Europe)",98423
40,"ESCAP: Europe (Europe)",98423
56,"ESCAP: Europe (Europe)",98423
70,"ESCAP: Europe (Europe)",98423
100,"ESCAP: Europe (Europe)",98423
112,"ESCAP: Europe (Europe)",98423
191,"ESCAP: Europe (Europe)",98423
196,"ESCAP: Europe (Europe)",98423
203,"ESCAP: Europe (Europe)",98423
208,"ESCAP: Europe (Europe)",98423
233,"ESCAP: Europe (Europe)",98423
234,"ESCAP: Europe (Europe)",98423
246,"ESCAP: Europe (Europe)",98423
748,"ESCAP: Africa (AFR)",98405
768,"ESCAP: Africa (AFR)",98405
788,"ESCAP: Africa (AFR)",98405
800,"ESCAP: Africa (AFR)",98405
818,"ESCAP: Africa (AFR)",98405
834,"ESCAP: Africa (AFR)",98405
854,"ESCAP: Africa (AFR)",98405
894,"ESCAP: Africa (AFR)",98405
96,"ESCAP: ASEAN (ASEAN)",98406
104,"ESCAP: ASEAN (ASEAN)",98406
116,"ESCAP: ASEAN (ASEAN)",98406
360,"ESCAP: ASEAN (ASEAN)",98406
418,"ESCAP: ASEAN (ASEAN)",98406
458,"ESCAP: ASEAN (ASEAN)",98406
608,"ESCAP: ASEAN (ASEAN)",98406
4,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
16,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
31,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
36,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
50,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
51,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
64,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
90,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
96,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
104,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
116,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
144,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
156,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
184,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
242,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
258,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
268,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
296,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
316,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
344,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
356,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
360,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
364,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
392,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
398,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
408,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
410,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
417,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
418,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
446,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
458,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
462,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
496,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
520,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
524,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
540,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
548,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
554,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
570,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
580,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
583,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
584,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
585,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
586,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
598,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
608,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
626,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
643,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
702,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
704,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
762,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
764,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
776,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
792,"ESCAP: United Nations Economic and Social Commission for Asia and the Pacific - All countries",98400
