Country letter code,ISO code,Country,In union,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
NA,266,Gabon,TRUE,14418,14422,14406,14389,14411,14492,14625,14803,15021,15271,15551,15845,16169,16495,16785,17021,17200,17336,17434,17512,17579,17641,17688,17720,17736,17735,17703,17651,17567,17445,17281,17118,16900,16617,16267,15853,15424,14909,14320,13678,13001,12348,11640,11314,10963,10591,10248,9926,9635,9389,9195,9059,8959,8891,8850,8829,8826,8840,8853,8840,8788,8943,9055,9132,9186,9228
NA,270,Gambia,TRUE,10824,11209,11846,12583,13270,13785,14375,14588,14434,14190,14151,14801,16110,17772,19029,19943,20838,21240,21220,21039,20939,21098,21665,22483,23319,24014,24610,25037,25288,25389,25367,25138,24921,24715,24529,24365,24200,24092,24025,23976,23924,23850,23781,23689,23761,23793,23787,23770,23728,23647,23520,23362,23175,22960,22726,22472,22205,21935,21645,21317,20942,21414,21872,22314,22746,23168
NA,268,Georgia,TRUE,24586,25466,26175,26716,27120,27420,27609,27730,27769,27680,27434,27040,26425,25668,24906,24246,23719,23365,23145,22963,22740,22404,21992,21551,21148,20827,20607,20434,20316,20276,20327,20472,20725,21009,21194,21185,20620,19944,19175,18311,17349,16001,14619,13338,12289,11508,10873,10375,10019,9814,9757,9802,9980,10246,10531,10781,10949,11084,11159,11140,11008,10936,10751,10494,10224,9979
NA,276,Germany,TRUE,83099,85168,86933,88508,90152,92012,94449,96908,99233,101175,102499,102784,102638,101771,99753,96395,92089,86402,80074,74310,69901,66123,63788,62509,61689,60976,60608,60294,59924,59474,58963,58757,58360,57573,56225,54334,52384,49983,47336,44782,42550,41200,40296,39484,38581,37544,36881,36190,35471,34764,34110,33698,33386,33178,33095,33163,33604,34214,34957,35794,36708,37063,37386,37656,37861,37999
NA,288,Ghana,TRUE,83087,84998,88010,91738,95584,99186,102091,104823,107608,110753,114433,118617,123442,128650,133904,138983,143427,147732,151987,152179,152280,152070,151759,151269,150512,149448,147940,146256,144496,142744,141001,139353,137537,135385,132778,129713,126302,122540,118533,114311,109815,104851,99719,94337,88597,85991,83374,80939,78773,76994,75644,74637,73955,73571,73434,73488,73645,74009,74489,74944,75291,76306,77070,77657,78193,78750
NA,300,Greece,TRUE,35724,36054,36148,36525,36825,36794,36131,35137,34017,33036,32306,31763,31406,31125,30724,30094,29500,28706,27839,27053,26391,25746,25145,24532,23824,22973,22026,21013,19926,18757,17517,16348,15118,13891,12757,11763,10830,10015,9279,8570,7863,7124,6771,6474,6221,6004,5843,5682,5537,5430,5371,5365,5406,5465,5499,5485,5440,5347,5225,5107,5016,4872,4743,4626,4514,4404
NA,308,Grenada,TRUE,134,144,154,162,167,168,166,163,161,159,157,160,162,162,160,158,148,141,137,135,135,133,131,132,136,142,145,148,152,157,163,168,174,180,185,187,185,180,174,168,163,158,154,151,149,147,143,140,137,135,135,136,138,142,147,151,154,157,160,163,166,166,165,164,163,161
NA,312,Guadeloupe,TRUE,850,816,794,788,798,818,820,818,818,823,827,805,791,784,779,770,744,711,689,684,687,649,625,623,631,635,593,539,490,457,442,415,397,393,399,411,399,393,399,414,431,437,435,429,423,420,416,411,404,397,390,382,375,368,363,359,357,357,358,359,360,352,343,334,327,322
NA,316,Guam,TRUE,356,376,395,408,415,416,437,454,468,475,476,472,464,452,437,421,414,405,394,380,365,354,344,335,327,319,314,309,305,301,298,295,292,290,288,285,282,280,277,273,269,265,259,254,249,246,243,242,241,240,238,235,232,228,224,222,220,219,220,220,221,221,221,221,221,222
NA,320,Guatemala,TRUE,85490,88109,90290,92205,93465,94858,95546,96445,97659,99220,101094,102454,104193,106333,108824,111581,113825,116361,119218,122335,125603,128393,131260,134291,137484,140716,142799,145108,147555,149843,151743,152694,153110,153494,154511,156445,158662,161650,165056,168273,170923,173176,174714,175783,176771,177851,178758,179532,179847,179201,177353,174411,170421,165827,161272,157128,153291,149782,146463,143091,139519,140566,141642,142711,143721,144635
NA,324,Guinea,TRUE,97798,99326,99890,99797,99569,99550,98908,98569,98562,98862,99475,100100,101337,103099,105330,108031,110695,113916,117905,122930,129129,136721,145657,155178,164384,172767,179080,184374,189010,193469,194419,194694,195064,195556,196160,196837,196949,197319,197797,198196,198398,197981,197502,197276,197050,196835,196400,195974,195477,194802,193850,192381,190682,188698,186347,183583,180308,176681,172768,168636,164323,167680,171079,174512,177956,181389
NA,624,Guinea-Bissau,TRUE,15824,16085,16209,16231,16226,16243,16335,16389,16419,16441,16474,16478,16581,16786,17105,17544,18007,18619,19339,20108,20894,21656,21715,21745,21768,21794,21752,21710,21624,21440,21148,20696,20206,19693,19168,18619,17899,17145,16348,15498,14592,13606,12592,11555,10502,9989,9519,9108,8752,8451,8201,7987,7815,7676,7557,7451,7350,7263,7187,7118,7052,7180,7296,7402,7503,7601
NA,328,Guyana,TRUE,5839,6044,6219,6361,6464,6517,6572,6595,6624,6701,6837,7055,7271,7439,7534,7567,7370,7176,6995,6835,6710,6595,6516,6476,6466,6472,6366,6203,5987,5744,5523,5385,5313,5327,5440,5649,5774,5962,6220,6480,6668,6793,6803,6732,6634,6542,6389,6229,6065,5896,5718,5502,5281,5071,4891,4749,4612,4506,4422,4343,4257,4265,4269,4271,4274,4276
NA,332,Haiti,TRUE,13177,13559,14307,15047,15828,16686,17492,18369,19307,20267,21210,22078,22934,23767,24582,25397,26099,26835,27639,28577,29714,31032,32528,34219,36137,38295,40570,43111,45755,48253,50446,52237,53711,54940,56095,57301,58464,59646,60851,62086,63367,64582,65907,67562,69046,70309,71324,72100,72673,73141,73572,73869,74142,74298,74215,73841,73163,72221,71056,69761,68405,68379,68419,68476,68496,68458
NA,340,Honduras,TRUE,35765,37068,38310,39509,40716,41886,43005,44151,45356,46677,48146,49597,51243,53005,54764,56457,58007,59503,61007,62628,64429,66337,68392,70544,72716,74856,76848,78848,80821,82727,84548,86284,87896,89461,91101,92883,94724,96710,98731,100620,102274,103730,104860,105617,106072,106264,106212,105861,105171,104070,102523,100489,98134,95483,92580,89484,86268,82896,79506,76276,73294,73216,73415,73790,74169,74437
NA,348,Hungary,TRUE,76219,75778,74289,71943,69090,66022,62877,59323,55834,53119,51598,49770,49253,49511,49775,49632,49423,48736,47879,47294,47128,46812,46823,46651,45619,43475,40533,36836,32933,29500,26829,24691,23014,21622,20280,18862,17312,15933,14684,13445,12114,10581,9669,8763,7973,7352,6883,6535,6280,6080,5910,5781,5690,5620,5549,5463,5376,5272,5164,5080,5033,4986,4960,4948,4935,4913
NA,356,India,TRUE,15603133,16050526,16162381,16220525,16275236,16355369,16394487,16463638,16546919,16619179,16666807,16661033,16642638,16618638,16600430,16592683,16545771,16522163,16509197,16488706,16451288,16370753,16275297,16177902,16096472,16036350,15967651,15911327,15846832,15744336,15585640,15352169,15076506,14761006,14409055,14024153,13595611,13138965,12667285,12196522,11734140,11267726,10809533,10353014,9888079,9409238,8922158,8631888,8345855,8068621,7800668,7533626,7279762,7030503,6773801,6505014,6230313,5946350,5667364,5412455,5190679,5169744,5169317,5182341,5195903,5201563
NA,360,Indonesia,TRUE,1731406,1813945,1879772,1948655,2012627,2067045,2109267,2142036,2168327,2192964,2218461,2241167,2263696,2284205,2299999,2309530,2309759,2305644,2298008,2287775,2275507,2260786,2243226,2223848,2203744,2182957,2157008,2131307,2103318,2068630,2024662,1961074,1897969,1842399,1796319,1756514,1706712,1653094,1599487,1546550,1493077,1442944,1390677,1355683,1324540,1298271,1273955,1254460,1237156,1218197,1195637,1170787,1142102,1112208,1084830,1061720,1041518,1024881,1009505,991867,970101,968804,963346,955140,946552,939068
NA,364,Iran (Islamic Republic of),TRUE,498960,519432,536281,550663,564698,579769,594904,610879,627944,645992,664787,684474,705958,728816,752833,778102,801702,818447,840460,866769,895364,908221,920654,935883,957160,985826,1024503,1064702,1101573,1128979,1143674,1162439,1169664,1163796,1143652,1108250,1048409,977650,900413,823512,751889,689360,633816,583470,539303,502227,475974,458371,448201,443634,443058,445998,451660,458009,462508,463547,461033,455076,445687,433025,417352,413785,406950,397579,386806,375420
NA,368,Iraq,TRUE,169021,173050,172922,170495,169020,170606,175006,181722,188672,197126,206603,216421,227845,239697,250188,258248,262899,265649,267580,270186,274229,277934,282457,287424,292180,296323,299778,302553,304877,307154,309608,311651,314314,317320,320165,322585,324150,325326,326822,329485,333637,338752,345455,351969,357094,360221,361583,361353,360220,359214,358929,359477,360285,361168,361824,362011,361815,361263,359993,357529,353642,361187,367966,374198,380275,386441
NA,372,Ireland,TRUE,2914,2927,2887,2847,2829,2841,2858,2912,2982,3032,3044,2992,2905,2810,2742,2715,2677,2683,2722,2766,2793,2772,2732,2685,2646,2617,2561,2509,2457,2400,2335,2249,2146,2034,1925,1826,1766,1704,1640,1574,1507,1438,1397,1375,1371,1382,1412,1451,1498,1553,1615,1690,1770,1853,1933,2007,2082,2150,2213,2272,2331,2305,2270,2228,2183,2138
NA,376,Israel,TRUE,12642,12839,12899,12654,12405,12203,11970,11818,11723,11636,11533,11445,11334,11239,11213,11283,11435,11654,11909,12159,12379,12455,12523,12568,12567,12505,12435,12284,12066,11803,11510,11230,10921,10596,10272,9961,9670,9377,9082,8788,8496,8260,8211,8188,8172,8157,8149,8146,8154,8181,8235,8339,8459,8601,8775,8985,9245,9548,9869,10165,10411,10489,10492,10441,10379,10333
NA,380,Italy,TRUE,121249,121194,119550,118529,117941,117627,117522,117827,118197,118112,117263,115753,113428,110520,107367,104149,100731,97259,93611,89590,85109,80175,74969,69704,64665,60020,55776,51903,48394,45224,42360,39804,37507,35428,33486,31611,29869,28138,26398,24628,22825,21043,20186,19411,18746,18207,17862,17602,17418,17295,17221,17255,17348,17464,17555,17598,17683,17711,17715,17765,17913,17695,17525,17384,17240,17075
NA,388,Jamaica,TRUE,14094,14454,15080,15880,16691,17390,17625,17593,17354,16988,16568,16523,16450,16343,16186,15966,15398,14830,14268,13702,13135,12593,12019,11458,10969,10570,10139,9782,9470,9161,8836,8445,8032,7608,7186,6778,6455,6122,5782,5432,5061,4648,4486,4333,4172,3995,3770,3534,3305,3111,2963,2826,2734,2674,2622,2566,2497,2418,2348,2314,2330,2349,2409,2491,2562,2602
NA,392,Japan,TRUE,83991,79556,75412,71700,68558,66046,64091,62926,62316,61907,61487,61253,60826,60373,60163,60283,60408,60891,61311,61031,59713,57602,54549,50974,47492,44452,41621,39212,37156,35256,33362,31485,29639,27837,26104,24454,22905,21414,19998,18683,17472,16859,16409,16080,15811,15565,15375,15197,15053,14978,14997,15140,15379,15702,16089,16527,17070,17686,18377,19147,19999,19854,19686,19496,19290,19073
NA,400,Jordan,TRUE,20715,21447,22167,22874,23563,24236,24948,25841,26897,28071,29308,29953,30568,31221,32013,32977,34229,35673,37222,38746,40185,41864,43165,44125,44827,45300,45615,45970,46258,46312,46082,45457,44648,43851,43297,43081,43175,43545,44135,44884,45728,46917,48122,49148,49792,49970,50097,49872,49400,48817,48212,47493,46709,45907,45129,44393,43722,43121,42530,41862,41077,41142,41087,40959,40836,40771
NA,398,Kazakhstan,TRUE,63816,67911,71468,74372,76734,78710,79756,80589,80972,80608,78158,76133,73272,69951,66847,64455,62588,61258,60128,58854,57409,56684,55887,54884,53604,52096,50567,48842,47212,45989,45287,45408,45872,46310,46217,45319,44069,42288,40121,37771,35337,32364,29729,27187,24944,23131,21853,21056,20740,20889,21471,22527,23949,25613,27354,29045,30647,32215,33614,34653,35224,35276,34780,33911,32958,32112
NA,404,Kenya,TRUE,109030,113692,118128,122486,127030,131937,136791,142108,147801,153718,159793,165834,172108,178707,185807,193515,201469,210113,219309,228877,235404,241858,248342,254693,260730,266343,272405,277816,282655,287111,291215,294075,297175,299781,300917,300243,297626,293429,288935,286022,285662,286646,290013,294671,298978,303113,306437,308532,309839,311077,312569,313789,315211,316297,316249,314679,311767,307551,302598,297741,293448,296481,300103,304137,308236,312184
NA,296,Kiribati,TRUE,576,596,617,638,654,670,682,692,700,705,706,697,697,705,716,723,706,674,633,598,576,569,576,595,619,641,658,677,701,728,756,771,791,816,839,853,854,838,821,816,825,826,840,858,866,854,829,784,735,700,689,695,722,760,792,810,814,806,789,772,757,763,770,779,786,793
NA,414,Kuwait,TRUE,10180,11305,12403,13282,13885,14291,14891,15446,15965,16464,16961,18011,18618,18713,18454,18073,18877,19732,20333,20367,19750,18453,16387,13933,11591,9628,9564,9860,10310,10623,10612,10528,10062,9323,8478,7676,7621,7365,6931,6378,5767,5096,4959,4863,4731,4532,4544,4444,4276,4114,4008,4081,4177,4276,4348,4386,4489,4570,4629,4673,4710,4804,4882,4934,4949,4924
NA,417,Kyrgyzstan,TRUE,16526,17641,18625,19488,20284,21062,21775,22457,23060,23501,23625,23734,23566,23178,22733,22384,22153,22165,22361,22599,22785,22943,23009,23058,23216,23561,24056,24694,25419,26151,26830,27385,27974,28586,29144,29563,30044,30280,30171,29759,29147,27892,26677,25612,24692,23862,22889,21973,21218,20772,20716,20998,21579,22402,23370,24392,25351,26360,27276,27886,28073,28281,28081,27601,27055,26579
NA,418,Lao People's Democratic Republic,TRUE,26103,26679,27275,27856,28389,28862,29018,29286,29716,30341,31174,31940,32816,33803,34898,36092,37241,38472,39739,40974,42142,43078,44009,44950,45938,47003,47904,48965,50217,51688,53389,55149,57067,59138,61338,63601,65363,67119,68715,69900,70535,69975,69020,67903,66877,66089,65553,64937,64336,63855,63534,63146,62929,62762,62437,61820,60783,59479,57987,56410,54799,54710,54639,54581,54506,54386
NA,428,Latvia,TRUE,6505,6752,7003,7233,7416,7531,7595,7619,7597,7525,7407,7306,7124,6890,6685,6580,6673,6894,7158,7342,7156,6835,6436,6017,5653,5382,5202,5073,4968,4855,4715,4554,4385,4193,3958,3672,3295,2911,2535,2182,1856,1547,1330,1146,1006,914,838,798,786,788,797,811,830,851,868,879,884,880,871,863,860,848,837,827,818,807
NA,422,Lebanon,TRUE,15993,16398,16618,16679,16646,16557,16254,15914,15558,15191,14816,14452,14048,13595,13110,12617,12100,11601,11146,10753,10427,10262,10135,9994,9789,9502,9148,8759,8378,8042,7759,7822,7947,8052,8076,7995,7591,7122,6945,6842,6833,6955,7139,7314,7416,7421,7233,6968,6652,6304,5941,5531,5093,4663,4289,3996,3815,3722,3690,3676,3652,3617,3570,3524,3504,3524
NA,426,Lesotho,TRUE,16437,16720,17079,17498,17947,18412,18860,19136,19421,19713,20017,20337,20670,20994,21297,21585,21534,21489,21444,21438,21530,21781,22005,22180,22309,22423,22699,23023,23323,23535,23648,23732,23745,23681,23566,23438,23267,23068,22847,22634,22454,22306,22218,22131,21965,21731,21303,20786,20218,19664,19167,18701,18279,17914,17620,17397,17202,17074,16969,16822,16595,16805,16963,17078,17170,17251
NA,430,Liberia,TRUE,29291,30195,31075,31957,32892,33343,33649,33991,34385,34847,35378,35906,36496,37010,37308,37333,36733,35902,34921,33882,32866,31706,30615,29786,29434,29633,30650,32232,33955,35346,36157,36106,35563,34779,34021,33431,33007,32709,32483,32289,32098,31814,31509,31170,31312,31433,31511,31571,31598,31568,31466,31272,31021,30727,30406,30067,29701,29323,28946,28586,28249,28747,29270,29814,30372,30935
NA,434,Libya,TRUE,35581,37153,38636,40101,40516,41069,41728,42470,43307,44260,45326,46485,47677,48793,49692,50292,50652,50681,50381,49770,48861,47598,46105,44347,42289,39943,37483,34753,31873,28967,26076,23229,20302,17254,14059,10758,7451,6727,6076,5497,4989,4516,4110,3773,3504,3298,3138,3020,2937,2877,2837,2815,2808,2816,2839,2879,2933,3004,3087,3174,3258,3244,3210,3160,3107,3058
NA,440,Lithuania,TRUE,7442,7754,8093,8414,8666,8834,8972,9066,9119,9128,9094,9067,8955,8791,8633,8522,8485,8521,8593,8638,8358,8025,7638,7231,6856,6536,6221,5967,5767,5595,5427,5212,4983,4735,4460,4159,3829,3504,3186,2873,2561,2222,1989,1781,1607,1469,1340,1231,1142,1072,1023,992,978,978,988,1004,1024,1051,1083,1117,1152,1159,1159,1155,1152,1150
NA,450,Madagascar,TRUE,109957,114032,117616,120940,124373,128102,131572,135420,139647,144179,148932,153213,157897,162968,168381,174078,179611,185524,191832,198489,205400,211860,218746,225935,233194,240348,246836,253383,260120,267290,275048,282697,291139,300384,310420,321244,332726,344854,357684,370971,384292,397135,409906,421961,432335,440425,446286,449752,451281,451602,451103,449382,446922,443537,438921,432966,425865,417585,408493,399069,389539,397586,406395,415721,425131,434333
NA,454,Malawi,TRUE,90887,91995,94450,97886,101711,105599,109021,112743,116670,120761,125051,128529,132204,136494,141963,148979,158034,168486,176735,183655,188469,189763,189246,187588,185727,184466,184651,185757,187717,190668,194634,199096,204674,210685,216199,220734,223900,226181,227848,229457,231341,232365,233892,235601,237049,238057,239002,240031,240651,241521,242885,244018,245742,247194,247169,245112,241278,235729,229274,223061,217684,221656,226585,232160,237818,243205
NA,458,Malaysia,TRUE,99453,100897,101613,102013,102623,103625,104979,106728,108459,109522,109569,108767,107092,104965,102991,101509,100223,99773,100093,100750,101272,101221,100699,99892,99083,98418,98200,97976,97657,97109,96239,95946,95415,94634,93422,91575,90225,88353,86190,83955,81642,80793,79777,78342,76381,73983,71347,68736,66212,63853,61712,59940,58403,57095,56017,55169,54697,54450,54389,54464,54642,55279,55948,56601,57179,57644
NA,462,Maldives,TRUE,2133,2253,2413,2604,2805,3001,3170,3325,3386,3436,3479,3511,3529,3537,3540,3541,3514,3499,3487,3467,3438,3401,3353,3310,3293,3311,3346,3406,3472,3516,3522,3484,3401,3277,3115,2920,2718,2490,2244,1988,1731,1482,1239,1009,796,709,642,586,542,507,480,465,456,452,451,453,459,468,477,484,489,496,498,497,492,486
NA,466,Mali,TRUE,153405,155301,157038,158758,160805,163436,164655,166068,168262,171148,174692,176929,180138,184099,188526,193253,195549,198794,203068,208356,214617,219580,225153,231188,237526,244067,248817,254079,259734,265586,271568,276085,280777,285881,291765,298630,305001,312680,321278,330238,339260,346636,354710,363516,373087,383534,393320,403463,413781,423943,433523,440933,447641,453058,456324,456917,453773,448285,440859,431998,421999,430995,440258,449885,459938,470419
NA,470,Malta,TRUE,444,422,400,381,365,353,344,338,334,326,314,295,272,251,235,225,219,216,216,215,214,213,211,208,204,198,192,184,175,167,159,151,143,135,127,120,112,104,95,86,77,69,66,62,59,55,53,51,49,48,47,47,47,48,49,50,52,55,58,62,66,67,67,67,67,67
NA,584,Marshall Islands,TRUE,159,169,180,191,199,204,206,206,204,204,207,211,216,224,233,246,262,281,302,321,338,351,359,363,367,374,385,403,429,457,512,531,542,545,541,531,510,479,447,421,412,437,485,550,624,696,753,808,857,902,942,965,979,984,982,974,951,922,888,845,794,760,719,677,639,607
NA,474,Martinique,TRUE,550,536,535,550,577,610,608,604,603,607,611,594,575,561,551,542,529,514,503,497,490,453,421,402,398,405,400,384,357,328,308,311,333,363,391,410,400,384,369,358,351,328,308,296,294,298,308,315,320,325,332,339,347,355,359,356,347,330,310,294,287,281,284,293,301,305
NA,478,Mauritania,TRUE,20863,21628,22553,23582,24626,25632,26510,27381,27999,28622,29262,29812,30389,30991,31616,32257,32794,33381,34013,34673,35348,35904,36490,37121,37807,38553,39290,40045,40803,41548,42275,42955,43639,44316,44973,45606,46193,46764,47333,47922,48541,49207,49919,50558,51099,51532,51877,52144,52331,52442,52483,52492,52417,52264,52046,51765,51417,51010,50501,49835,48987,49981,50900,51760,52597,53433
NA,480,Mauritius,TRUE,5456,5666,5826,5866,5896,5978,6220,6411,6453,6319,6087,6107,6146,6188,6207,6182,6074,5934,5776,5621,5480,5338,5191,5047,4911,4789,4744,4699,4605,4459,4292,4112,3949,3821,3742,3711,3709,3741,3773,3763,3699,3612,3491,3337,3187,3071,3003,2970,2953,2921,2858,2772,2661,2537,2412,2297,2193,2096,2009,1933,1869,1836,1816,1806,1799,1794
NA,484,Mexico,TRUE,565204,584595,600409,613884,627298,642019,653269,666738,681845,697513,713361,729566,744479,760316,780174,805246,831668,862910,895123,921988,939697,948336,948174,941555,932604,924029,914145,904285,895194,887449,881329,874492,870129,868199,868120,869405,873572,877838,882144,886498,890663,894376,897736,899862,899464,895848,889043,878295,864481,849017,832926,816599,799522,782295,765575,749628,734497,720245,705931,690130,672063,671111,668595,664871,660605,656218
NA,496,Mongolia,TRUE,1947,2047,2130,2210,2310,2442,2591,2773,2970,3150,3295,3407,3483,3538,3598,3680,3771,3882,3998,4098,4170,4201,4216,4221,4227,4245,4283,4326,4369,4442,4567,4752,5001,5269,5480,5582,5577,5463,5274,5068,4882,4697,4533,4389,4261,4148,4044,3970,3935,3954,4036,4190,4394,4649,4952,5295,5664,6075,6487,6833,7071,7138,7085,6948,6790,6649
NA,499,Montenegro,TRUE,2891,2938,2966,2983,2999,3021,3033,3057,3086,3102,3097,3070,2940,2797,2659,2536,2420,2331,2262,2200,2136,2042,1939,1834,1737,1653,1586,1531,1481,1427,1363,1295,1217,1131,1045,963,886,817,755,695,633,564,497,433,406,384,363,343,326,312,301,293,288,285,283,280,278,276,275,274,275,271,268,265,262,259
NA,500,Montserrat,TRUE,11,11,11,11,11,12,12,12,11,11,11,12,12,12,12,12,12,12,11,10,10,10,10,9,9,9,8,7,6,5,4,4,3,3,3,3,3,4,4,4,4,4,3,3,2,2,2,2,3,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4
NA,504,Morocco,TRUE,255717,268967,276534,283278,290024,297010,301624,305568,308936,311562,313263,311854,309853,307551,305132,302654,297971,293526,289638,286545,284314,281467,278964,277047,275956,275599,274408,273964,273398,271269,266801,259318,249766,239391,229641,221097,212372,204582,197189,189287,180430,170315,162375,154507,147572,141979,137132,133457,130634,128139,125671,123204,120673,118350,116603,115550,114800,114616,114617,114207,113045,113354,112876,111867,110737,109730
NA,508,Mozambique,TRUE,228608,234580,240817,247314,254164,261450,268432,275886,283388,290550,297246,299847,303060,306817,311053,315688,315645,317645,322331,330052,340846,348922,356755,363581,368765,372296,378373,384339,390152,395690,401001,405536,410134,415070,420958,428215,435706,444890,455385,466683,478471,489936,501853,513480,524680,535299,544223,552485,559705,565421,569351,571030,570949,569175,565854,561055,554193,546103,536672,525767,513381,524192,534896,545680,556868,568664
NA,104,Myanmar,TRUE,302062,312699,319939,324840,326152,328263,330355,332902,335986,339616,343785,347997,352924,358204,363347,368061,371224,374399,377417,380081,382327,383015,383161,383370,384333,386278,388096,390536,392598,392718,389988,382410,372826,362135,351562,341901,330150,320525,313212,308087,304772,302392,300128,298201,296953,297304,297488,298118,298308,296745,292716,286336,277865,268022,257899,248206,238930,229983,221533,213720,206606,205141,204404,204205,204210,204191
NA,516,Namibia,TRUE,4317,4402,4476,4540,4603,4667,4702,4755,4825,4905,4992,5056,5125,5214,5342,5520,5767,6020,6259,6458,6607,6739,6841,6916,6968,7003,7050,7079,7092,7096,7096,7113,7142,7184,7233,7286,7319,7359,7396,7416,7411,7351,7262,7150,7076,7003,6912,6833,6763,6704,6657,6634,6620,6625,6666,6750,6872,7037,7222,7393,7528,7655,7743,7801,7850,7901
NA,520,Nauru,TRUE,64,65,66,68,70,72,73,75,76,77,78,78,78,78,78,79,79,80,81,83,83,84,84,84,84,83,82,80,79,77,76,74,73,72,71,70,70,69,67,66,64,63,62,61,60,59,57,55,53,51,49,48,46,44,43,41,40,39,38,37,36,35,34,33,32,32
NA,524,Nepal,TRUE,379291,388573,388810,386612,384278,383294,381917,381627,382269,383628,385659,386936,389317,392465,395996,399756,402611,405851,409398,413247,417408,421163,425422,429991,434703,439434,443398,446801,449314,450704,450933,445857,440780,436576,433642,431994,429984,427599,424820,421631,418136,411353,404014,395959,386503,378165,369313,358313,346009,333314,320721,307181,293814,280421,266534,252095,236979,221333,206202,192816,181750,179679,179129,179698,180518,181030
NA,528,Netherlands,TRUE,32040,31527,31273,31191,31149,31065,31034,30987,30872,30642,30276,29841,29276,28574,27727,26739,25712,24570,23337,22061,20791,19616,18461,17368,16396,15578,14983,14532,14181,13869,13557,13275,12974,12649,12297,11921,11602,11242,10826,10354,9838,9376,9115,8858,8629,8446,8304,8223,8176,8124,8045,7966,7864,7753,7658,7598,7593,7621,7683,7781,7920,7928,7957,7998,8038,8069
NA,554,New Zealand,TRUE,6875,7035,7234,7465,7690,7877,7916,7955,8024,8114,8198,8156,8077,8014,8001,8028,7942,8106,8316,8540,8730,8792,8805,8823,8891,9010,9024,9114,9334,9691,10139,10598,11056,11504,11945,12378,12781,13209,13583,13882,14097,14287,14438,14558,14657,14734,14706,14627,14538,14497,14534,14654,14860,15099,15277,15335,15310,15173,14957,14717,14486,14496,14523,14562,14597,14620
NA,558,Nicaragua,TRUE,28367,29876,31197,32307,33270,34141,34777,35308,35795,36336,37008,37711,38541,39511,40629,41903,43202,44661,46230,47838,49443,51078,52661,54213,55782,57397,58988,60599,62161,63574,64779,65713,66426,66955,67354,67664,67874,67950,67918,67806,67635,67339,67000,66557,65938,65158,64333,63328,62219,61110,60057,59106,58200,57263,56176,54876,53496,51918,50191,48383,46537,46326,46103,45858,45570,45228
NA,562,Niger,TRUE,180242,183696,189087,195877,203263,210828,216991,223716,229471,235535,241963,246634,252024,257825,263797,270003,274265,279290,284995,291505,299104,305963,314052,323027,332636,342874,351557,361495,371979,382213,391974,399334,406902,414976,424243,435291,446406,459543,474545,491244,509561,528067,548515,569381,590147,610372,628788,646496,663263,678898,693224,704812,714872,723033,728894,732216,731870,729017,723571,715493,704832,730582,757371,785194,814071,844025
NA,566,Nigeria,TRUE,1020928,1043184,1069083,1098354,1130414,1164781,1197045,1232568,1269823,1306923,1343029,1371988,1402171,1435219,1473547,1518634,1564337,1617230,1676043,1738671,1803651,1846552,1891554,1937626,1983280,2027380,2062260,2097125,2131203,2163090,2191789,2209065,2225670,2242638,2260913,2280698,2293065,2309184,2329799,2355258,2385199,2412978,2445871,2484334,2528644,2573783,2611382,2650367,2688645,2722652,2749525,2764302,2771826,2773258,2769858,2761438,2742197,2718390,2688824,2651373,2604677,2658995,2711319,2762953,2815592,2869933
NA,578,Norway,TRUE,8599,8413,8289,8203,8109,7985,7849,7688,7520,7373,7259,7185,7129,7070,6982,6846,6670,6459,6215,5940,5638,5328,4996,4661,4354,4091,3885,3712,3566,3437,3321,3232,3150,3069,2983,2889,2799,2697,2585,2459,2318,2171,2107,2043,1979,1917,1886,1854,1823,1800,1788,1799,1823,1854,1883,1907,1943,1975,2006,2047,2102,2119,2144,2172,2196,2212
NA,512,Oman,TRUE,7162,7416,7715,8050,8403,8761,9132,9496,9864,10248,10654,11073,11529,11999,12450,12874,13216,13494,13772,14169,14783,15372,16245,17420,17885,18236,18708,18721,18300,17543,16573,15831,15031,14168,13231,12207,10960,9594,8166,6734,5342,4811,4306,3831,3401,3032,2879,2770,2691,2626,2569,2544,2519,2500,2496,2514,2584,2675,2776,2871,2950,3017,3056,3072,3072,3060
NA,586,Pakistan,TRUE,734329,760612,794967,835175,877545,919824,963266,1005909,1047583,1088912,1130481,1174644,1198678,1219806,1237227,1251068,1261033,1269455,1277267,1286079,1296949,1303687,1314877,1329544,1345866,1362824,1379046,1394163,1409426,1426733,1446483,1464129,1483884,1501887,1512270,1511855,1501245,1480021,1451894,1421725,1391803,1357115,1324104,1290485,1265027,1235250,1201172,1163989,1127923,1098823,1079564,1068205,1064647,1065992,1067812,1067271,1063976,1058887,1051455,1041062,1027377,1038199,1045565,1050183,1053172,1055235
