"Country letter code","In union","ISO code","Country","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030"
"",TRUE,68,"Bolivia (Plurinational State of)",115421.635,118143.296,121323.368,125046.62,129291.654,133874.941,138724.88,143549.3062,147873.985,150734.87,152693.898,154499.6828,155988.8845,157670.145,160469.376,163815.134,167052.9795,170584.9317,174391.86,178867.8105,183377.876,187914.6495,192467.457,196978.15,200201.826,203437.4062,206756.044,210192.0068,213931.575,218103.5938,222719.102,227700.099,233734.556,239994.6412,246577.248,253434.7628,260433.187,267667.7715,275103.25,281054.2256,286831.5,292594.565,298156.54,303568.5938,309037.7712,315008.9219,321613.5,328712.5277,336540.3032,344663.6356,352540.135,360031.0552,366548.713,371925.9145,376247.7509,379298.7852,381455.6568,383416.2926,384902.3727,386764.2,389516.0147
"",TRUE,70,"Bosnia and Herzegovina",127249.4448,124549.0128,119157.9984,112173.8112,105036.9552,99567.9648,96618.8304,97305.0192,101173.4496,107299.08,113867.1216,120572.2368,126317.016,131755.6368,136564.704,141668.4384,145391.5872,148217.6016,149354.4096,150254.8272,150714.4752,151605.864,152712.3024,129434.4144,117770.8464,106200.8496,108975.9744,114486.8256,116086.5648,115339.6368,115051.536,115376.5728,117075.6288,118669.6224,120484.4112,121312.5984,123848.0496,125657.2342,124925.7264,122497.3669,118801.6403,114403.344,109640.0427,105090.4166,103670.304,102458.6745,100283.6661,97912.2221,95357.6721,92795.8897,89564.298,86801.1193,83989.2109,81238.6309,77090.4588,74486.532,73318.0018,73002.2496,73868.5295,74977.1111,74040.8012
"",TRUE,72,"Botswana",11698.9906,11617.3376,11666.8618,11858.0179,12122.2049,12438.2104,12801.774,13208.6867,13643.1395,14144.533,15199.2897,16371.9406,17583.764,18713.7432,19942.1801,20785.1064,21645.3802,22577.9925,23590.381,24611.422,25644.4627,26657.6671,27621.4091,28697.1564,29761.3927,30805.4949,31834.1896,32783.4037,33649.3639,34377.1989,34968.3773,35461.6083,36022.7638,36541.1349,37295.9262,38385.4114,39838.9758,41665.1307,43738.374,45944.8711,48190.795,50444.719,52646.7639,54635.8408,56378.8744,57855.0064,59072.3249,60077.8735,60852.8071,61393.2422,61739.1405,61953.4612,61932.2555,62267.6827,62770.3534,63384.7913,63800.7265,63992.6916,63947.4117,63975.7838,64192.4981
"",TRUE,76,"Brazil",2362155.4656,2419633.9627,2478397.9963,2538571.1938,2595761.2947,2653520.5076,2714968.1638,2790167.5706,2885250.2487,3005747.0568,3160892.6719,3323271.6274,3479639.2987,3627219.2182,3763408.8618,3878405.8992,4000952.0368,4127963.7098,4262295.9826,4401951.9262,4543550.1792,4685853.1342,4826135.3054,4961429.8122,5088901.6714,5201376.5405,5291806.9532,5360101.9079,5407670.0173,5437313.9059,5466801.9444,5473339.7659,5491241.7739,5525011.2738,5574595.257,5622975.5267,5675831.9162,5738677.2838,5809602.4789,5886042.8964,5975496.6357,6065754.0809,6149228.1042,6219122.9162,6268431.1421,6291889.8713,6287320.2239,6257420.4705,6208368.3545,6139210.6792,6057420.6489,5968114.2917,5879316.0162,5784408.646,5712938.7971,5653376.7365,5617064.5537,5588214.0506,5576746.8489,5560432.904,5531997.9983
"",TRUE,84,"Belize",2482.354,2464.0584,2452.8373,2425.0496,2389.592,2343.1044,2329.6542,2335.0996,2374.5661,2443.3598,2554.6364,2701.0885,2907.4122,3122.6754,3323.4466,3509.064,3678.0563,3847.0353,4029.8664,4223.8993,4406.2899,4590.8705,4797.6392,4933.6431,5052.2893,5220.2489,5419.4907,5653.4675,5920.8788,6170.7557,6382.4486,6663.9988,6980.9661,7309.4714,7625.4082,7926.3322,8199.5904,8440.2666,8687.4877,8937.3466,9196.9728,9507.6506,9857.013,10242.9291,10660.0531,11082.1851,11485.4686,11856.9102,12221.824,12584.751,12952.6785,13272.127,13613.7303,13928.839,14221.2087,14497.0285,14726.2571,14899.9437,15059.771,15227.9765,15394.6342
"",TRUE,90,"Solomon Islands",4253.6364,4308.5996,4328.352,4366.1392,4431.408,4528.4524,4679.6012,4880.6491,5082.8425,5286.1832,5486.3667,5662.6998,5842.7313,6015.2477,6175.9133,6321.2447,6476.2934,6652.3331,6896.1856,7191.5259,7511.5715,7891.0989,8299.8293,8699.5726,9093.7884,9532.0871,9971.0014,10418.3777,10876.8501,11343.8218,11830.6675,12423.9852,12980.5109,13500.1648,13982.8666,14403.1094,14729.1721,15083.7787,15470.5034,15895.5682,16345.8547,16844.3084,17344.3295,17839.7476,18315.551,18776.995,19224.8761,19654.8166,20044.4076,20414.541,20760.5038,21102.2757,21427.1419,21723.2952,22055.4311,22439.5058,22881.5564,23330.7142,23763.4133,24195.3404,24634.1055
"",TRUE,92,"British Virgin Islands",139.0851,139.9096,151.5132,165.7146,177.4778,192.4666,208.495,226.8906,245.5322,265.7403,283.467,299.4337,313.6837,317.2687,329.5858,345.3096,361.2075,382.1651,412.2315,431.8924,462.207,488.734,502.4454,506.7787,518.9841,518.2471,520.4242,514.5806,507.9795,493.216,489.4859,481.3603,480.3387,485.7415,503.5498,513.813,526.2643,546.8983,579.6133,614.3994,656.7475,661.8598,687.5575,680.7675,669.5664,657.3742,653.9838,647.606,635.2523,623.2763,621.0742,611.2969,605.8412,599.7093,598.4378,600.0608,604.6256,612.7075,622.2959,628.6737,637.6008
"",TRUE,96,"Brunei Darussalam",3103.055,3216.688,3306.1215,3352.1867,3395.9893,3436.6935,3497.4164,3616.1794,3832.8549,4148.6256,4546.1578,4975.8173,5401.3384,5803.6763,6217.712,6666.1966,7131.442,7592.8319,8056.0165,8524.1238,8990.6063,9453.0259,9780.4468,9883.1593,9919.9771,9903.5741,9892.3031,9910.0865,9972.666,10080.8952,10227.9695,10376.091,10534.1225,10690.0675,10855.2007,11039.1435,11252.1278,11496.8067,11786.1616,12114.5338,12471.1889,12831.6132,12968.4994,13075.6773,13153.547,13195.26,13226.4619,13241.5715,13246.5272,13186.4922,13054.9333,12843.2083,12563.2525,12254.3904,11987.9795,11776.3403,11657.7141,11592.9759,11512.5486,11430.4826,11438.8907
"",TRUE,100,"Bulgaria",257707.4433,250990.3846,247384.357,246776.3436,249231.1758,254871.5076,264129.2563,275690.2719,286377.8158,296417.9218,303553.7563,302684.6651,296528.3104,290823.1472,285018.9847,278282.6518,274414.8318,272501.1683,268820.0924,263827.359,259332.31,255714.3096,251757.4844,247411.8758,243912.2072,241325.0827,235024.7984,227929.9122,222200.8105,222625.09,223067.0771,224236.6623,224276.0415,222719.616,218271.0422,216717.1758,215313.8802,215359.1092,216551.1903,212207.3467,204651.5441,196634.4151,187902.1574,180258.4505,174523.3019,168796.2761,165284.8416,163599.4042,160938.144,158664.1041,155809.2832,152221.1792,144972.3134,137689.0858,129026.6144,120095.2938,110144.4097,103270.6921,95254.6388,89425.1027,88000.469
"",TRUE,104,"Myanmar",694241.5088,696533.9624,698626.9252,702221.9861,703106.683,708248.2885,717268.1258,729407.2381,744525.7877,765559.7463,804467.6405,844856.3053,885903.6321,928356.3686,973935.6035,1004446.871,1034946.0424,1064549.2876,1093085.1065,1119824.1284,1144493.4796,1167418.8746,1187814.0303,1208318.7609,1229578.9388,1252784.4966,1277579.0638,1302818.1223,1327722.3744,1351573.0389,1372002.6454,1388839.4467,1403941.4588,1416334.4553,1427033.4585,1435508.1129,1442307.5566,1448733.9711,1455436.1144,1459048.1255,1469935.2644,1481956.242,1494998.5062,1511758.0073,1531832.0947,1550318.1434,1562197.2208,1566066.1872,1558745.9261,1541478.6214,1525899.057,1517866.357,1516909.1209,1521226.0011,1529588.8363,1532451.5573,1531596.8976,1529222.5897,1524423.8461,1517601.1889,1511315.3276
"",TRUE,108,"Burundi",85686.6408,87938.574,90109.7838,84405.0528,86483.0562,89494.788,90908.6958,92697.9258,95134.6074,98136.3528,97183.3346,111851.5337,115365.9857,121962.8147,126371.6925,132690.6813,132139.4071,132101.761,133905.5279,133865.8906,134020.8255,134145.7529,134099.3768,138774.8139,101782.7267,131693.1397,130547.5669,121637.6515,120539.7627,125764.5628,129574.7065,132899.4272,140108.8461,146442.1511,154519.5719,164430.1902,174780.845,185827.3809,198461.3543,217947.2493,245030.396,262866.4714,282805.9837,303664.1141,322430.7604,338309.7731,339684.6379,341579.868,344652.8083,353780.8525,359384.3386,362572.2156,365155.8535,368141.1539,372578.4461,360637.786,363828.8977,367320.4582,367776.5539,367106.1375,386524.2057
"",TRUE,112,"Belarus",329523.062,324085.729,308683.573,284161.262,254689.127,228220.256,210088.571,205166.555,216517.433,239867.463,266142.0789,288411.9283,304151.8015,313713.0468,319983.4135,327003.4865,338012.6454,348504.8507,358739.0483,366610.5954,371885.6552,375727.0792,378913.3399,377703.2893,372544.901,361459.7991,346461.2011,329747.8808,314466.4943,302329.1153,297168.6006,294963.8586,294767.0224,294314.9735,293539.7717,291578.3112,288729.4334,286791.5728,287757.7562,291005.1765,293204.9463,296781.8685,300025.9006,306591.5601,312114.6225,316975.7943,321671.3109,328088.1723,327127.6369,323736.6231,317987.6843,307523.5175,291567.9892,277169.3599,258451.8347,239109.9914,221012.0951,205012.2801,190647.5646,181156.4926,175367.5237
"",TRUE,116,"Cambodia",189426.314,181081.4269,178837.3215,178731.3538,178554.2645,178430.1178,175042.4311,163134.7898,160731.4915,160906.9367,176912.0782,178977.124,193965.5404,207984.7505,223765.0285,234084.7065,247608.6927,263702.0589,280263.1698,292622.6607,305970.784,317191.2713,326595.78,343205.1742,356464.8345,363663.6829,370366.4191,377260.7044,383286.1544,403256.8145,406528.6253,411409.3287,414745.2964,418091.736,414149.7196,400227.9447,376412.4764,348954.5324,311658.2016,290740.7313,299466.0344,338020.1615,384372.3125,446116.2338,502974.414,545718.8203,567167.7934,586284.4912,600185.5151,609364.4347,611176.9228,612624.2384,612602.2824,610641.9622,608030.5088,604761.6021,594676.2982,576169.134,549990.1011,535406.0129,523875.841
"",TRUE,120,"Cameroon",182066.925,185029.2381,187787.6708,190469.2164,193409.932,197009.8033,201134.0619,204184.3954,206767.9398,208802.6354,208072.1464,214020.5529,218167.8721,213514.5326,216568.4088,224318.3043,231132.5927,238622.2167,246971.4858,255260.1802,264314.1072,274126.8768,284083.1182,294614.0409,305856.4522,317252.4838,328956.5658,341033.9552,353368.769,365988.7282,378686.961,391604.8136,404997.4837,418741.5676,432266.301,443174.2512,453527.7177,464424.6445,477413.0722,491329.3192,506876.4757,523686.9484,542127.3389,562067.0366,580184.4699,603054.8268,623646.8244,642474.3519,657866.8258,675167.5007,691784.0563,707595.5631,721348.896,734036.2073,746083.1508,757505.7249,767324.249,775797.6807,784176.3317,794615.5785,808376.276
"",TRUE,124,"Canada",572189.2484,589466.5495,606215.9228,628444.0495,655678.8799,683974.231,712526.6152,748780.0275,786027.3383,814285.2438,842382.967,868912.924,880377.9472,883426.7605,893961.1931,911572.201,930456.2248,949262.7496,967736.1063,985379.8557,1001221.9998,1012803.6554,1018004.3086,1018491.4344,1016637.4033,1008253.515,987358.0612,955673.1267,917630.0704,876970.0803,842458.1956,821513.7456,810016.3686,798288.0135,785536.0177,774606.9085,765720.7738,765552.33,771995.796,782475.8544,794466.2576,806784.1419,819644.4892,832269.1268,842791.3444,847262.64,849383.472,853314.1635,858847.2633,868779.7076,882880.7443,890629.8969,898396.9383,907920.4305,914703.2585,917981.1673,919920.139,921252.8514,922894.725,927958.9748,934479.1488
"",TRUE,132,"Cabo Verde",4942.6989,4995.39,5005.6545,4997.4429,5016.6033,5069.9787,5129.5128,5169.8865,5200.68,5232.1578,5268.4257,5412.854,5519.721,5664.0106,5833.2402,6024.5109,6232.2553,6447.6,6667.1251,6882.7636,7103.2084,7337.0628,7626.6869,7971.637,8345.0605,8736.8427,9083.1169,9350.1614,9558.1851,9701.7778,9790.5386,9871.5639,9945.5569,9992.5829,10034.0724,10087.3816,10153.9408,10247.7068,10387.6803,10560.969,10723.7629,11159.892,11650.8734,12175.9771,12706.437,13253.3279,13833.3789,14411.0454,14940.7157,15450.4871,15958.3352,16428.6573,16885.6296,17353.5259,17778.8778,18123.1065,18296.5481,18234.0861,17978.2458,17648.9292,17310.6981
"",TRUE,136,"Cayman Islands",281.33,290.1718,301.425,311.8744,319.9124,335.9884,365.729,394.6658,434.8558,479.0648,527.8915,567.1746,610.4637,658.4223,724.0386,782.3567,833.5298,889.755,930.7272,977.5298,1031.4577,1079.2104,1131.7344,1201.0227,1269.6025,1333.2445,1396.2163,1466.0772,1543.9627,1624.8714,1689.9148,1701.6799,1712.252,1717.0955,1711.8537,1697.4516,1670.9995,1640.9881,1631.6637,1654.0297,1704.6667,1752.929,1750.0215,1737.5942,1719.5117,1693.7111,1673.5381,1653.8072,1646.8797,1659.2351,1697.8287,1738.1092,1715.8035,1697.4066,1673.543,1634.8675,1586.7813,1521.444,1440.2358,1360.464,1280.2297
"",TRUE,140,"Central African Republic",55392.7896,55995.7716,56387.9268,56677.7052,57066.39,57621.654,58132.0118,58398.0339,58617.1133,58752.0383,60037.0353,61649.3037,63421.0178,65490.531,67850.3975,69315.3668,70683.2492,72113.1123,73578.467,75509.4882,78227.2888,80893.5107,83428.3291,85864.7113,88054.904,90349.0034,92043.0216,93892.0059,95565.6779,97307.4707,98871.6532,100228.3597,100652.3973,101432.7259,100735.1394,100075.1305,99583.8368,98310.8277,98414.9845,99615.3722,101821.412,104281.9188,104618.1406,103542.9115,102142.5268,97102.4055,97841.4184,99236.5686,100692.3889,102565.5817,105273.3393,108998.0523,109799.3221,114348.7088,119845.7608,126552.37,134479.4951,143192.2278,152601.8869,162550.0509,172891.1129
