"Country letter code","In union","ISO code","Country","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030"
"",TRUE,44,"Bahamas",4794.867,4853.9655,4831.7452,4758.5586,4676.4438,4608.4445,4574.4521,4576.8453,4630.2177,4737.8329,4905.0517,5107.6271,5373.5695,5658.6667,5942.8116,6210.9782,6462.8275,6719.7339,6948.3823,7117.6096,7191.1878,7204.9498,7145.2446,7011.8116,6870.942,6689.1187,6611.1438,6538.176,6441.7873,6331.0979,6253.9043,6171.551,6089.8932,6006.0261,5880.8547,5783.2036,5776.7054,5738.3927,5694.2665,5704.8314,5658.751,5592.1099,5552.0917,5505.7274,5444.5867,5482.7544,5565.6325,5686.1498,5892.2974,6127.4678,6281.2489,6352.9527,6418.4292,6456.2882,6462.298,6485.8855,6538.1783,6604.245,6667.2374,6734.0447,6800.782
"",TRUE,48,"Bahrain",5784.384,5778.9696,5911.7704,6143.7938,6431.5021,6796.2048,7235.9582,7766.5319,8379.4561,9054.922,9764.0813,10488.1835,11119.1375,11766.7631,12456.2784,13180.8413,13910.2896,14612.8695,15259.8693,15830.6417,16302.7956,16669.4748,16699.5506,16700.5974,16667.3774,16636.7816,16635.045,16681.6405,16800.6313,17001.8016,17235.8838,17453.2671,17604.9697,17719.3605,18342.0892,19709.3646,21281.2719,22939.0345,24623.3795,26293.3415,27901.959,26709.4201,25436.041,25427.4845,26223.1869,26919.0764,26784.025,26931.7286,27268.5342,26920.2278,25088.1058,22474.2125,20668.3975,19620.7146,18560.6684,17719.8601,17217.5685,16978.4858,17065.5484,17648.5498,18697.9973
"",TRUE,50,"Bangladesh",2141110.832,2177118.328,2196053.608,2219622.272,2222486.84,2213289.5229,2276464.1511,2364682.3107,2470303.4596,2611540.2087,2770801.8147,2911720.6067,3037411.1724,3144629.992,3236615.1409,3313153.6682,3380221.6,3439650.2124,3493323.9756,3539291.6813,3581518.2978,3624376.5211,3686152.932,3790676.596,3923410.2756,4077499.8273,4253464.0556,4433197.1118,4621694.504,4794665.1776,4959019.0098,5111417.22,5238693.5614,5340514.1328,5448721.2401,5568256.5509,5682246.6957,5772683.9603,5881238.9523,5933454.2471,6007475.5965,6088911.976,6156502.0156,6210920.6819,6280511.3455,6364826.69,6440247.5461,6515995.7656,6574573.3594,6622987.8964,6672621.1194,6729597.0631,6797732.1269,6891027.1684,6984036.4549,7052014.0565,7130766.4251,7200650.0691,7230979.2254,7243671.648,7229526.9686
"",TRUE,51,"Armenia",58369.976,53752.919,52680.2617,56165.628,64601.594,73034.727,82619.798,91206.955,98403.773,105769.992,113031.6577,119251.0367,125082.375,131315.4757,138133.842,143006.126,146210.8667,147780.0367,147170.818,144418.0427,149497.364,145613.286,140748.4233,127374.478,117120.218,107927.43,102935.502,99198.54,96947.1977,94946.7633,93173.052,91098.0225,89588.268,87453.015,87136.155,87450.8085,88416,89196.003,91014.357,93190.482,96407.892,99100.3605,101178.789,102783.7215,102829.212,102036.9315,101397.681,100507.3954,98609.6715,94010.5536,87464.9541,79276.4705,71225.2618,63675.4124,58178.9181,53876.16,50317.4175,47319.0198,44982.8846,43636.4275,43090.3994
"",TRUE,52,"Barbados",4610.6508,4794.5935,5083.1049,5432.1246,5809.1818,6123.4303,6533.1598,6937.122,7320.5952,7692.5427,8130.8206,8462.8997,8771.334,9039.5326,9246.7116,9384.6179,9445.8084,9420.7557,9313.7019,9140.3339,8923.3443,8750.8851,8585.5943,8380.5408,8132.4909,7877.8238,7678.6313,7560.5111,7592.2738,7590.8965,7530.1219,7409.0191,7260.6812,7009.1759,6856.9299,6714.3375,6586.823,6559.217,6643.7146,6752.2049,6790.7059,6788.9163,6737.016,6523.3469,6306.5033,6249.3615,6260.3132,6292.1109,6359.8165,6383.6673,6277.6808,6111.5025,5965.0159,5866.7717,5833.193,5863.6033,5921.7876,5950.7907,5927.2072,5879.7128,5813.6796
"",TRUE,56,"Belgium",242656.432,248702.1449,267919.8112,283594.2653,293474.0575,299833.8554,305660.6066,302568.7923,301207.6328,300058.0507,301199.3472,303147.2684,305992.6215,308236.5188,310884.9312,313496.4195,314078.6273,315462.0738,315001.2129,314703.7743,313683.754,311474.3268,306358.8257,300276.5367,291995.2442,283425.2897,277474.2635,273169.3652,269333.1909,264513.9214,258112.5125,250355.9531,240931.1251,233901.7018,229662.6786,227524.3114,227428.4368,226674.1333,224657.7051,221252.9741,217156.5639,212079.2064,207433.3145,203771.6102,201548.4477,199876.1849,199176.2063,198284.3417,196901.2444,193858.701,189379.0728,184143.473,178966.9384,173275.2494,168518.8675,165295.567,162968.5432,160412.4378,157709.5177,155961.1944,155260.4043
"",TRUE,60,"Bermuda",1522.6827,1628.3023,1662.0419,1678.1782,1670.8435,1658.3745,1656.1741,1684.7794,1745.6574,1819.7378,1898.9525,1913.8856,1902.7628,1891.2556,1884.9243,1877.3695,1863.8892,1866.0326,1870.6326,1879.4859,1875.1528,1843.1148,1762.3579,1659.5014,1555.4345,1469.7778,1428.42,1406.4522,1390.5923,1356.8349,1297.9834,1196.7844,1107.8077,1037.7086,991.5987,976.5944,977.8794,975.5132,977.0991,976.4365,946.4559,892.5589,851.7992,817.5518,787.0022,749.4767,722.3696,690.3119,641.8587,593.1591,557.3204,536.4963,525.42,540.2597,563.703,602.1165,631.1716,648.0155,654.4971,650.8702,636.1469
"",TRUE,64,"Bhutan",9199.0735,9537.5171,9886.4114,10221.6394,10406.5373,10593.043,10601.082,10604.2977,10626.807,10800.4502,10962.8388,11290.8317,11628.4714,11971.7384,12328.6717,12697.6637,13089.1649,13500.7638,13938.8915,14408.3714,14912.4192,15360.1937,15623.8742,14426.8612,14535.3882,14761.2852,15233.1769,15709.0881,16205.9007,16809.6326,17286.3477,17801.6502,18375.6376,19010.7218,19706.0988,20472.2193,21137.7497,21799.9853,22445.3955,23031.6849,23551.1304,24052.1308,24586.6119,25199.9108,25911.0945,26618.1277,27148.2281,27465.4275,27646.8808,27476.234,27057.5015,26479.7143,25815.1344,25190.2582,24703.7596,24391.1794,24256.6364,24274.6809,24365.6406,24425.2475,24353.7457
"",TRUE,68,"Bolivia (Plurinational State of)",128122.2371,132725.7217,137380.7435,141593.9096,144474.6875,146564.9757,148584.0213,150180.3216,151995.0769,154870.016,158234.0153,161433.7586,164828.5973,168429.0135,172606.2654,176781.9457,180965.7439,185150.8592,189328.2866,193061.9836,196851.6216,200691.7387,204575.4155,208598.0918,211659.5122,214979.9584,218615.2527,222688.7817,226954.9507,231507.8616,236392.6257,241406.8344,247513.5466,253797.9938,260037.954,266141.5676,272299.5577,278330.3771,284277.356,287719.416,291582.512,295964.677,300810.563,306202.1235,311760.614,316963.0635,321561.367,325106.8045,327478.4265,328828.0931,329093.9676,328848.6768,328442.8669,327846.0934,327684.8723,328343.6461,328757.1758,328552.5076,328643.2501,328647.8245,328232.4657
"",TRUE,70,"Bosnia and Herzegovina",85003.9305,82902.1755,83727.7173,87111.1983,92291.8521,97834.2834,103477.3233,108247.2735,112629.2604,116407.5957,120316.86,123160.7757,125458.9242,126526.3401,127520.0223,128236.6863,129393.6852,130876.6284,132192.8094,132464.3148,131884.0926,130438.3608,127976.2065,98635.0176,84887.4726,72342.4071,78904.0173,89995.0818,96615.2655,100795.3461,106316.4153,111036.0612,115725.3867,118620.2958,119675.3079,117072.5772,115475.9325,113096.6652,109050.4396,105051.324,100938.9653,96460.2085,91885.4253,87663.1775,85174.6879,82051.9194,79371.0177,76704.1529,73109.9334,68354.6532,65153.8765,63272.6898,62030.6006,62749.1402,63676.7498,62872.1022,60601.2422,57624.2427,54743.5027,52816.5162,51766.7716
"",TRUE,72,"Botswana",11458.7381,11377.5816,11458.7949,11734.5,12128.0144,13029.291,14047.2006,15144.282,16331.129,17591.3873,18497.7235,19403.2164,20308.679,21168.68,22031.8271,22899.345,23749.5039,24567.2097,25342.2945,26163.1953,27024.2688,27929.8403,28826.8739,29608.3999,30276.0265,30830.4182,31299.3846,31726.0619,32207.2503,32818.372,33625.6961,34631.548,36368.3672,38339.4078,40402.9467,42482.1515,44560.7255,46559.3963,48426.1427,50084.9056,51553.1613,52836.21,53905.6789,54720.3435,55385.5595,55837.1977,56119.902,56288.6644,56616.5345,57041.5431,57551.8936,57874.2483,57910.6532,57834.6576,57799.765,57910.0988,58497.4705,59537.0726,60757.826,61956.3211,63237.6812
"",TRUE,76,"Brazil",2426939.0084,2481568.3057,2548378.4126,2632477.8808,2739814.1978,2877806.3902,3021405.1686,3159932.8393,3292318.5997,3413811.0002,3516459.0415,3626220.805,3738659.4058,3856816.2916,3979470.3702,4103045.1423,4226907.9362,4349961.9709,4468079.4254,4579886.4322,4678216.9464,4758166.0412,4815529.7123,4854770.3473,4877895.3475,4901792.6503,4935365.3186,4979432.7799,5038724.7829,5114326.2531,5188856.113,5227555.012,5275265.1671,5330032.9955,5388149.4023,5458326.9263,5524161.5317,5582977.2029,5628521.2526,5654839.0354,5658073.9688,5639619.1226,5595813.2765,5536547.7349,5458435.5379,5372411.1495,5277282.3707,5187673.9816,5088962.9226,5007729.4301,4932851.964,4878081.2349,4827608.1705,4792234.8983,4754113.3328,4706252.0656,4642187.7372,4572247.4478,4485761.6668,4383300.4493,4297551.1506
"",TRUE,84,"Belize",2919.0864,2904.781,2911.3879,2935.7327,2985.5211,3062.8609,3204.3697,3356.6474,3516.7767,3661.9745,3806.2864,3952.2349,4160.734,4390.7446,4623.3211,4847.546,5090.6133,5318.5762,5496.1437,5618.0311,5710.159,5751.1305,5802.3509,5864.2989,5915.1432,5973.4045,6118.1452,6365.771,6640.0125,6897.3627,7148.3223,7450.7385,7695.6102,7952.2371,8205.999,8439.2395,8673.9376,8952.1259,9276.9684,9637.5933,9999.3452,10377.8097,10733.6638,11086.8955,11442.7071,11804.841,12168.9086,12538.5934,12879.0565,13189.1156,13480.3903,13658.9438,13807.7473,13946.0603,14103.4761,14256.5102,14395.9189,14500.7763,14538.6097,14502.4905,14411.332
"",TRUE,90,"Solomon Islands",4620.2796,4695.3864,4815.7188,4958.664,5116.146,5284.9344,5439.186,5605.3027,5756.5981,5897.9442,6023.7347,6157.3254,6303.5136,6515.2269,6793.8883,7096.86,7459.2856,7853.0164,8233.2316,8602.3606,9009.0693,9415.0154,9830.5451,10256.4249,10684.68,11150.223,11672.7716,12167.3998,12621.5189,13042.3556,13392.08,13678.7806,13983.8501,14319.8406,14683.5157,15061.4287,15468.464,15868.4343,16255.8681,16625.3148,16988.5627,17349.5368,17705.898,18034.2433,18346.3456,18643.028,18916.8306,19175.9079,19451.0187,19761.8256,20123.9108,20559.5025,21005.1828,21376.7354,21745.1652,22121.1969,22455.5275,22802.9343,23163.0997,23508.8118,23815.6072
"",TRUE,92,"British Virgin Islands",169.052,178.4544,195.1625,209.4979,224.6204,237.4365,250.4226,262.3694,265.1261,273.4578,282.0092,290.7555,302.4262,321.7557,329.1362,344.0264,360.3586,374.467,384.4213,404.6901,414.8567,427.3021,425.0002,413.6475,393.7121,383.4306,372.2752,362.0212,346.2487,334.4283,316.8627,301.5426,309.0319,331.7725,355.8485,384.0329,413.1677,434.7953,451.0674,459.0836,458.2649,439.2914,444.9651,426.1591,410.8029,407.0967,399.2446,399.9951,404.105,408.2048,415.7079,426.2796,431.9594,436.9014,441.0932,446.4679,456.594,459.2851,464.7538,468.2095,472.0352
"",TRUE,96,"Brunei Darussalam",3175.2637,3292.0902,3408.9232,3562.3074,3791.407,4087.2755,4419.5368,4764.9028,5121.3703,5486.9877,5879.3001,6286.3183,6649.3944,6950.5275,7242.4402,7522.3464,7793.9471,8034.8054,8231.6648,8391.1059,8522.2382,8666.3725,8731.1206,8662.8279,8616.6121,8581.3929,8529.0813,8458.8815,8394.7095,8356.4016,8364.2109,8425.8692,8542.7722,8713.5527,8925.2007,9157.491,9403.2084,9668.106,9909.0756,10103.9945,10230.5633,10301.2731,10246.461,10186.9405,10083.3716,9928.1667,9708.0444,9434.5703,9136.9581,8872.3557,8656.844,8521.0418,8439.1938,8360.9184,8285.1521,8277.7572,8277.5038,8266.331,8315.982,8354.8002,8298.6332
"",TRUE,100,"Bulgaria",250321.2764,259759.5586,271387.617,282265.4508,292456.495,299437.7282,298377.9408,292574.907,287075.5154,281371.4402,274910.374,272230.0338,271152.4846,268264.0776,264161.9476,260546.9984,255084.2058,249395.1858,243518.4689,238568.7425,234600.753,227455.5912,219730.8906,213427.2812,212660.51,211896.9585,211543.56,211180.233,209452.6226,205335.1508,203709.8486,202190.2128,201234.7579,201047.7208,196667.7381,189498.311,181787.8363,173257.9023,165392.2024,158899.1449,152471.0416,147951.2507,144912.1456,141220.0831,137989.648,134404.7529,130189.3504,123093.949,115765.3885,107432.5358,98938.223,89910.1915,83530.3202,76681.9018,71655.4976,70157.5688,70545.0127,69534.3396,70843.9759,71711.6979,70916.8197
"",TRUE,104,"Myanmar",685859.2206,700811.2408,718640.2229,738627.9098,757278.1348,793606.0834,830839.3436,869064.7266,911646.9931,952135.3166,977644.1199,1003876.5046,1028472.6323,1050401.5933,1077496.5964,1102828.6634,1126929.488,1149777.5739,1172673.2668,1196235.2385,1220347.5944,1245138.5153,1267051.9079,1287963.0113,1307644.2218,1325979.2213,1342000.6974,1358538.8275,1374268.0387,1389431.1515,1401677.2499,1411548.9187,1419983.4763,1427295.8284,1433863.456,1442391.1431,1449041.1567,1454288.9532,1461938.3723,1469605.9205,1480395.4924,1488059.4664,1491203.625,1485895.1609,1471581.3715,1457499.7406,1447574.5102,1442534.84,1440765.4447,1441983.9514,1438438.6889,1433339.5234,1428191.5204,1420745.0823,1411256.9651,1402097.3284,1395172.8387,1392814.0291,1396541.8822,1397791.1113,1395115.5307
"",TRUE,108,"Burundi",102243.1374,104913.9678,107425.272,99390.5787,101861.5902,103952.6991,108833.0496,114275.031,121019.5356,128224.5282,133022.6793,147513.9866,146764.6075,150158.4304,150619.3225,151886.7359,150159.9263,148991.2066,150850.2727,150471.2025,150502.5311,151793.6707,153441.0471,161015.0073,114339.7619,158263.3809,158447.4881,148830.9747,149705.0641,156447.0271,160650.3228,166142.0507,175971.9291,184950.2734,201176.2982,219494.1967,235390.0858,254767.6402,273216.9015,295204.7235,322559.92,334696.4557,338948.7506,345432.7779,348785.0331,351097.3753,336202.2766,329450.182,324842.949,330862.3162,318988.1654,318965.4096,318916.1748,317389.2956,314987.4497,329927.1217,335457.204,344011.9455,359707.356,378537.7135,398692.4264
"",TRUE,112,"Belarus",224748.6,206785.245,201249.195,210047.59,230130.175,254260.84,275319.54,291399.135,302120.535,309646.39,316939.2906,327985.0906,338443.2413,348499.5803,356039.786,360768.1375,363867.3853,366726.2833,366078.4666,361798.9623,351747.4895,337741.7613,321790.696,307238.7641,295638.7582,290551.4586,288659.5078,288840.5436,289062.9274,288644.5477,287177.1615,284733.7142,282820.4308,283022.0484,285435.498,286679.146,288770.1127,290231.2581,294454.4714,297847.9067,300663.1594,303444.435,308049.0048,306180.0715,302175.2288,296190.3166,286343.0524,271783.9794,257279.0888,241344.9887,224384.4806,208165.7662,193450.7392,181387.8592,171678.5484,165624.7236,164523.5978,164169.848,164586.7513,164186.0386,164518.6358
"",TRUE,116,"Cambodia",209018.25,197480.9488,195137.5815,196436.7232,199756.4873,206244.2252,209527.801,203414.6795,208417.365,213842.3895,234679.2211,236673.5322,255073.8826,270379.7804,285897.771,293518.5669,301431.208,309490.5756,315739.7392,318322.2788,325655.1498,333581.3415,341445.346,360697.2089,375659.8204,379332.8088,383565.6238,387002.5895,389900.7413,397323.2539,383322.7303,360084.6021,333536.7313,297821.5774,278382.472,286728.5954,323296.6451,367571.5128,426730.0878,479999.6324,519372.6758,539151.0573,556772.1707,569582.8301,578048.627,579399.3487,579836.0985,580413.8758,578331.7688,574837.9695,569969.4378,560295.6673,542295.1287,517436.3055,503356.3376,492123.1646,485474.9633,486993.9546,497839.3698,499135.1974,501509.3907
"",TRUE,120,"Cameroon",203639.7816,207770.868,212114.2032,216130.5372,218499.786,218668.032,220766.3616,221398.3469,222833.8773,228068.9518,235396.473,248350.2635,258815.4468,256755.2425,263069.1594,272513.7885,282569.495,293125.6699,304299.6657,315091.6671,326585.9179,338698.1843,350781.2475,363262.1137,376245.7339,389312.3707,402747.4811,416468.9097,429977.6798,443663.6604,457038.9504,470236.2737,484258.0821,500184.8598,516571.454,530407.0994,544568.7564,560364.5128,578444.732,594443.0538,609454.9187,624605.2714,639002.6251,652839.0419,667805.7284,689344.2566,706133.9939,718960.3863,726744.4601,734126.9548,740431.2496,745323.6319,748559.0808,751917.3639,757132.3307,765285.3656,775089.157,786969.6899,802301.9913,819959.2775,838389.6088
"",TRUE,124,"Canada",632110.1413,675384.78,715689.5669,751278.4344,777266.429,801183.1842,821177.9197,830151.3693,832881.1443,839209.7101,850280.7267,861062.9639,873387.2148,886850.9287,892259.9082,891058.717,889212.3507,889002.7597,889215.8083,891558.9794,886798.5828,860266.9631,823271.5498,785121.9026,745251.8094,710525.8933,685851.0662,668003.8937,650886.9636,634498.792,619791.7445,607489.7306,599420.2161,594594.2603,591867.1229,590887.2148,590658.3368,596675.8275,603783.6079,611772.8904,618149.8283,619872.5456,617775.1656,613760.3734,609503.9468,605719.1356,603995.15,607309.837,614285.857,621663.8895,625038.608,621526.5623,617827.5756,617073.9885,619104.1511,622516.8262,624164.1504,620797.1296,615284.2812,608679.5445,600493.3612
"",TRUE,132,"Cabo Verde",4817.776,5018.28,5136.992,5206.288,5292.056,5395.432,5547.088,5693.632,5823.136,5941.848,6071.92,6335.2854,6550.0829,6773.0956,6986.7451,7176.3298,7332.8444,7488.581,7653.1461,7823.6984,8026.1822,8226.6998,8411.1664,8587.4975,8720.2538,8815.1454,8927.3265,9087.6536,9274.7018,9500.1964,9769.6656,9964.8257,10174.2719,10413.639,10691.8114,10972.9553,11244.0272,11488.7404,11708.3079,11908.388,12130.288,12625.8457,13122.5557,13575.964,14011.2446,14444.0831,14841.157,15229.2786,15625.2252,15981.1699,16259.8133,16383.6463,16293.3774,16030.5581,15698.1676,15358.594,15040.8345,14749.3297,14501.4476,14280.4275,14080.1296
"",TRUE,136,"Cayman Islands",208.4969,222.3547,236.2125,258.259,284.0849,318.7294,354.0038,394.3174,432.1114,473.6848,501.2755,528.9996,564.226,593.9458,627.3593,666.767,708.4334,744.012,787.7003,823.0052,836.2842,858.3661,889.0172,925.1952,967.8532,1021.2174,1083.8868,1142.0271,1182.2909,1196.6101,1173.535,1118.793,1063.8329,1021.5107,1006.7362,1023.2654,1062.716,1121.9334,1177.8232,1219.315,1232.4336,1213.0507,1152.4896,1095.1362,1061.1733,1059.203,1073.9886,1110.2674,1155.608,1196.9725,1218.3883,1224.58,1172.3566,1101.572,1033.5157,964.8904,903.5781,855.2971,816.42,789.2019,770.9861
"",TRUE,140,"Central African Republic",60933.2792,62035.6127,62965.6274,63659.9708,64181.1507,65805.5088,67480.4657,69506.3463,71821.8341,74416.3759,76078.6319,77638.6516,79267.3598,80925.2533,82626.9257,84326.6475,86037.5206,87713.4577,89365.2851,91155.5336,93296.4035,95248.3831,97191.8306,99163.8973,101236.824,103380.9397,104591.1111,105950.6411,106973.3812,107636.6652,108325.8689,109074.8716,109287.639,111533.1573,113376.5206,116396.4798,120749.8704,123394.9735,127015.3736,130755.0401,134566.3836,137446.0782,137177.9346,135263.5831,133205.9848,126232.1047,127625.6228,130193.6582,132477.025,135911.0359,141556.2145,149194.0281,152835.1369,162013.554,171860.5998,182187.5227,192463.3401,202381.5138,211681.792,220838.1271,228929.5453
