"Age..range","Catalog.ID","Note.on.data","Note.on.methods","Note.on.country","Note.on.population","Contraceptive.use.ANY","Contraceptive.use.MODERN","Contraceptive.use.TRADITIONAL","Unmet","GEO.biases..unknown.direction.","Non.pregnant.and.other.positive.biases","Negative.bias","Population.type","age.cat.bias","Modern.method.bias","Folk.method.positive.bias","Absence.of.probing.questions.bias...1","ISO.code","Country","Start.year_Year","End.year_Year","Start.year","End.year","Source.name","Data.series.type","EXCLUDE1isyes","SurveyID","SE.logR.modern.nouse","SE.logR.trad.nouse","SE.logR.unmet.noneed","SE.modern","SE.trad","SE.unmet","In.union"
"35-39",1737,NA,NA,NA,NA,28.6104751612265,13.275981895102,15.3344932661244,31.3227806435037,NA,NA,NA,"MW","0",NA,NA,0,266,"Gabon",2000,2000,2000.49726775956,2001.08219178082,"2000 DHS","DHS",0,"ga41",0.160875984163631,0.135407379849549,0.11499660794212,0.0172649033807202,0.0151777568515496,0.0211489322336849,1
"35-39",5054,NA,NA,NA,NA,29.3803730202047,17.5192040630404,11.8611689571643,24.3380419815205,NA,NA,NA,"MW","0",NA,NA,0,266,"Gabon",2012,2012,2012,2012.41256830601,"2012 DHS","DHS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",5054,NA,NA,NA,NA,36.398048563426,20.9598740204525,15.4381745429734,12.5784490752628,NA,NA,NA,"UW","0",NA,NA,0,266,"Gabon",2012,2012,2012,2012.41256830601,"2012 DHS","DHS",0,NA,NA,NA,NA,NA,NA,NA,0
"35-39",7580,NA,NA,NA,NA,45.004547,36.14457172,8.859975285,21.9,NA,NA,NA,"MW","0",NA,NA,0,268,"Georgia",2018,2018,2018.66575342466,2018.99726027397,"2018 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",5462,NA,NA,NA,NA,12.0683710309272,11.4545932575224,0.613777773404781,26.4470344053276,NA,NA,NA,"MW","0",NA,NA,0,270,"Gambia",2013,2013,2013.08493150685,2013.32602739726,"2013 DHS","DHS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",7579,NA,NA,NA,NA,21.23874475,20.50106342,0.737681327,26.8,NA,NA,NA,"MW","0",NA,NA,1,270,"Gambia",2018,2018,2018,2018.32602739726,"2018 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",5462,NA,NA,NA,NA,16.3387309646592,16.3387309646592,0,2.61334756034404,NA,NA,NA,"UW","0",NA,NA,0,270,"Gambia",2013,2013,2013.08493150685,2013.32602739726,"2013 DHS","DHS",0,NA,NA,NA,NA,NA,NA,NA,0
"35-39",5019,NA,NA,NA,NA,64.08582814,53.17343075,10.91239739,14,NA,NA,NA,"MW","0",NA,NA,1,275,"State of Palestine",2010,2010,2010.32876712329,2010.74520547945,"2010 FHS-MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",5563,NA,NA,NA,NA,73.3070099,58.953907,14.3531029,7.394127598,NA,NA,NA,"MW","0",NA,NA,1,275,"State of Palestine",2014,2014,2013.83287671233,2014.32602739726,"2014 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",7872,NA,NA,NA,NA,70.2,55.1,15.1,10.3,NA,NA,NA,"MW","0",NA,NA,1,275,"State of Palestine",2019,2020,2019,2020,"2019-2020 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",1754,NA,NA,NA,NA,25.9557344064386,13.8832997987928,12.0724346076459,35.4124748490946,NA,NA,NA,"MW","0",NA,NA,0,288,"Ghana",1993,1994,1993.66575342466,1994.15890410959,"1993 DHS","DHS",0,"gh31",0.138819786456782,0.147152535017069,0.103421625944858,0.0163686926518744,0.0154052038795883,0.0217820535104858,1
"35-39",7497,NA,NA,NA,NA,31.14226068,25.11703305,6.025227623,25.05595617,NA,NA,NA,"MW","0",NA,NA,0,288,"Ghana",2017,2017,2017.66575342466,2017.91232876712,"2017 PMA-R6","PMA",0,"PMA2017_GHR6_HHQFQ_v2_15Jul2019",0.175346643659455,0.212306654326255,0.240971557557543,0.033721442272221,0.0127802441657832,0.0321133275330603,1
"35-39",7497,NA,NA,NA,NA,13.91950996,12.36286626,1.556643706,5.6422201,NA,NA,NA,"UW","0",NA,NA,0,288,"Ghana",2017,2017,2017.66575342466,2017.91232876712,"2017 PMA-R6","PMA",0,"PMA2017_GHR6_HHQFQ_v2_15Jul2019",0.265495988388445,0.549648116530369,0.236187538223878,0.0192479770368242,0.00259080576951391,0.0176080715395627,0
"35-39",5444,NA,NA,NA,NA,28.9,24.5,4.4,25.7,NA,NA,NA,"MW","0",NA,NA,0,296,"Kiribati",2009,2009,2009.71232876712,2009.96164383562,"2009 DHS","DHS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",7823,"Figures by method do not sum up to total. Missing answers about specific contraceptive method used not assigned to modern or traditional.",NA,NA,NA,43.1,34.6,8,17.7,NA,NA,NA,"MW","0",NA,NA,0,296,"Kiribati",2018,2019,2018.83287671233,2019.08219178082,"2018-2019 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",7823,"Figures by method do not sum up to total. Missing answers about specific contraceptive method used not assigned to modern or traditional.",NA,NA,NA,23.8169574067515,19.9438311548478,3.87312625190362,3.59546676440174,NA,NA,NA,"UW","0",NA,NA,0,296,"Kiribati",2018,2019,2018.83287671233,2019.08219178082,"2018-2019 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,0
"35-39",1770,NA,NA,NA,NA,41.0359251724856,36.1543310320588,4.88159414042686,27.7055884551965,NA,NA,NA,"MW","0",NA,NA,0,320,"Guatemala",1995,1995,1995.41369863014,1995.99726027397,"1995 DHS","DHS",0,"gu34",0.113635965979254,0.197199256145461,0.0792720105063366,0.0250412607360195,0.00857707296503147,0.0177756660361001,1
"35-39",5790,NA,NA,NA,NA,68.9133821325361,54.9705665724915,13.9428155600446,10.5219902684907,NA,NA,NA,"MW","0",NA,NA,0,320,"Guatemala",2014,2015,2014.74794520548,2015.49315068493,"2014-2015 ENSMI","DHS",0,"gu71",0.0550676015778478,0.0769786168832607,0.0964690223404433,0.00815633355817319,0.0056123808891477,0.00396361231045083,1
"35-39",5790,NA,NA,NA,NA,22.2255696963029,21.7197612918324,0.505808404470533,2.38396885336917,NA,NA,NA,"UW","0",NA,NA,0,320,"Guatemala",2014,2015,2014.74794520548,2015.49315068493,"2014-2015 ENSMI","DHS",0,"gu71",0.112274045972616,0.554183792600528,0.320474471481062,0.013140329031998,0.000820341848900903,0.00591863629333314,0
"35-39",1738,NA,NA,NA,NA,3.3,2,1.3,25.9,NA,NA,NA,"MW","0",NA,NA,0,324,"Guinea",1992,1992,1992.3306010929,1992.57923497268,"1992 DHS","DHS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",5676,NA,NA,NA,NA,10.67897551,10.0863585,0.592617014,28.4,NA,NA,NA,"MW","0",NA,NA,1,324,"Guinea",2016,2016,2016,2016,"2016 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",7623,NA,NA,NA,NA,21.8108152854075,21.8108152854075,0,3.7478850103717,NA,NA,NA,"UW","0",NA,NA,0,324,"Guinea",2018,2018,2018.08493150685,2018.49315068493,"2018 DHS","DHS",0,"gn71",0.269669275270588,NA,0.602270402866389,0.0244342157841868,0,0.0146567421530988,0
"35-39",4701,NA,NA,NA,NA,46.900075575838,44.2986456683843,2.60142990745367,29.4533422221729,NA,NA,NA,"MW","0",NA,NA,0,328,"Guyana",2009,2009,2009.16164383562,2009.57808219178,"2009 DHS","DHS",0,"gy5i",0.107094182434213,0.318305011512101,0.138889400391468,0.0157162159403172,0.00535910842111449,0.0163802769842803,1
"35-39",5675,NA,NA,NA,NA,35.19974555,33.3823221,1.817423452,21.37607436,NA,NA,NA,"MW","0",NA,NA,1,328,"Guyana",2014,2014,2014,2014,"2014 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",5675,NA,NA,NA,NA,12.19052735,11.56687629,0.623651059,3.699515926,NA,NA,NA,"UW","0",NA,NA,1,328,"Guyana",2014,2014,2014,2014,"2014 MICS","MICS",0,"gywm5",0.398858983977124,1.01352002491106,0.589872153323476,0.0111086567024871,0.00100583634493999,0.0037104041022262,0
"35-39",1764,NA,NA,NA,NA,19.6563732270324,14.7358988779887,4.92047434904377,48.2299610465166,NA,NA,NA,"MW","0",NA,NA,0,332,"Haiti",1994,1995,1994.49589041096,1995.08219178082,"1994-1995 DHS","DHS",0,"ht31",0.125084130088276,0.189167920003329,0.112098269257543,0.0149271218929938,0.00872530388629264,0.0221159946356599,1
"35-39",5825,NA,NA,NA,NA,36.5926828779247,33.9648159267143,2.62786695121042,35.1236125517365,NA,NA,NA,"MW","0",NA,NA,0,332,"Haiti",2016,2017,2016.83333333333,2017.32602739726,"2016-2017 DHS","DHS",0,"ht70",0.0635037607908472,0.216450529807096,0.0854886533631291,0.00611652649991599,0.00197301283380266,0.00684714390687103,1
"35-39",5825,NA,NA,NA,NA,11.934700790622,9.73381619122093,2.20088459940105,5.65307955007557,NA,NA,NA,"UW","0",NA,NA,0,332,"Haiti",2016,2017,2016.83333333333,2017.32602739726,"2016-2017 DHS","DHS",0,"ht70",0.249696524313359,0.627005334967144,0.355226308074483,0.00831877625178329,0.0045266036906529,0.012792116246363,0
"35-39",157,NA,NA,NA,NA,47.7,40.1,7.6,15.7,NA,NA,NA,"MW","0",NA,NA,0,340,"Honduras",1987,1987,1987.43287671233,1987.88493150685,"1987 EFHS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",1788,NA,NA,NA,NA,71.928239457541,62.2824909900583,9.64574846748267,15.2170688980033,NA,NA,NA,"MW","0",NA,NA,0,340,"Honduras",2005,2006,2005.74794520548,2006.41095890411,"2005-2006 DHS","DHS",0,"hn52",0.0610889633717991,0.107409424688359,0.104794726571274,0.0047234771218004,0.00267266855465624,0.00344174422791519,1
"35-39",5056,NA,NA,NA,NA,36.2331622942677,34.6278706406463,1.6052916536214,3.5888151766566,NA,NA,NA,"UW","0",NA,NA,0,340,"Honduras",2011,2012,2011.66575342466,2012.57923497268,"2011-2012 DHS","DHS",0,"hn62",0.10037608515023,0.350187242668644,0.252651950177683,0.00568537518219748,0.00120928230047978,0.00132248012167317,0
"35-39",1789,NA,NA,NA,NA,61.0412217802919,55.4362446663933,5.60497711389864,13.0659436039265,NA,NA,NA,"MW","0",NA,NA,0,356,"India",1992,1993,1992.24863387978,1993.74520547945,"1992-1993 NFHS","DHS",0,"ia23",0.0299279964026475,0.0579673497315768,0.0384650223585037,0.00686553804177152,0.00282200042366962,0.00411492495075066,1
"35-39",1791,NA,NA,NA,NA,72,63,8.9,18.6,NA,NA,NA,"MW","0",NA,NA,0,356,"India",2002,2004,2002,2004,"2002-2004 DLHS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",5565,NA,NA,NA,NA,33.1292605344358,33.0476037926553,0.0816567417804511,0.162479164816899,NA,NA,NA,"UW","0",NA,NA,0,356,"India",2015,2016,2015.05205479452,2016.92349726776,"2015-2016 NFHS","DHS",0,NA,NA,NA,NA,NA,NA,NA,0
"35-39",1687,NA,NA,NA,NA,57.5098786505081,53.7027198102485,3.8071588402596,18.6157614959506,NA,NA,NA,"MW","0",NA,NA,0,360,"Indonesia",1991,1991,1991.32876712329,1991.57808219178,"1991 DHS","DHS",0,"id21",0.0541538664812775,0.120318531981828,0.0674689372943452,0.00845099583022002,0.00184729112658481,0.00587968538758185,1
"35-39",5994,NA,NA,NA,NA,64.83703157,62.98644102,1.850590555,16.54375415,NA,NA,NA,"MW","0",NA,NA,0,360,"Indonesia",2015,2015,2015.49589041096,2015.66301369863,"2015 PMA-R1","PMA",0,"PMA2015_IDR1_HHQFQ_v1_29Dec2016",0.0745150764198311,0.219579700966645,0.104923758504057,0.00978274016662668,0.00171713546414588,0.00633154767572512,1
"35-39",7363,NA,NA,NA,NA,1.61487930890639,1.61487930890639,0,0.948752451935846,NA,NA,NA,"UW","0",NA,NA,0,360,"Indonesia",2017,2017,2017.49589041096,2017.74520547945,"2017 DHS","DHS",0,"id71",0.375173333408745,NA,0.537748382280938,0.000780287269868035,0,0.000427388387014737,0
"35-39",5334,NA,NA,NA,NA,62.26919328,42.46878246,19.80041082,8.9,NA,NA,NA,"MW","0",NA,NA,1,368,"Iraq",2011,2011,2011.11780821918,2011.20821917808,"2011 MICS","MICS",0,"irwm4",0.0449117194163638,0.0572610243712062,0.0666344093660777,0.00392699241069661,0.00401294367149122,0.00229557562714009,1
"35-39",5586,NA,NA,NA,NA,62.72574841,44.64111954,18.08462887,13.77766406,NA,NA,NA,"MW","0",NA,NA,0,368,"Iraq",2018,2018,2018.16164383562,2018.41095890411,"2018 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",1779,NA,NA,NA,NA,11.5755779753894,4.60504472764619,6.9705332477432,38.543859086694,NA,NA,NA,"MW","0",NA,NA,0,384,"Côte d'Ivoire",1994,1994,1994.41369863014,1994.91232876712,"1994 DHS","DHS",0,"ci35",0.186286661793439,0.165286104892408,0.085462416068286,0.00700944732351871,0.00869593800505619,0.0152143721651176,1
"35-39",7652,NA,NA,NA,NA,28.00369738,21.73922751,6.264469871,31.40709289,NA,NA,NA,"MW","0",NA,NA,0,384,"Côte d'Ivoire",2017,2017,2017.66575342466,2017.8301369863,"2017 PMA-R1","PMA",0,"PMA2017_CIR1_HHQFQ_v1_11May2018",0.211348389178112,0.262962614878436,0.150724073049278,0.0279803414288924,0.0115126902579793,0.0202593179180516,1
"35-39",7654,NA,NA,NA,NA,36.75078791,30.31609127,6.434696638,6.383326367,NA,NA,NA,"UW","0",NA,NA,0,384,"Côte d'Ivoire",2018,2018,2018.49589041096,2018.66301369863,"2018 PMA-R2","PMA",0,"PMA2018_CIR2_HHQFQ_v2_15Apr2019",0.4045250478494,0.547061188257086,0.494405251281977,0.0746047825724341,0.01561736931984,0.0223808228270637,0
"35-39",1826,NA,NA,NA,NA,69.547319669484,54.5812592055986,14.9660604638855,14.5552835935112,NA,NA,NA,"MW","0",NA,NA,0,398,"Kazakhstan",1995,1995,1995.32876712329,1995.74520547945,"1995 DHS","DHS",0,"kk31",0.128206210107121,0.21855175297508,0.198568731881813,0.0114899990435785,0.012635019867961,0.0126009603450001,1
"35-39",5666,NA,NA,NA,NA,65.55464668,63.55734065,1.997306026,7.64735479,NA,NA,NA,"MW","0",NA,NA,0,398,"Kazakhstan",2015,2015,2015.70410958904,2015.87123287671,"2015 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",5666,NA,NA,NA,NA,33.27366637,31.08756388,2.186102489,5.764630779,NA,NA,NA,"UW","0",NA,NA,0,398,"Kazakhstan",2015,2015,2015.70410958904,2015.87123287671,"2015 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,0
"35-39",1727,NA,NA,NA,NA,52.2596823610387,37.7544861084122,14.5051962526265,26.8974113159702,NA,NA,NA,"MW","0",NA,NA,0,400,"Jordan",1990,1990,1990.74794520548,1990.99726027397,"1990 DHS","DHS",0,"jo22",0.0851274119483497,0.105974242979483,0.103362804149858,0.0171050481778954,0.0110317167640906,0.0151853286689575,1
"35-39",2407,NA,NA,NA,NA,63.9398802265514,47.9055619816034,16.034318244948,11.5256550178017,NA,NA,NA,"MW","0",NA,NA,0,400,"Jordan",2007,2007,2007.41369863014,2007.91232876712,"2007 DHS","DHS",0,"jo51",0.0769648608434187,0.102794360905058,0.123244400334865,0.0162276477151904,0.0116282861957904,0.00908759684647827,1
"35-39",7364,NA,NA,NA,NA,60.4466729195931,46.2990378549898,14.1476350646033,15.1632248906866,NA,NA,NA,"MW","0",NA,NA,0,400,"Jordan",2017,2018,2017.49589041096,2018.08219178082,"2017-2018 DHS","DHS",0,"jo73",0.0714163523667537,0.104261784506276,0.0993497816867933,0.0137587336401409,0.0100067838834443,0.010135864923915,1
"35-39",1823,NA,NA,NA,NA,35.922937803644,31.6157094337538,4.30722836989015,38.7232015376171,NA,NA,NA,"MW","0",NA,NA,0,404,"Kenya",1993,1993,1993.08493150685,1993.66301369863,"1993 DHS","DHS",0,"ke33",0.113859462606974,0.217833470628999,0.116882165159893,0.0128036202364388,0.00311482487845717,0.00832856512128829,1
"35-39",7720,NA,NA,NA,NA,69.49760945,67.26499389,2.094895758,14.19577128,NA,NA,NA,"MW","0",NA,NA,0,404,"Kenya",2018,2018,2018.83287671233,2018.99726027397,"2018 PMA-R7","PMA",0,"PMA2018_KER7_HHQFQ_2Dec2019",0.124013171607204,0.352641012212882,0.173422278399189,0.0179314721081277,0.00450038933304255,0.0116880557755308,1
"35-39",7720,NA,NA,NA,NA,43.48101531,39.46234372,3.283647043,3.915403965,NA,NA,NA,"UW","0",NA,NA,0,404,"Kenya",2018,2018,2018.83287671233,2018.99726027397,"2018 PMA-R7","PMA",0,"PMA2018_KER7_HHQFQ_2Dec2019",0.220981868500106,0.561424257902128,0.59959623176759,0.0235725945389116,0.0145276438763742,0.0263203982088907,0
"35-39",2921,NA,NA,NA,NA,86.1,73.7,12.5,8.4,NA,NA,NA,"MW","0",NA,NA,0,408,"Dem. People's Rep. of Korea",2002,2002,2002,2002,"2002 RHS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",7002,NA,NA,NA,NA,NA,NA,NA,3.2,NA,NA,NA,"MW","0",NA,NA,0,408,"Dem. People's Rep. of Korea",2014,2014,2014.74794520548,2014.8301369863,"2014 SDHS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",7572,NA,NA,NA,NA,87.1,85.6,1.6,4.3,NA,NA,NA,"MW","0",NA,NA,0,408,"Dem. People's Rep. of Korea",2017,2017,2017.58082191781,2017.8301369863,"2017 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",1782,NA,NA,NA,NA,69.4930776955829,59.0250560217052,10.4680216738777,9.05914597228234,NA,NA,NA,"MW","0",NA,NA,0,417,"Kyrgyzstan",1997,1997,1997.58082191781,1997.91232876712,"1997 DHS","DHS",0,"ky31",0.106733433837474,0.182640555870536,0.197056096108794,0.019776914769384,0.0136563907062945,0.00963300613848065,1
"35-39",7582,NA,NA,NA,NA,52.43297521,51.10628705,1.326688163,18.17346798,NA,NA,NA,"MW","0",NA,NA,0,417,"Kyrgyzstan",2018,2018,2018.66575342466,2018.87123287671,"2018 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",7582,NA,NA,NA,NA,2.349134584,2.349134584,0,0,NA,NA,NA,"UW","0",NA,NA,0,417,"Kyrgyzstan",2018,2018,2018.66575342466,2018.87123287671,"2018 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,0
"35-39",680,NA,"Traditional methods include folk methods.",NA,NA,42.1,37.8,4.3,40.5,NA,NA,NA,"MW","0",NA,"Including folk methods.",0,418,"Lao People's Dem. Republic",2000,2000,2000,2000,"2000 RHS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",5062,NA,NA,NA,NA,62.41595288,52.69635294,9.71959994,21.1618507,NA,NA,NA,"MW","0",NA,NA,0,418,"Lao People's Dem. Republic",2011,2012,2011.66575342466,2012.16120218579,"2011-2012 DHS-MICS Special","DHS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",7348,NA,NA,NA,NA,14.01720466,12.56060909,1.456595568,3.731745323,NA,NA,NA,"UW","0",NA,NA,1,418,"Lao People's Dem. Republic",2017,2017,2017.49589041096,2017.74520547945,"2017 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,0
"35-39",1808,NA,NA,NA,NA,42.5195345752503,40.5108317127656,2.00870286248469,34.1831878526741,NA,NA,NA,"MW","0",NA,NA,0,426,"Lesotho",2004,2005,2004.66666666667,2005.08219178082,"2004 DHS","DHS",0,"ls41",0.115964742782638,0.339383803884672,0.149294453069651,0.0184349485528249,0.00394731736305353,0.0164284743270017,1
"35-39",7583,NA,NA,NA,NA,67.08672497,66.98164198,0.105082989,13.08778593,NA,NA,NA,"MW","0",NA,NA,1,426,"Lesotho",2018,2018,2018.24657534247,2018.74520547945,"2018 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",7583,NA,NA,NA,NA,61.70225237,60.82372853,0.87852384,4.162232124,NA,NA,NA,"UW","0",NA,NA,1,426,"Lesotho",2018,2018,2018.24657534247,2018.74520547945,"2018 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,0
"35-39",647,NA,NA,NA,NA,17.6454688861681,16.2747653834956,1.37070350267252,34.174301577959,NA,NA,NA,"MW","0",NA,NA,0,430,"Liberia",2006,2007,2006.91506849315,2007.32602739726,"2007 DHS","DHS",0,"lb50",0.131075890663669,0.345721228772303,0.115624717758408,0.0177513526041936,0.00463527178959383,0.0235840404846524,1
"35-39",7832,"Preliminary data.",NA,NA,NA,24.6,24.6,0,34.3,NA,NA,NA,"MW","0",NA,NA,0,430,"Liberia",2019,2020,2019.74794520548,2020.15846994536,"2019-2020 DHS","DHS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",5469,NA,NA,NA,NA,23.3402129994371,22.4472540503535,0.892958949083627,19.5757201459956,NA,NA,NA,"UW","0",NA,NA,0,430,"Liberia",2013,2013,2013.16164383562,2013.57808219178,"2013 DHS","DHS",0,"lb6a",0.222560870566461,0.73591924271313,0.23200563968309,0.0132193434913417,0.00117090193715635,0.0145778192992253,0
"35-39",1708,NA,NA,NA,NA,21.0301351276168,8.66327391992605,12.3668612076907,40.4687767236767,NA,NA,NA,"MW","0",NA,NA,0,450,"Madagascar",1992,1992,1992.3306010929,1992.91256830601,"1992 DHS","DHS",0,"md21",0.170238322261945,0.150326937021608,0.10509219639732,0.0126271591931066,0.015854834214122,0.0215364368500389,1
"35-39",7586,NA,NA,NA,NA,51.49098368,45.61421428,5.876769399,11.14506952,NA,NA,NA,"MW","0",NA,NA,0,450,"Madagascar",2018,2018,2018.58082191781,2018.91232876712,"2018 MICS","MICS",0,"mdwm6",0.0619187014378018,0.15182842739727,0.102343355131959,0.0104365107848266,0.00609561604350735,0.00564683770503808,1
"35-39",7586,NA,NA,NA,NA,29.62757632,26.22138798,3.406188342,12.21049631,NA,NA,NA,"UW","0",NA,NA,0,450,"Madagascar",2018,2018,2018.58082191781,2018.91232876712,"2018 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,0
"35-39",1834,NA,NA,NA,NA,16.2632831668901,11.2560870342912,5.00719613259893,37.8157963597779,NA,NA,NA,"MW","0",NA,NA,0,454,"Malawi",1992,1992,1992.66666666667,1992.91256830601,"1992 DHS","DHS",0,"mw26",0.160529961853535,0.223357151715873,0.116550533004997,0.0140360775328234,0.00942067289251122,0.0228846495736356,1
"35-39",5952,NA,NA,NA,NA,66.6774281692451,64.3795006849157,2.29792748432944,18.9431516270391,NA,NA,NA,"MW","0",NA,NA,0,454,"Malawi",2015,2016,2015.74794520548,2016.16120218579,"2015-2016 DHS","DHS",0,"mw7a",0.0537882310521023,0.172675810941021,0.0826219887187693,0.00539080303969961,0.000701900549614971,0.00319136446849664,1
"35-39",5952,NA,NA,NA,NA,40.1965351927439,39.7434868927008,0.453048300043083,12.1703718942401,NA,NA,NA,"UW","0",NA,NA,0,454,"Malawi",2015,2016,2015.74794520548,2016.16120218579,"2015-2016 DHS","DHS",0,"mw7a",0.106646919499087,0.730259462937047,0.168611193510432,0.00804109172638635,0.000788833836318992,0.00674268438751869,0
"35-39",4699,NA,NA,NA,NA,43.9941360946536,35.0889287324474,8.90520736220622,24.8179538924403,NA,NA,NA,"MW","0",NA,NA,0,462,"Maldives",2009,2009,2009,2009.8301369863,"2009 DHS","DHS",0,"mv52",0.0899004323347074,0.120176848351751,0.0876208405640894,0.0185690762642313,0.00910387932746855,0.0133099438507388,1
"35-39",5953,NA,NA,NA,NA,21.2029095506145,18.3715377860108,2.83137176460371,32.0374116927277,NA,NA,NA,"MW","0",NA,NA,0,462,"Maldives",2016,2017,2016.49726775956,2017.90410958904,"2016-2017 DHS","DHS",0,"mv71",0.124288199032836,0.223238183845702,0.0994804888839504,0.0181326281491109,0.00584825743278754,0.0185632908153514,1
"35-39",5953,NA,NA,NA,NA,5.53492785134166,5.53492785134166,0,9.59601083265943,NA,NA,NA,"UW","0",NA,NA,0,462,"Maldives",2016,2017,2016.49726775956,2017.90410958904,"2016-2017 DHS","DHS",0,"mv71",0.501474105638651,NA,0.663311150145128,0.0222324737758973,0,0.0537203583630907,0
"35-39",1715,NA,NA,NA,NA,8.17259802506647,6.04263949867072,2.12995852639575,30.9020663121914,NA,NA,NA,"MW","0",NA,NA,0,466,"Mali",1995,1996,1995.83287671233,1996.41256830601,"1995-1996 DHS","DHS",0,"ml32",0.146376465204179,0.188323277353425,0.0721556628810889,0.00775361531488301,0.00339999756269989,0.0140196034813853,1
"35-39",5677,NA,NA,NA,NA,17.89533817,17.42312488,0.472213291,31.94953728,NA,NA,NA,"MW","0",NA,NA,0,466,"Mali",2015,2015,2015.54794520548,2015.80273972603,"2015 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",7626,NA,NA,NA,NA,12.0149393087729,10.5567714876341,1.45816782113878,13.1088104482984,NA,NA,NA,"UW","0",NA,NA,0,466,"Mali",2018,2018,2018.59452054795,2018.87945205479,"2018 DHS","DHS",0,"ml7a",0.410086705883065,1.00677870934323,0.371633065055873,0.0148295199169827,0.00246822235542664,0.0210610356700242,0
"35-39",1853,NA,NA,NA,NA,11.7757119218619,8.42620487261517,3.34950704924671,29.767034618445,NA,NA,NA,"MW","0",NA,NA,0,478,"Mauritania",2000,2001,2000.58196721311,2001.32602739726,"2000-2001 DHS","DHS",0,"mr42",0.190298007747087,0.258449865308324,0.108497158899987,0.0141332044971804,0.00840258996484438,0.0206206937368695,1
"35-39",2443,NA,NA,NA,NA,10.9,8.9,2,24.7,NA,NA,NA,"MW","0",NA,NA,1,478,"Mauritania",2007,2007,2007.32876712329,2007.74520547945,"2007 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",5012,NA,NA,NA,NA,12.2,10.3,1.9,31.8,NA,NA,NA,"MW","0",NA,NA,1,478,"Mauritania",2011,2011,2011.46849315068,2011.7698630137,"2011 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",1151,NA,NA,NA,NA,78.8,NA,NA,9.7,NA,NA,NA,"MW","0",NA,NA,0,484,"Mexico",1995,1995,1995.80821917808,1995.87945205479,"1995 ENPF","National survey",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",5550,NA,NA,NA,NA,80.2,NA,NA,6,NA,NA,NA,"MW","0",NA,NA,0,484,"Mexico",2009,2009,2009.49589041096,2009.52054794521,"2009 ENADID","National survey",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",7339,NA,NA,NA,NA,50.98510771,49.48268584,1.502421869,4.067709905,NA,NA,NA,"UW","0",NA,NA,1,484,"Mexico",2015,2015,2015.70410958904,2015.95342465753,"2015 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,0
"35-39",5014,NA,NA,NA,NA,64.14922752,58.27526352,5.873963999,18.1,NA,NA,NA,"MW","0",NA,NA,1,496,"Mongolia",2010,2010,2010.58904109589,2010.62739726027,"2010-2011 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"35-39",7588,NA,NA,NA,NA,56.25500357,51.68744957,4.567554003,19.01669222,NA,NA,NA,"MW","0",NA,NA,1,496,"Mongolia",2018,2018,2018.72054794521,2018.98904109589,"2018 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
