In union,ISO code,Country,MW_1549_1970,MW_1549_1971,MW_1549_1972,MW_1549_1973,MW_1549_1974,MW_1549_1975,MW_1549_1976,MW_1549_1977,MW_1549_1978,MW_1549_1979,MW_1549_1980,MW_1549_1981,MW_1549_1982,MW_1549_1983,MW_1549_1984,MW_1549_1985,MW_1549_1986,MW_1549_1987,MW_1549_1988,MW_1549_1989,MW_1549_1990,MW_1549_1991,MW_1549_1992,MW_1549_1993,MW_1549_1994,MW_1549_1995,MW_1549_1996,MW_1549_1997,MW_1549_1998,MW_1549_1999,MW_1549_2000,MW_1549_2001,MW_1549_2002,MW_1549_2003,MW_1549_2004,MW_1549_2005,MW_1549_2006,MW_1549_2007,MW_1549_2008,MW_1549_2009,MW_1549_2010,MW_1549_2011,MW_1549_2012,MW_1549_2013,MW_1549_2014,MW_1549_2015,MW_1549_2016,MW_1549_2017,MW_1549_2018,MW_1549_2019,MW_1549_2020,MW_1549_2021,MW_1549_2022,MW_1549_2023,MW_1549_2024,MW_1549_2025,MW_1549_2026,MW_1549_2027,MW_1549_2028,MW_1549_2029,MW_1549_2030,MW_1549_2031,MW_1549_2032,MW_1549_2033,MW_1549_2034,MW_1549_2035,MW_1549_2036,MW_1549_2037,MW_1549_2038,MW_1549_2039,MW_1549_2040,MW_1549_2041,MW_1549_2042,MW_1549_2043,MW_1549_2044,MW_1549_2045,MW_1549_2046,MW_1549_2047,MW_1549_2048,MW_1549_2049,MW_1549_2050,MW_1549_2051,MW_1549_2052,MW_1549_2053,MW_1549_2054,MW_1549_2055,MW_1549_2056,MW_1549_2057,MW_1549_2058,MW_1549_2059,MW_1549_2060,MW_1549_2061,MW_1549_2062,MW_1549_2063,MW_1549_2064,MW_1549_2065,MW_1549_2066,MW_1549_2067,MW_1549_2068,MW_1549_2069,MW_1549_2070,MW_1549_2071,MW_1549_2072,MW_1549_2073,MW_1549_2074,MW_1549_2075,MW_1549_2076,MW_1549_2077,MW_1549_2078,MW_1549_2079,MW_1549_2080,MW_1549_2081,MW_1549_2082,MW_1549_2083,MW_1549_2084,MW_1549_2085,MW_1549_2086,MW_1549_2087,MW_1549_2088,MW_1549_2089,MW_1549_2090,MW_1549_2091,MW_1549_2092,MW_1549_2093,MW_1549_2094,MW_1549_2095,MW_1549_2096,MW_1549_2097,MW_1549_2098,MW_1549_2099,MW_1549_2100
1,438,Liechtenstein,2932.276,2999.7761,3071.5028,3153.6566,3234.063,3315.4132,3398.6107,3500.3973,3617.1169,3733.183,3865.2274,3987.5543,4087.7718,4179.8645,4268.1043,4375.2179,4495.0353,4610.0135,4722.9525,4845.2683,4964.4549,5067.8513,5159.8698,5255.7198,5337.7738,5416.8483,5502.4215,5566.2087,5628.0515,5693.5141,5762.2637,5814.0354,5834.6119,5844.4356,5848.7019,5844.0446,5833.6451,5811.8889,5776.5484,5744.7937,5723.1871,5709.2281,5695.7949,5668.5071,5601.5493,5554.6222,5533.8537,5504.692,5466.3921,5432.6645,5436.6838,5423.5571,5393.5473,5366.6056,5344.5677,5324.2914,5304.3024,5296.0664,5280.5386,5265.5737,5253.2443,5247.4774,5238.4461,5207.1064,5176.2957,5148.693,5126.4774,5096.2067,5070.6636,5062.201,5040.6296,5021.3656,5008.7221,4988.1329,4980.2846,4970.1522,4953.3358,4937.5818,4918.0427,4897.9842,4874.8226,4883.476326,4891.985722,4900.537201,4904.816228,4892.384324,4879.754839,4880.792444,4892.14913,4895.244148,4895.355088,4892.868035,4885.808336,4886.691011,4892.003059,4908.041277,4912.092211,4901.413174,4887.998031,4869.21425,4854.945526,4844.601714,4839.461207,4833.65825,4825.972439,4819.053588,4815.4078,4813.104765,4810.488006,4806.941459,4801.216429,4794.779009,4787.95039,4782.925421,4779.541656,4774.997658,4770.484481,4765.525287,4760.145787,4754.540434,4749.42726,4744.47368,4738.194718,4732.106134,4723.53629,4714.926874,4705.984208,4695.939433,4687.917928,4678.290792,4668.498359
1,440,Lithuania,536164.4823,540520.5238,543576.476,545564.5252,547714.0586,550294.7894,552853.3348,555460.6686,557665.7407,560037.6865,563205.2591,567046.3889,570867.7639,574404.3503,578909.1803,583543.9041,587546.4548,591526.883,595455.1941,598554.2321,595328.8571,590595.6533,583480.1791,575619.2431,569716.0779,563786.8339,557557.7154,551989.0725,545195.7849,536927.7102,530234.5241,522630.5409,513463.4011,505238.6161,495525.9095,482894.8862,470681.5413,460136.2598,448770.0024,435836.535,415440.3254,393936.3372,380773.3705,370624.3119,361753.909,353294.4536,343124.9584,331490.0954,321816.9573,314584.2214,308790.8894,304947.0615,307337.7917,312943.1741,313377.1012,308351.581,302772.6859,298776.0946,295048.8995,291703.4245,288612.6005,285550.0049,282322.993,278779.9602,275185.4944,271622.9421,267713.3405,263416.8575,259353.258,255664.4894,251829.5146,247680.1919,243143.1405,238907.3273,235705.1027,232950.8922,230100.3041,227215.5297,224373.0606,221554.3467,218921.306,215416.9731,212359.3456,209444.2276,206532.2571,203615.3955,200696.9336,197808.1815,194689.833,191080.0504,187271.2623,183612.1973,179952.9838,176229.9543,172459.3235,168309.1827,163951.7441,159850.0999,155949.9148,152205.1541,148994.1698,146438.7059,144376.6667,142725.7625,141189.9576,139603.4938,137992.996,136354.3309,134712.3321,133080.1787,131456.3117,129823.0172,128191.097,126569.7852,124966.0069,123353.3932,121743.7729,120130.6582,118459.38,116752.6068,115019.4267,113244.7954,111432.3756,109600.3914,107771.6328,105913.0914,104054.3366,102251.1726,100491.408,98770.82878,97097.43392
1,442,Luxembourg,56347.6276,56245.6779,56666.258,56981.2913,57100.9084,57295.2654,57564.8638,57916.0696,58304.5064,58479.2873,58457.7129,58460.834,58524.0337,58650.3052,58770.4421,58956.8153,59343.098,59780.9097,60069.7346,60254.9545,60560.1645,61107.202,61714.7552,62242.3941,62768.1523,63421.665,63972.0686,64311.6746,64506.2216,64660.6324,65576.344,66533.3993,66659.298,66750.4644,66851.7604,67100.8265,67518.1666,67884.3594,68493.8391,69083.414,69457.4717,70175.8705,71126.744,71976.6415,72932.4395,73907.6702,74969.6227,75977.5172,76882.7483,77916.388,78699.6476,79323.1908,80646.9402,81788.0796,82012.0664,82066.3148,82079.2823,81996.7916,81814.2939,81568.693,81264.6639,80908.9329,80550.594,80209.2056,79881.2417,79603.1428,79279.7719,78938.7863,78619.4264,78319.9815,78041.1167,77825.0812,77674.0395,77564.3909,77537.9474,77552.1912,77670.1686,77896.2056,78334.8145,79026.4221,79807.9097,80028.27806,80290.22308,80528.2752,80744.75173,80922.89625,80955.71668,80815.50297,80642.51788,80468.54799,80239.67219,80021.32941,79800.47082,79469.98582,79127.96064,78832.9494,78538.28012,78227.1009,77927.40326,77606.10449,77259.89818,76912.00292,76602.65514,76266.93564,75871.07139,75498.40239,75147.87767,74814.43943,74514.93462,74247.14923,74003.98308,73784.86951,73575.76866,73413.22275,73278.91105,73136.57455,72995.64944,72843.33642,72690.03867,72539.29077,72378.10127,72185.74683,71980.77689,71766.29941,71516.1492,71264.2708,70992.0728,70663.6547,70315.52054,69960.64237,69595.80168
1,446,"China, Macao SAR",27757.189,29198.3834,32777.0639,22701.8419,11253.8439,13413.9844,15869.4551,18540.7029,21433.8594,24587.8308,27995.948,30865.8189,33040.452,35299.6147,37793.2174,40472.2659,43348.9243,46496.3297,49977.1931,53676.6365,57517.8783,61258.6138,64438.5123,67392.296,70182.1756,72551.7446,74659.9736,76570.0716,78612.5132,80460.4345,81849.0528,83210.4186,84796.6913,86748.0297,88580.8451,90065.01,91452.6517,92465.3595,93615.849,95253.3501,97211.7398,98957.0582,99756.1298,99926.4254,100328.2665,101097.8666,102356.8114,103877.8348,105246.8563,106519.8091,107800.6414,109045.9595,110180.9817,110637.3547,110120.1818,109263.5975,108646.3827,108116.0755,107048.9202,105439.8776,103788.0524,102276.1473,100400.5451,97903.4371,94962.8132,91823.2375,88600.063,85273.9033,81901.4403,78608.3872,75541.5369,72673.3878,70119.7194,67913.1776,66212.7612,65155.5454,64284.118,63199.8623,62103.773,61267.168,60423.7743,58861.84673,57338.85309,56364.46897,55878.10332,55377.20521,54795.23613,54283.96812,53703.42556,52921.79536,52261.30377,51498.57202,50405.75286,49109.37134,47577.18431,46130.55663,44601.71723,42949.49222,41450.26528,39967.2445,38591.05607,37552.14141,36771.1543,36106.06685,35465.12556,34829.11491,34239.1154,33686.77639,33175.22269,32757.8436,32379.97666,31952.20343,31538.37171,31162.35962,30774.84714,30395.7764,30094.2751,29802.94604,29466.81652,29119.48052,28793.60114,28523.91134,28232.98193,27817.6436,27367.58922,26926.99475,26497.84852,26102.54018,25645.892,25138.82301,24657.37596
1,450,Madagascar,912022.3055,943778.5097,975860.0868,1008610.654,1043010.989,1079011.418,1117393.563,1156683.329,1196965.542,1238518.38,1281528.412,1325952.908,1371913.478,1419596.323,1469259.201,1521272.853,1575828.415,1633037.379,1692968.679,1755559.173,1820892.699,1889092.209,1960130.814,2034099.116,2110761.016,2189804.622,2271142.153,2354724.347,2439973.062,2523829.969,2605872.739,2687316.037,2768478.751,2851426.656,2938060.74,3030128.522,3126969.433,3227434.87,3332416.839,3410976.601,3493047.968,3578536.19,3666902.279,3758171.587,3851902.063,3947279.104,4043970.472,4141435.866,4239338.625,4337147.601,4434178.096,4529994.415,4623967.954,4718702.829,4814505.731,4910384.394,5005319.82,5099697.86,5194323.34,5289681.047,5385255.183,5480520.524,5575952.128,5672650.981,5770832.764,5869450.554,5968412.21,6067878.516,6167761.474,6267943.059,6367317.924,6465332.661,6562582.984,6659311.226,6755043.718,6848683.974,6939666.106,7028350.936,7115447.443,7202711.261,7291981.452,7415574.123,7540046.155,7665002.166,7789734.03,7913906.934,8037095.699,8158000.382,8275767.04,8390233.887,8502838.734,8616450.922,8731429.055,8845912.143,8959340.113,9071855.3,9182291.403,9289185.116,9391380.979,9488559.064,9581909.621,9672956.918,9762329.055,9849794.432,9935129.345,10018657.97,10100374.76,10180324.99,10258731.73,10335614.55,10410873.86,10484450.9,10556492.15,10626901.45,10695427.26,10761781.78,10825815.86,10887526.84,10946765.66,11003369.23,11057181.09,11108499.85,11157441.42,11203677.99,11247313.99,11288258.07,11326577.01,11362512.06,11395994.7,11426814.86,11455121.65
1,454,Malawi,815395.5533,830293.234,846675.3027,864492.8982,883891.6261,904799.8265,927488.4636,953708.5083,983097.2398,1014800.463,1049600.275,1087283.89,1127528.409,1170441.817,1215935.593,1263520.018,1311798.503,1377610.883,1452157.461,1521515.843,1580521.303,1625971.249,1668181.607,1685587.32,1658462.533,1648396.276,1673829.301,1700546.438,1731367.536,1758568.513,1783834.018,1815312.422,1849560.554,1886739.086,1926999.49,1970959.535,2019154.643,2072852.618,2137795.169,2210672.423,2283900.872,2350096.147,2416688.585,2484737.579,2554819.515,2627035.536,2702726.525,2781993.53,2863833.897,2948823.482,3036829.927,3125500.648,3216509.566,3309924.466,3405876.568,3502484.733,3598695.256,3694249.941,3787202.859,3877257.496,3963155.787,4043273.305,4119479.516,4194944.226,4269669.57,4342632.476,4414543.574,4486802.36,4557083.753,4625744.344,4695287.361,4764364.234,4832788.999,4901579.762,4973145.613,5045723.331,5117469.472,5189045.199,5258172.318,5326707.96,5396785.896,5488230.805,5577887.296,5665343.311,5747893.839,5825379.987,5898311.046,5967147.332,6033737.184,6100499.773,6167452.026,6232745.683,6296691.74,6357956.795,6419394.533,6483604.918,6550459.349,6617658.823,6682929.024,6745437.466,6804795.994,6862209.384,6916359.196,6967000.112,7016004.387,7063787.974,7111405.527,7158282.302,7200917.625,7239717.224,7277822.232,7314798.868,7349527.57,7382653.107,7411722.287,7437904.785,7463862.155,7488864.216,7513968.615,7537704.307,7559722.625,7579889.144,7598511.875,7615669.868,7630944.198,7644704.79,7658276.667,7671342.644,7683344.017,7696310.925,7709325.644
1,458,Malaysia,1460212.208,1500621.711,1543990.326,1589540.363,1636786.638,1686792.081,1739719.094,1794578.97,1851315.527,1909793.661,1974948.883,2047015.972,2121185.46,2197214.306,2274416.543,2352495.714,2430909.536,2509487.166,2589214.024,2670758.663,2754423.291,2839193.405,2924927.283,3011938.268,3100231.822,3189699.873,3278699.336,3365518.947,3449851.156,3531237.249,3604695.176,3667537.604,3726896.757,3789466.12,3856530.039,3928175.221,4003547.443,4082219.713,4165286.44,4254207.843,4344412.082,4426921.927,4504427.947,4582510.149,4660732.036,4738082.315,4814854.302,4892198.902,4970395.612,5048935.384,5132790.397,5229327.818,5332821.948,5434967.035,5527276.932,5607950.3,5682267.436,5751153.881,5815794.537,5875088.426,5927358.171,5969210.599,6001250.908,6025805.985,6045062.951,6061536.013,6072740.765,6079952.166,6086046.316,6089327.588,6090582.254,6088723.652,6085118.529,6081859.177,6075159.895,6064769.368,6049736.583,6029550.546,6004874.5,5974436.912,5939208.943,5912959.87,5882627.668,5848507.401,5809496.066,5771546.709,5740492.688,5712046.737,5684032.018,5656602.043,5626837.415,5597230.688,5564894.786,5527793.053,5489180.224,5445845.217,5400723.653,5359748.072,5325161.464,5303484.852,5293902.763,5292644.707,5294667.873,5292785.123,5287674.129,5280953.259,5273742.359,5264890.626,5253411.595,5240124.549,5224250.361,5206717.28,5188585.242,5169036.321,5148600.359,5127623.491,5105308.341,5081948.783,5058138.927,5033792.171,5008960.801,4983824.368,4958667.963,4933360.684,4908476.248,4884540.16,4861559.903,4840029.996,4820214.901,4801821.317,4783871.144
1,462,Maldives,19355.1273,19765.5202,20232.0153,20757.6591,21317.2708,21904.1621,22547.2708,23252.9232,23726.8669,24111.802,24570.2593,25099.0505,25694.165,26354.8405,27060.5911,27778.4502,28509.8996,29278.806,30086.4819,30922.9558,31782.224,32671.4448,33605.0848,34593.2379,35648.5612,36749.7829,37866.5106,39002.5798,40165.2614,41373.9152,42753.7474,44350.5571,46060.9183,47840.4891,49673.0744,51527.4651,53415.7493,55325.9924,57236.0685,59174.9535,61110.1404,62980.4848,64770.7752,66460.794,68049.42,69600.1472,71133.8267,72611.534,74016.7615,75340.6959,76575.2614,77715.8603,78253.2455,78143.2239,77978.7556,77820.6224,77652.3186,77511.6744,77415.0681,77311.9188,77152.0263,76915.9118,76561.0255,76056.3986,75396.3015,74614.4123,73754.3859,72852.9806,71943.1019,71058.9584,70213.4448,69389.3358,68609.2407,67889.4555,67227.2439,66660.166,66218.2762,65937.2341,65852.662,65923.2203,66069.3689,66540.99813,67009.34437,67422.48803,67721.23715,67886.36738,67878.17312,67645.07597,67177.2858,66511.47764,65730.84548,64889.89832,64033.38123,63228.09416,62500.1727,61856.0378,61287.42335,60783.46946,60353.53464,60006.43664,59740.06585,59539.85992,59358.34485,59188.01035,59073.99903,59020.94252,59016.2028,59045.87192,59087.957,59150.28436,59231.44572,59309.14261,59386.39598,59452.12318,59483.67725,59480.87737,59435.59116,59350.21724,59221.58245,59057.724,58859.26277,58627.78893,58365.32098,58065.82894,57752.00682,57426.60074,57084.57379,56733.04172,56389.70929,56063.22057,55744.10232
1,466,Mali,1139531.85,1154427.05,1170067.769,1187271.143,1204852.244,1222147.311,1238488.733,1255663.594,1274341.72,1293629.468,1314527.704,1336620.277,1359593.846,1384409.497,1408885.719,1430001.04,1446828.692,1460666.449,1475154.291,1493788.535,1516688.021,1540405.038,1565588.727,1594546.412,1627989.43,1665336.968,1705008.39,1749095.194,1802677.522,1865922.512,1933845.427,2005643.976,2081944.228,2161165.266,2242780.072,2325824.804,2410415.284,2497356.647,2585628.873,2673863.865,2762076.855,2850932.995,2924837.533,3002422.901,3099583.57,3199239.036,3305791.772,3419529.174,3536804.576,3656407.77,3784523.627,3919132.205,4052508.787,4186465.609,4324048.577,4464972.815,4607068.919,4750019.642,4893566.83,5036815.615,5180661.6,5325539.623,5470926.987,5615339.857,5757552.63,5899280.667,6041104.861,6182124.208,6321609.309,6456291.034,6587851.099,6717518.7,6843922.917,6966808.934,7082955.258,7192590.652,7296562.821,7392238.13,7478241.696,7552345.311,7613656.725,7813337.093,8013004.53,8211852.324,8408733.365,8603001.973,8795589.102,8986598.973,9175684.235,9361951.403,9544530.506,9724057.003,9900187.803,10073966.66,10245680.61,10413458.41,10578238.18,10740307.05,10900379.11,11061406.03,11220419.94,11374163.34,11522910.56,11666079.07,11804336.55,11937260.46,12064628.27,12187298.16,12304472.25,12415303.1,12519937.6,12619665.32,12714455.13,12803618.54,12887645.94,12967157.76,13041897.24,13112759.5,13179912.1,13242993.16,13302870.49,13358614.76,13410121.79,13457979.1,13502649.02,13543225.01,13579445.26,13612194.97,13642405.46,13669822.77,13694231.66
1,470,Malta,44588.441,45346.5137,46041.4857,46656.6689,47193.207,47675.7363,48125.4102,48544.3711,48924.9337,49255.4602,49518.5318,49700.142,49797.1235,49816.0082,49770.7434,49711.9447,49883.6894,50252.2892,50589.0676,50885.4206,51170.1168,51477.5197,51830.8445,52088.2497,51947.6258,51532.2605,51132.3556,50726.0239,50325.5521,50014.4129,49770.0024,49612.8872,49537.369,49473.8902,49391.7219,49263.0991,49092.3611,48912.5738,48732.1452,48540.0257,48343.1743,48197.8115,48079.2782,48042.6932,48787.6477,50367.3425,52072.6073,54255.8557,57005.5624,59944.9687,62214.4876,63239.7195,63625.5679,63993.2488,64493.486,64796.9737,64607.4545,64030.7638,63426.4133,62758.2626,62033.1796,61258.8747,60330.9464,59332.3532,58322.7028,57275.7833,56236.3376,55150.6175,53942.9785,52644.2427,51404.5635,50287.3642,49257.8979,48342.4889,47593.9712,47027.3866,46630.3525,46384.6208,46252.9386,46239.5054,46278.0886,46035.0006,45892.69548,45710.19378,45462.98473,45184.46094,44868.28171,44546.36852,44167.27251,43687.11085,43174.39676,42625.23652,42038.55999,41493.85753,40971.71179,40386.63564,39749.44043,39114.25173,38477.96161,37905.30347,37395.89614,36901.36143,36446.58111,36030.1438,35639.31942,35260.56031,34869.11899,34477.31034,34118.48364,33786.55531,33476.88213,33180.50002,32911.62382,32668.46999,32439.38819,32237.07663,32041.00927,31847.76619,31677.56278,31508.47564,31316.44936,31106.14706,30888.49352,30659.68172,30400.48869,30111.70614,29817.86321,29523.05445,29215.4246,28894.4136,28568.33725
1,474,Martinique,33410.922,33396.1435,33409.93,33449.156,33572.241,33993.415,34695.6025,35061.7907,35444.1196,35859.8054,36333.6188,36872.5571,37487.7926,38256.8474,39154.0458,40094.96,41054.2081,42012.0725,42937.9601,43843.9528,45200.83,46443.52,47141.771,47780.0588,48270.3819,48591.3559,48749.7684,48838.4162,48792.4195,48023.8095,46777.0789,45594.556,44359.7995,43324.053,42459.1555,41529.9951,40677.1009,39901.538,39005.3091,37873.8602,36591.711,35243.5219,33822.4754,32348.5195,30835.2469,29283.9256,27697.7599,26036.1686,24400.7301,23266.8099,22386.856,21491.7265,20652.2556,19742.3677,18872.3105,18173.9564,17646.9053,17238.6883,16919.8113,16616.1335,16341.6495,16125.8974,15914.9,15750.1933,15641.7391,15546.435,15487.7351,15472.9611,15527.3758,15593.7814,15648.1291,15809.4645,16063.1092,16403.2597,16853.9372,17378.1568,17964.1485,18560.6637,19212.7944,19960.3406,20605.7586,20539.40234,20506.94226,20424.64941,20300.82683,20105.33922,19851.12365,19560.48477,19294.05901,19050.01684,18764.15372,18510.26434,18299.66709,18125.47364,17957.96276,17806.34922,17704.30867,17620.21525,17532.476,17449.18077,17407.72383,17398.04061,17429.63615,17384.49732,17245.1893,17137.87054,17052.70865,16988.23664,16942.65032,16909.11968,16883.00362,16855.98055,16826.52329,16792.32024,16745.63137,16685.33984,16610.50963,16518.07346,16409.38565,16285.54564,16147.25002,16000.38044,15847.34283,15690.93884,15536.79014,15389.10328,15248.01539,15115.22343,14995.78438,14887.61444,14792.62492
1,478,Mauritania,163160.2365,166724.4217,170451.4233,174345.6774,178365.5511,182522.0794,186883.2932,191307.1709,196029.2171,201051.7543,206392.6919,212076.1024,218107.6842,224472.3189,231176.9268,238247.292,245672.0366,253432.8675,261552.0597,268013.628,274753.9345,283812.3726,298437.0889,314822.9869,327632.3898,336748.3494,341414.9182,348377.4472,358617.2878,370384.5042,383790.0238,396195.5962,407618.8471,419608.7498,431995.8033,444813.2041,458106.9428,471968.7663,488337.5329,507028.4317,525830.0918,544648.0286,563575.5311,582513.5929,601629.8656,621282.9475,641488.9116,662267.9591,683675.5728,705765.0438,728759.1734,752309.0009,776928.5894,802693.5564,828264.853,853282.7017,878243.3296,903265.1761,928242.166,953272.6104,978416.9896,1003545.733,1028662.621,1053744.044,1078560.187,1103047.682,1127286.791,1151225.919,1174800.101,1197914.593,1220519.789,1242638.959,1264363.552,1285547.558,1305957.239,1325663.481,1344774.079,1363101.005,1380608.792,1397216.653,1412687.488,1444379.794,1476132.043,1507643.041,1538726.424,1569403.536,1599540.503,1629306.19,1658961.236,1688225.241,1716761.07,1744607.028,1771945.053,1799020.862,1826085.66,1852761.293,1878986.304,1904977.776,1930345.259,1955085.713,1979367.71,2003302.099,2026840.228,2049702.301,2071816.49,2093400.762,2114647.023,2135418.59,2155542.618,2174823.266,2193315.476,2211246.938,2228586.352,2245621.24,2262203.278,2278001.726,2293374.232,2308388.734,2322853.256,2336631.498,2349760.784,2362379.415,2374351.855,2385697.803,2396731.377,2407196.526,2417233.199,2426899.682,2435975.384,2444357.059,2452061.783
1,480,Mauritius,105072.264,108002.7673,111102.126,114358.0795,117741.3376,121182.7079,124741.6788,128477.3087,132391.6409,136448.2279,140638.1175,145004.6092,149493.1446,154041.7957,158648.6641,163194.3513,167579.8366,171785.7984,175797.814,179913.236,184229.4791,188550.9715,192784.9158,196753.1269,200379.5687,203807.901,207201.373,210449.2488,213374.9328,215910.6267,217955.0339,217359.5431,216458.6355,215412.1434,214278.5205,213017.4312,211512.5213,209768.5938,207870.6719,205831.8127,203665.1836,201344.3738,198318.6731,194607.6376,190814.0802,187085.5969,183568.2427,180377.9985,177514.787,174958.8184,172663.8127,170517.6199,168719.176,167221.6392,165648.0931,163933.7438,162038.9951,159930.0716,157618.8121,155209.096,152871.1555,150755.6181,148999.8037,147663.7119,146649.7822,145764.1409,144796.4333,143552.6919,141909.0057,139882.3605,137577.3132,135124.4791,132601.7552,130072.62,127629.5775,125313.7961,123149.4866,121069.2527,119037.5031,117078.0706,115169.2691,112539.4289,109780.5332,106854.2277,103873.4308,100940.9034,98164.01282,95593.51922,93273.0196,91232.52882,89438.67622,87859.93972,86447.41368,85163.03489,83982.93831,82866.25568,81781.49539,80684.11899,79526.91159,78279.42306,76897.41359,75350.68952,73925.97964,72747.08385,71621.32873,70515.19151,69410.61738,68295.45427,67174.56386,66053.66597,64931.64767,63807.60763,62679.66567,61552.89738,60432.07298,59315.64982,58210.48376,57127.02049,56071.86797,55047.25435,54063.34143,53130.51147,52249.23734,51423.2004,50650.33746,49923.79307,49238.90192,48587.60977,47960.0855,47348.44124,46748.6085
1,484,Mexico,6860529.372,7042395.462,7226923.748,7416944.362,7614081.372,7818920.327,8031322.207,8251422.128,8480857.938,8722285.685,8976843.941,9271702.577,9604192.157,9943830.152,10289515.57,10638362.46,10987892.79,11338028.42,11687303.76,12032309.92,12384626.73,12750807.03,13118916.68,13480696.23,13834549.11,14180570.66,14517052.49,14843105.56,15158676.98,15465264.93,15763983.85,16042301.08,16298476.14,16543016.03,16780718.64,17016664.09,17254336.53,17505506.2,17766231.7,18024671.8,18279127.18,18423617.61,18544281.29,18641254.94,18717449.54,18771292.25,18806372.71,18827804.6,18840250.27,18843870.94,18835531.85,18810034.96,18775753.02,18737237.55,18695768.02,18659931.63,18629016.49,18598309.92,18568843.79,18542252.4,18520777.82,18501421.32,18480946.31,18465296.47,18452532.71,18436634.51,18419042.14,18403291.54,18392560.3,18379300.73,18354561.82,18324410.53,18297793.65,18277505.35,18262083.46,18248751.2,18242650.5,18246344.35,18255024.03,18264425.01,18266971,18162994.74,18052544.69,17938393.66,17823205.48,17706395.07,17588135.49,17467797.02,17343276.77,17212893.89,17075826.28,16932548.04,16783722.13,16630567.24,16480756.76,16343445.28,16218334.3,16101380.67,15985630.46,15865107.65,15742921.83,15621348.92,15500924.44,15383401.99,15267834.73,15153465.89,15039843.76,14926248.44,14812805.52,14698911.22,14584426.81,14468976.85,14353036.54,14237173.65,14120891.65,14004071.83,13887141.52,13770750.85,13655175.09,13540347.59,13426571.16,13314235.67,13203782.59,13095079.07,12987377.33,12881232.08,12777082.74,12674736.07,12573805.58,12474007.41,12375326.17
1,496,Mongolia,152649.3868,155142.4281,158121.3774,161705.9409,165982.6797,170962.1477,176591.1251,182819.7601,189610.4816,196450.4353,203351.178,210837.5282,218948.3094,227716.0725,237161.131,247258.7854,257938.5829,269102.3875,280639.8596,291429.531,301400.4213,311651.7603,322305.105,333384.6144,344879.7801,356739.4588,368867.1308,379350.3052,389761.1524,400032.5967,409772.6225,418819.9213,427412.0376,435587.19,443323.3653,450575.1937,457265.0127,463291.2338,468572.1974,473052.6538,476976.7853,481703.2683,487532.7379,492374.7221,496034.1927,498378.7125,499324.5908,498830.2977,496952.283,493800.4107,491289.1842,489703.9305,487792.6627,485797.1343,483254.9144,480366.4227,477750.9933,475733.9551,474772.5338,475129.5535,476963.2222,479634.9063,483160.071,488136.1892,494072.2593,500245.7568,505329.1859,509279.0348,513360.1144,517893.6067,522859.6789,528287.2459,533932.705,539611.0542,545713.2819,552283.4501,558815.8594,565322.0331,572205.4206,579661.0342,587757.9849,595601.9942,603601.8264,611417.6307,618775.0864,625353.089,630836.2289,635102.567,637974.5269,639168.7895,638701.341,638014.3773,636934.7407,633969.3183,629920.437,625778.6204,622169.3659,619608.0202,617942.4153,616554.5236,615501.7392,615232.5887,615750.5728,616948.1537,618622.5968,620643.8316,622960.5526,625388.8067,627923.2756,630438.9116,632679.289,634597.1388,636094.6424,637170.139,637779.6296,637895.8817,637464.2067,636516.6033,635227.8934,633610.3762,631664.3533,629442.6609,627058.3193,624588.451,622073.6336,619629.1126,617246.8769,614949.328,612849.3525,610910.736,609179.0443
1,498,Republic of Moldova,660971.7604,668279.7697,675972.0691,684176.8352,693044.5319,702341.6011,711686.9717,720818.9395,729430.8287,737361.8074,745246.323,753253.9748,761153.3707,768617.2249,775621.9869,781932.5048,787403.5065,792139.407,796379.766,797620.855,796035.0938,794533.6632,794178.7404,796018.9342,800002.6586,805473.9394,810616.9677,813312.7867,812169.248,806872.8381,799269.4694,791869.2338,785708.9812,780907.6911,776042.0326,767253.9085,751040.5876,733640.1163,714806.9748,694289.6331,672733.2571,651408.6279,630861.3133,611086.3414,592299.7107,574662.8867,557936.9396,542129.1657,527596.0433,512840.0134,497694.3206,482278.5347,477568.5451,475439.9584,463404.8076,449696.6276,437502.3226,427512.7288,418368.9056,409789.0329,401610.2264,393898.8503,386523.4894,379175.2624,371938.5713,364689.4225,357075.7338,349198.5989,341554.1013,334570.7849,328299.1224,322573.1902,316704.7703,310590.921,305019.9053,300329.634,296495.2552,293427.7393,291021.0483,288972.6059,287081.47,285974.4567,284553.7823,282667.4106,280164.1935,277121.7832,273677.7604,269905.5318,265790.0792,261355.0713,256774.8681,252213.3916,247591.8658,242650.1707,237212.5685,231612.663,226388.3673,221998.8232,218441.1112,215496.6287,213124.6542,211250.6097,209950.4091,208902.1738,207826.8491,206769.6631,205699.7651,204507.573,203186.4739,201776.5652,200265.5335,198656.764,196938.1972,195114.2216,193204.7504,191179.1375,189047.1893,186860.1897,184588.0922,182234.9754,179824.0992,177316.2558,174712.0334,172057.6854,169389.5797,166730.8922,164127.5786,161650.3824,159325.2538,157180.9134,155215.62
