"Age..range","Catalog.ID","Note.on.data","Note.on.methods","Note.on.country","Note.on.population","Contraceptive.use.ANY","Contraceptive.use.MODERN","Contraceptive.use.TRADITIONAL","Unmet","GEO.biases..unknown.direction.","Non.pregnant.and.other.positive.biases","Negative.bias","Population.type","age.cat.bias","Modern.method.bias","Folk.method.positive.bias","Absence.of.probing.questions.bias...1","ISO.code","Country","Start.year_Year","End.year_Year","Start.year","End.year","Source.name","Data.series.type","EXCLUDE1isyes","SurveyID","SE.logR.modern.nouse","SE.logR.trad.nouse","SE.logR.unmet.noneed","SE.modern","SE.trad","SE.unmet","In.union"
"40-44",1840,NA,NA,NA,NA,55.2793769790165,40.2429190285139,15.0364579505026,16.128594843322,NA,NA,NA,"MW","0",NA,NA,0,50,"Bangladesh",2007,2007,2007.16164383562,2007.66301369863,"2007 DHS","DHS",0,"bd50",0.0856913129439145,0.0984584957575645,0.113021545951393,0.0182550980126474,0.0113824264601768,0.0126984309551257,1
"40-44",7575,NA,NA,NA,NA,65.1420423446284,58.5427977535773,6.59924459105104,13.6373408239161,NA,NA,NA,"MW","0",NA,NA,1,50,"Bangladesh",2019,2019,2019.04931506849,2019.41369863014,"2019 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",1848,NA,NA,NA,NA,58.7288208438618,17.8784884831076,40.8503323607542,21.4594064334658,NA,NA,NA,"MW","0",NA,NA,0,51,"Armenia",2000,2000,2000.74863387978,2000.99726775956,"2000 DHS","DHS",0,"am42",0.11905633489257,0.0927467920711188,0.131290793557227,0.0134142897811964,0.0175521788094251,0.0159771268887539,1
"40-44",5046,NA,NA,NA,NA,56.7454975423525,27.1042511972369,29.6412463451156,11.4237834732919,NA,NA,NA,"MW","0",NA,NA,0,51,"Armenia",2010,2010,2010.74794520548,2010.99726027397,"2010 DHS","DHS",0,"am61",0.18303140737072,0.131047601361936,0.143707909912089,0.0314301439513885,0.0209193126221364,0.0127751247621289,1
"40-44",5046,NA,NA,NA,NA,1.63826933397243,1.63826933397243,0,5.47922812381724,NA,NA,NA,"UW","0",NA,NA,0,51,"Armenia",2010,2010,2010.74794520548,2010.99726027397,"2010 DHS","DHS",0,"am61",1.00544857305654,NA,0.574151255882385,0.0163560305592801,0,0.0281951351104056,0
"40-44",4986,NA,NA,NA,NA,55.05032004,51.59371679,3.456603255,19.9,NA,NA,NA,"MW","0",NA,NA,1,52,"Barbados",2012,2012,2012.3306010929,2012.8306010929,"2012 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",4989,NA,NA,NA,NA,70.92932367,70.59985847,0.329465203,7.1,NA,NA,NA,"MW","0",NA,NA,1,64,"Bhutan",2010,2010,2010.24657534247,2010.64383561644,"2010 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",1769,NA,NA,NA,NA,46.3345245763851,18.7341971351538,27.6003274412313,27.675827900668,NA,NA,NA,"MW","0",NA,NA,0,68,"Bolivia (Plurinational State of)",1993,1994,1993.83287671233,1994.41095890411,"1994 DHS","DHS",0,"bo33",0.114845925370458,0.0923521196993067,0.111746985106978,0.00827655357635019,0.0123793822912173,0.0113829548368412,1
"40-44",4492,NA,NA,NA,NA,65.3089269403128,32.3367501573765,32.9721767829363,15.677934852128,NA,NA,NA,"MW","0",NA,NA,0,68,"Bolivia (Plurinational State of)",2008,2008,2008.08469945355,2008.49453551913,"2008 DHS","DHS",0,"bo51",0.0849698006718642,0.0822917877914145,0.105234055091993,0.0162437043481639,0.0158893594167656,0.0118977824648861,1
"40-44",4492,NA,NA,NA,NA,17.6058997006686,15.1549325610611,2.45096713960745,3.04485379409898,NA,NA,NA,"UW","0",NA,NA,0,68,"Bolivia (Plurinational State of)",2008,2008,2008.08469945355,2008.49453551913,"2008 DHS","DHS",0,"bo51",0.212716783957693,0.413642837853218,0.385589481652564,0.0273390819996035,0.00989271084959429,0.0113489423475608,0
"40-44",4990,NA,NA,NA,NA,50.83700838,12.52280741,38.31420097,3.2,NA,NA,NA,"MW","0",NA,NA,0,70,"Bosnia and Herzegovina",2011,2012,2011.83287671233,2012.24590163934,"2011-2012 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",1868,NA,NA,NA,NA,79.0587918024129,72.7596398300871,6.29915197232577,8.6164345437258,NA,NA,NA,"MW","0",NA,NA,0,76,"Brazil",1996,1996,1996.16393442623,1996.49453551913,"1996 DHS","DHS",0,"br31",0.0826572526437258,0.1583886590845,0.150957378232932,0.00730446706728278,0.00278400298106197,0.00539321825338047,1
"40-44",1868,NA,NA,NA,NA,43.634160386263,43.1742921558409,0.459868230422107,4.97082242972,NA,NA,NA,"UW","0",NA,NA,0,76,"Brazil",1996,1996,1996.16393442623,1996.49453551913,"1996 DHS","DHS",0,"br31",0.140243741076389,1.01032107397098,0.313646546670998,0.0105339743168627,0.000162188481300122,0.00164178277462024,0
"40-44",4988,NA,NA,NA,NA,63.00354557,57.22281371,5.780731859,9.7,NA,NA,NA,"MW","0",NA,NA,1,84,"Belize",2011,2011,2011.44657534247,2011.59178082192,"2011 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",5761,NA,NA,NA,NA,55.38488189,52.30887338,3.076008511,13.53344238,NA,NA,NA,"MW","0",NA,NA,0,84,"Belize",2015,2016,2015.79726027397,2016.08196721311,"2015-2016 MICS","MICS",0,"bzwm5",0.0458370815157719,0.141238161139909,0.0669913038367147,0.0112020254900316,0.00390209612837896,0.0097817467560582,1
"40-44",5761,NA,NA,NA,NA,23.18174373,22.69451609,0.487227633,4.339104659,NA,NA,NA,"UW","0",NA,NA,0,84,"Belize",2015,2016,2015.79726027397,2016.08196721311,"2015-2016 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,0
"40-44",2953,NA,"Traditional methods include folk methods.",NA,NA,40,32.4,7.6,2.3,NA,NA,NA,"MW","0",NA,"Including folk methods.",0,90,"Solomon Islands",2006,2007,2006.7698630137,2007.32602739726,"2006-2007 DHS","DHS",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",7516,NA,NA,NA,NA,31.8,25.2,6.6,26,NA,NA,NA,"MW","0",NA,NA,0,90,"Solomon Islands",2015,2015,2015.2602739726,2015.71232876712,"2015 DHS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",6084,NA,NA,NA,NA,47.9218182010535,46.6356485116221,1.28616968943144,20.5505596706643,NA,NA,NA,"MW","0",NA,NA,0,104,"Myanmar",2015,2016,2015.91506849315,2016.57923497268,"2015-2016 DHS","DHS",0,"mm71",0.0697780283010359,0.279674436531774,0.0838349775344277,0.00780457046670436,0.00257955615485271,0.00664832083712512,1
"40-44",6084,NA,NA,NA,NA,0.716824246143573,0.716824246143573,0,0.594142263461592,NA,NA,NA,"UW","0",NA,NA,0,104,"Myanmar",2015,2016,2015.91506849315,2016.57923497268,"2015-2016 DHS","DHS",0,"mm71",0.577633306916271,NA,0.75677084600504,0.00117534946020225,0,0.00432599553076881,0
"40-44",4950,NA,NA,NA,NA,19.5399300150564,14.2816690691726,5.25826094588375,37.7453653629273,NA,NA,NA,"MW","0",NA,NA,0,108,"Burundi",2010,2011,2010.58082191781,2011.08219178082,"2010 DHS","DHS",0,"bu61",0.131656017644218,0.205583244163932,0.106167035234888,0.00548331661358863,0.00313151667245263,0.00621086215625167,1
"40-44",6056,NA,NA,NA,NA,26.6053124490379,19.3944711389733,7.21084131006458,35.6046055181126,NA,NA,NA,"MW","0",NA,NA,0,108,"Burundi",2016,2017,2016.74863387978,2017.15890410959,"2016 DHS","DHS",0,"bu71",0.0849652892232548,0.134416421791357,0.0784148965018111,0.0059665755027988,0.0034025280082913,0.00612807524582492,1
"40-44",6056,NA,NA,NA,NA,4.42092253425029,4.01894117614068,0.401981358109619,2.7655731795469,NA,NA,NA,"UW","0",NA,NA,0,108,"Burundi",2016,2017,2016.74863387978,2017.15890410959,"2016 DHS","DHS",0,"bu71",0.2781822548045,0.845188593703619,0.359389315601457,0.00495907616571846,0.00146491398447324,0.00155467057106781,0
"40-44",4987,NA,NA,NA,NA,67.74867318,55.53217077,12.21650241,4.2,NA,NA,NA,"MW","0",NA,NA,1,112,"Belarus",2012,2012,2012.23770491803,2012.5,"2012 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",1825,NA,NA,NA,NA,26.8130645280165,20.3256526537581,6.4874118742584,31.0179479550517,NA,NA,NA,"MW","0",NA,NA,0,116,"Cambodia",2000,2000,2000.08469945355,2000.57923497268,"2000 DHS","DHS",0,"kh42",0.0813346382545097,0.147028762275476,0.0822477393561163,0.0130264856934873,0.00882477901359678,0.0165693987951414,1
"40-44",5566,NA,NA,NA,NA,59.618929148938,38.3593910247451,21.2595381241929,13.9383071603469,NA,NA,NA,"MW","0",NA,NA,0,116,"Cambodia",2014,2014,2014.41369863014,2014.99726027397,"2014 DHS","DHS",0,"kh73",0.0646326396819974,0.0850493352067763,0.101718950866172,0.00992505597697562,0.00942830476815434,0.0085409820186655,1
"40-44",5566,NA,NA,NA,NA,2.49131126842444,2.49131126842444,0,0,NA,NA,NA,"UW","0",NA,NA,0,116,"Cambodia",2014,2014,2014.41369863014,2014.99726027397,"2014 DHS","DHS",0,"kh73",0.397259646385106,NA,NA,0.0020859462348505,0,0,0
"40-44",1798,NA,NA,NA,NA,17.0421226557475,10.0621441400667,6.97997851568082,16.1186337490282,NA,NA,NA,"MW","0",NA,NA,0,120,"Cameroon",1991,1991,1991.24657534247,1991.74520547945,"1991 DHS","DHS",0,"cm22",0.260476398177347,0.231447717217841,0.178302106393066,0.0211353034336211,0.0139138008459194,0.0214937925401997,1
"40-44",7684,NA,NA,NA,NA,15.4626092785432,11.8037809907953,3.65882828774784,24.4343266149016,NA,NA,NA,"MW","0",NA,NA,0,120,"Cameroon",2018,2018,2018.41369863014,2018.99726027397,"2018 DHS","DHS",0,"cm71",0.130015968519728,0.196195739863057,0.106672707407182,0.00584540877012643,0.00241524033165067,0.00731947440565331,1
"40-44",7684,NA,NA,NA,NA,14.7972897843803,11.8287562866337,2.96853349774653,11.6430171371036,NA,NA,NA,"UW","0",NA,NA,0,120,"Cameroon",2018,2018,2018.41369863014,2018.99726027397,"2018 DHS","DHS",0,"cm71",0.249188806482171,0.395871165564092,0.218609685837192,0.00779867421240055,0.00320084200045259,0.00977076544043976,0
"40-44",2942,NA,NA,NA,NA,63.2,59,4.2,13.1,NA,NA,NA,"MW","0",NA,NA,0,132,"Cabo Verde",2005,2005,2005.49589041096,2005.99726027397,"2005 DHS-RHS","DHS",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",1732,NA,NA,NA,NA,10.100021552644,1.71216628055543,8.38785527208854,21.8631483251422,NA,NA,NA,"MW","0",NA,NA,0,140,"Central African Republic",1994,1995,1994.66575342466,1995.24383561644,"1994-1995 DHS","DHS",0,"cf33",0.40239951933861,0.212862674876199,0.145991811427907,0.00109598858530126,0.0126525126274861,0.0188227529605457,1
"40-44",7500,NA,NA,NA,NA,18.8,14.6,4.2,29.6,NA,NA,NA,"MW","0",NA,NA,1,140,"Central African Republic",2019,2019,2019,2019,"2019 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",7500,NA,NA,NA,NA,12.3185024462187,10.9102551239134,1.40824732230536,15.6983551394302,NA,NA,NA,"UW","0",NA,NA,1,140,"Central African Republic",2019,2019,2019,2019,"2019 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,0
"40-44",4553,NA,"Traditional methods include folk methods.","Excluding the Northern Province.",NA,75.5,53.3,22.2,5.3,"Excluding the Northern Province.",NA,NA,"MW","0",NA,"Including folk methods.",0,144,"Sri Lanka",2006,2007,2006.66575342466,2007.8301369863,"2006-2007 DHS","DHS",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",6094,NA,NA,NA,NA,72,57.4,14.6,5.4,NA,NA,NA,"MW","0",NA,NA,0,144,"Sri Lanka",2016,2016,2016.36612021858,2016.87158469945,"2016 DHS","DHS",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",1675,NA,NA,NA,NA,2.96034574953302,1.48920273062682,1.4711430189062,23.0301068778231,NA,NA,NA,"MW","0",NA,NA,0,148,"Chad",1996,1997,1996.91530054645,1997.57808219178,"1996-1997 DHS","DHS",0,"td32",0.295459819086518,0.436953569486901,0.116097270661049,0.00434011741626822,0.0062055972525906,0.0179037681976122,1
"40-44",5564,NA,NA,NA,NA,6.01443522701979,5.65826136675446,0.356173860265323,21.5853014455848,NA,NA,NA,"MW","0",NA,NA,0,148,"Chad",2014,2015,2014.74794520548,2015.32602739726,"2014-2015 DHS","DHS",0,"td71",0.225315862559736,0.64215255211143,0.0952258536684294,0.00409663544593565,0.00200865158257994,0.0061105177553242,1
"40-44",5564,NA,NA,NA,NA,6.51467216581616,6.51467216581616,0,1.87486892916985,NA,NA,NA,"UW","0",NA,NA,0,148,"Chad",2014,2015,2014.74794520548,2015.32602739726,"2014-2015 DHS","DHS",0,"td71",0.337905776440712,NA,0.617471826819853,0.0234584013911595,0,0.00435516844118853,0
"40-44",1860,NA,NA,NA,NA,74.3070257836516,59.3843842230485,14.9226415606031,7.19571800781159,NA,NA,NA,"MW","0",NA,NA,0,170,"Colombia",1990,1990,1990.32876712329,1990.66301369863,"1990 DHS","DHS",0,"co22",0.13106902613557,0.217968913608542,0.226934459986778,0.006766011771879,0.00430058318250994,0.00419555318363436,1
"40-44",5788,NA,NA,NA,NA,86.0556662452821,80.3086629198011,5.74700332548102,5.13788611636791,NA,NA,NA,"MW","0",NA,NA,0,170,"Colombia",2015,2016,2015.08493150685,2016.24590163934,"2015 DHS","DHS",0,"co72",0.0791462580184502,0.15297362505176,0.148473684660631,0.00263668344977823,0.00134885404726393,0.00140888509206424,1
"40-44",5788,NA,NA,NA,NA,56.5105218511174,54.3474742062646,2.16304764485279,1.98388069389796,NA,NA,NA,"UW","0",NA,NA,0,170,"Colombia",2015,2016,2015.08493150685,2016.24590163934,"2015 DHS","DHS",0,"co72",0.0914257652176984,0.317238111451819,0.260305550151971,0.00388276113929605,0.00130303363156567,0.0016581023891748,0
"40-44",1707,NA,NA,NA,NA,21.4285714285714,15.3846153846154,6.04395604395604,30.2197802197802,NA,NA,NA,"MW","0",NA,NA,0,174,"Comoros",1996,1996,1996.16393442623,1996.41256830601,"1996 DHS","DHS",0,"km32",0.212217314345103,0.391274701408472,0.192786324685248,0.0276624929002924,0.0221966910049974,0.0362232174080149,1
"40-44",5459,NA,NA,NA,NA,20.052161872737,14.3539202095468,5.69824166319028,19.9621920728394,NA,NA,NA,"MW","0",NA,NA,0,174,"Comoros",2012,2012,2012.58196721311,2012.99726775956,"2012 DHS","DHS",0,"km61",0.186120105382979,0.256486535592152,0.156181487428333,0.0166762796509291,0.00814110278371091,0.0189197394342549,1
"40-44",5459,NA,NA,NA,NA,4.44070484550321,3.97794053466483,0.462764310838379,6.48192932855893,NA,NA,NA,"UW","0",NA,NA,0,174,"Comoros",2012,2012,2012.58196721311,2012.99726775956,"2012 DHS","DHS",0,"km61",0.645282908944316,1.0130017277019,0.750420479909152,0.00889526819756572,0.00503480186182709,0.00858857262182991,0
"40-44",1709,NA,NA,NA,NA,35.7673620298903,9.33697184372125,26.430390186169,22.3896569171313,NA,NA,NA,"MW","0",NA,NA,0,178,"Congo",2005,2005,2005.49589041096,2005.91232876712,"2005 DHS","DHS",0,"cg50",0.196027335080356,0.146319574995724,0.155224812925869,0.013234864188644,0.0227889125705833,0.0204191966031185,1
"40-44",5642,NA,NA,NA,NA,26.94041881,14.97079338,11.96962543,8.42185659628403,NA,NA,NA,"MW","0",NA,NA,0,178,"Congo",2014,2015,2014.83287671233,2015.15890410959,"2014-2015 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",5642,NA,NA,NA,NA,18.30612109,12.58169602,5.724425072,11.2463074060683,NA,NA,NA,"UW","0",NA,NA,0,178,"Congo",2014,2015,2014.83287671233,2015.15890410959,"2014-2015 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,0
"40-44",1888,NA,NA,NA,NA,20.6465765443847,6.26908258086658,14.3774939635181,22.6588032356903,NA,NA,NA,"MW","0",NA,NA,0,180,"Dem. Rep. of the Congo",2007,2007,2007,2007.66301369863,"2007 DHS","DHS",0,"cd51",0.271796461875004,0.144641283475373,0.135970931739515,0.0156861408218986,0.0173378567218125,0.0230649050891205,1
"40-44",7798,NA,NA,NA,NA,32.4157847201401,19.8743465352216,12.5414381849183,26.4023353013693,NA,NA,NA,"MW","0",NA,NA,0,180,"Dem. Rep. of the Congo",2017,2018,2017.92328767123,2018.49589041096,"2017-2018 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",7798,NA,NA,NA,NA,26.1278534040851,11.768689776237,14.3591636278481,10.5486217075204,NA,NA,NA,"UW","0",NA,NA,0,180,"Dem. Rep. of the Congo",2017,2018,2017.92328767123,2018.49589041096,"2017-2018 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,0
"40-44",4993,NA,NA,NA,NA,77.48755944,74.48711329,3.000446155,4,NA,NA,NA,"MW","0",NA,NA,1,188,"Costa Rica",2011,2011,2011.73424657534,2011.90410958904,"2011 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",5762,NA,NA,NA,NA,71.9,71.1,0.8,15.6,NA,NA,NA,"MW","0",NA,NA,0,188,"Costa Rica",2018,2018,2018.16164383562,2018.41095890411,"2018 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",5762,NA,NA,NA,NA,42.3826085929674,40.9311835367946,1.45142505617277,8.35513043455486,NA,NA,NA,"UW","0",NA,NA,0,188,"Costa Rica",2018,2018,2018.16164383562,2018.41095890411,"2018 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,0
"40-44",4994,NA,NA,NA,NA,76.03275258,74.06800099,1.964751589,8.5,NA,NA,NA,"MW","0",NA,NA,1,192,"Cuba",2010,2011,2010.83287671233,2011.32602739726,"2010-2011 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",7578,NA,NA,NA,NA,67.3369377833591,66.02501342291,1.31192436044915,7.44940050223504,NA,NA,NA,"MW","0",NA,NA,1,192,"Cuba",2019,2019,2019,2019,"2019 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",7578,NA,NA,NA,NA,56.0312918335558,55.50390409789,0.527387735665884,10.9775818765858,NA,NA,NA,"UW","0",NA,NA,1,192,"Cuba",2019,2019,2019,2019,"2019 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,0
"40-44",1780,NA,NA,NA,NA,16.7302053331508,5.35695724382876,11.3732480893221,30.9991096257009,NA,NA,NA,"MW","0",NA,NA,0,204,"Benin",1996,1996,1996.41530054645,1996.66393442623,"1996 DHS","DHS",0,"bj38",0.215511110269772,0.147336482192588,0.105895998839843,0.00870546205532872,0.012192531818498,0.0160463563390054,1
"40-44",6055,NA,NA,NA,NA,18.2898651696521,14.0083665855124,4.28149858413969,30.6618381720166,NA,NA,NA,"MW","0",NA,NA,0,204,"Benin",2017,2018,2017.84657534247,2018.15890410959,"2017-2018 DHS","DHS",0,"bj71",0.0914588685131652,0.158649137014652,0.0795274556054914,0.00497656966445788,0.00367948429178826,0.00684749705123727,1
"40-44",6055,NA,NA,NA,NA,17.3656266406089,13.7023308270545,3.66329581355444,10.4031636271654,NA,NA,NA,"UW","0",NA,NA,0,204,"Benin",2017,2018,2017.84657534247,2018.15890410959,"2017-2018 DHS","DHS",0,"bj71",0.239475596435057,0.469088446729763,0.283401437685809,0.013725994587552,0.00521485267122014,0.0126652872322603,0
"40-44",1671,NA,NA,NA,NA,69.0061143795656,67.6445988431657,1.36151553639989,10.4638097703628,NA,NA,NA,"MW","0",NA,NA,0,214,"Dominican Republic",1991,1991,1991.49589041096,1991.91232876712,"1991 DHS","DHS",0,"dr21",0.131114911176768,0.395847308312749,0.201250652005048,0.0197305780079006,0.00231632464305439,0.0103398582509243,1
"40-44",5674,NA,NA,NA,NA,77.80942709,76.02436493,1.785062161,5.761607766,NA,NA,NA,"MW","0",NA,NA,1,214,"Dominican Republic",2014,2014,2014.41369863014,2014.66301369863,"2014 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",5674,NA,NA,NA,NA,55.64350465,54.88594108,0.757563578,3.676834275,NA,NA,NA,"UW","0",NA,NA,1,214,"Dominican Republic",2014,2014,2014.41369863014,2014.66301369863,"2014 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,0
"40-44",5561,NA,NA,NA,NA,75.45490229,71.49424008,3.96066221,9.664511704,NA,NA,NA,"MW","0",NA,NA,0,222,"El Salvador",2014,2014,2014.16164383562,2014.7397260274,"2014 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",5561,NA,NA,NA,NA,43.20934712,42.54634186,0.663005263,2.653963215,NA,NA,NA,"UW","0",NA,NA,0,222,"El Salvador",2014,2014,2014.16164383562,2014.7397260274,"2014 MICS","MICS",0,NA,NA,NA,NA,NA,NA,NA,0
"40-44",5052,NA,NA,NA,NA,12.1,9.9,2.2,31.6,NA,NA,NA,"MW","0",NA,NA,0,226,"Equatorial Guinea",2011,2011,2011.49589041096,2011.91232876712,"2011 DHS","DHS",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",1694,NA,NA,NA,NA,7.94664787945274,6.60018747552768,1.34646040392506,38.7546567260799,NA,NA,NA,"MW","0",NA,NA,0,231,"Ethiopia",2000,2000,2000.08469945355,2000.41256830601,"2000 DHS","DHS",0,"et41",0.151045681212379,0.318559425830897,0.0889768701988745,0.00737940010850377,0.00332575901221893,0.0134995115815635,1
"40-44",7656,NA,NA,NA,NA,34.58551509,33.03044227,1.555072824,22.51283316,NA,NA,NA,"MW","0",NA,NA,0,231,"Ethiopia",2018,2018,2018.41369863014,2018.57808219178,"2018 PMA-R6","PMA",0,"PMA2018_ETR6_HHQFQ_v3_14Jun2019",0.134288081323978,0.372732437594143,0.150356284087442,0.0111326639766912,0.00182554412678079,0.0083240482365899,1
"40-44",7656,NA,NA,NA,NA,4.315203381,4.315203381,0,4.455477967,NA,NA,NA,"UW","0",NA,NA,0,231,"Ethiopia",2018,2018,2018.41369863014,2018.57808219178,"2018 PMA-R6","PMA",0,"PMA2018_ETR6_HHQFQ_v3_14Jun2019",0.431932351412278,NA,0.52898962462846,0.00802627303508974,0,0.00438179290589149,0
"40-44",1835,NA,NA,NA,NA,9.05237927144534,5.29144662164266,3.76093264980268,28.7590632865041,NA,NA,NA,"MW","0",NA,NA,0,232,"Eritrea",1995,1996,1995.66575342466,1996.08196721311,"1995 DHS","DHS",0,"er31",0.228789365408676,0.406699162835576,0.158227304692361,0.00763852561765414,0.00466586277262256,0.0113930463569765,1
"40-44",5919,NA,NA,NA,NA,7.3,6.5,0.8,23.6,NA,NA,NA,"MW","0",NA,NA,0,232,"Eritrea",2010,2010,2010.03561643836,2010.51232876712,"2010 PHS","National survey",0,NA,NA,NA,NA,NA,NA,NA,1
"40-44",5919,"Estimated from data reported for all women and married/in-union women.",NA,NA,NA,0.884955752212389,0.884955752212389,0,1.9,NA,NA,NA,"UW","0",NA,NA,0,232,"Eritrea",2010,2010,2010.03561643836,2010.51232876712,"2010 PHS","National survey",0,NA,NA,NA,NA,NA,NA,NA,0
"40-44",1737,NA,NA,NA,NA,22.6809944435232,10.4288715649936,12.2521228785295,31.0441832745582,NA,NA,NA,"MW","0",NA,NA,0,266,"Gabon",2000,2000,2000.49726775956,2001.08219178082,"2000 DHS","DHS",0,"ga41",0.199915437883599,0.198798693967795,0.133756247532553,0.016642637103888,0.0204030364926105,0.0234707058302975,1
